Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2014-09-04-LEG17-Senato-sed-306	ParlaMint-IT_2014-09-04-LEG17-Senato-sed-306.ana.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 306, Day (2014-09-04)	2014-09-04	Upper house	17 Legislatura	-	-	306 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-09-04-LEG17-Senato-sed-306	ParlaMint-IT_2014-09-04-LEG17-Senato-sed-306.ana.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 306, Day (2014-09-04)	2014-09-04	Upper house	17 Legislatura	-	-	306 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-09-04-LEG17-Senato-sed-306	ParlaMint-IT_2014-09-04-LEG17-Senato-sed-306.ana.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 306, Day (2014-09-04)	2014-09-04	Upper house	17 Legislatura	-	-	306 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-09-04-LEG17-Senato-sed-306	ParlaMint-IT_2014-09-04-LEG17-Senato-sed-306.ana.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 306, Day (2014-09-04)	2014-09-04	Upper house	17 Legislatura	-	-	306 Seduta	-	Reference	English	Guest	MP	notMinister	-	-	-	-	BorlettiDellAcquaBuitoniIlaria	Borletti Dell'Acqua Buitoni, Ilaria	F	1955	
ParlaMint-IT-en_2014-09-04-LEG17-Senato-sed-306	ParlaMint-IT_2014-09-04-LEG17-Senato-sed-306.ana.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 306, Day (2014-09-04)	2014-09-04	Upper house	17 Legislatura	-	-	306 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-09-04-LEG17-Senato-sed-306	ParlaMint-IT_2014-09-04-LEG17-Senato-sed-306.ana.u6	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 306, Day (2014-09-04)	2014-09-04	Upper house	17 Legislatura	-	-	306 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	PaduaVenera	Padua, Venera	F	1957	
ParlaMint-IT-en_2014-09-04-LEG17-Senato-sed-306	ParlaMint-IT_2014-09-04-LEG17-Senato-sed-306.ana.u7	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 306, Day (2014-09-04)	2014-09-04	Upper house	17 Legislatura	-	-	306 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-09-04-LEG17-Senato-sed-306	ParlaMint-IT_2014-09-04-LEG17-Senato-sed-306.ana.u8	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 306, Day (2014-09-04)	2014-09-04	Upper house	17 Legislatura	-	-	306 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	PaduaVenera	Padua, Venera	F	1957	
ParlaMint-IT-en_2014-09-04-LEG17-Senato-sed-306	ParlaMint-IT_2014-09-04-LEG17-Senato-sed-306.ana.u9	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 306, Day (2014-09-04)	2014-09-04	Upper house	17 Legislatura	-	-	306 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-09-04-LEG17-Senato-sed-306	ParlaMint-IT_2014-09-04-LEG17-Senato-sed-306.ana.u10	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 306, Day (2014-09-04)	2014-09-04	Upper house	17 Legislatura	-	-	306 Seduta	-	Reference	English	Regular	MP	notMinister	SCpI	Scelta Civica per l'Italia	-	Centre	OliveroAndrea	Olivero, Andrea	M	1970	
ParlaMint-IT-en_2014-09-04-LEG17-Senato-sed-306	ParlaMint-IT_2014-09-04-LEG17-Senato-sed-306.ana.u11	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 306, Day (2014-09-04)	2014-09-04	Upper house	17 Legislatura	-	-	306 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.1	Movimento 5 Stelle	Opposition	Big tent	MontevecchiMichela	Montevecchi, Michela	F	1971	
ParlaMint-IT-en_2014-09-04-LEG17-Senato-sed-306	ParlaMint-IT_2014-09-04-LEG17-Senato-sed-306.ana.u12	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 306, Day (2014-09-04)	2014-09-04	Upper house	17 Legislatura	-	-	306 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-09-04-LEG17-Senato-sed-306	ParlaMint-IT_2014-09-04-LEG17-Senato-sed-306.ana.u13	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 306, Day (2014-09-04)	2014-09-04	Upper house	17 Legislatura	-	-	306 Seduta	-	Reference	English	Regular	MP	notMinister	M5S.1	Movimento 5 Stelle	Opposition	Big tent	MontevecchiMichela	Montevecchi, Michela	F	1971	
ParlaMint-IT-en_2014-09-04-LEG17-Senato-sed-306	ParlaMint-IT_2014-09-04-LEG17-Senato-sed-306.ana.u14	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 306, Day (2014-09-04)	2014-09-04	Upper house	17 Legislatura	-	-	306 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
