Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2014-09-10-LEG17-Senato-sed-308	ParlaMint-IT_2014-09-10-LEG17-Senato-sed-308.ana.u1	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 308, Day (2014-09-10)	2014-09-10	Upper house	17 Legislatura	-	-	308 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-09-10-LEG17-Senato-sed-308	ParlaMint-IT_2014-09-10-LEG17-Senato-sed-308.ana.u2	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 308, Day (2014-09-10)	2014-09-10	Upper house	17 Legislatura	-	-	308 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-09-10-LEG17-Senato-sed-308	ParlaMint-IT_2014-09-10-LEG17-Senato-sed-308.ana.u3	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 308, Day (2014-09-10)	2014-09-10	Upper house	17 Legislatura	-	-	308 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-09-10-LEG17-Senato-sed-308	ParlaMint-IT_2014-09-10-LEG17-Senato-sed-308.ana.u4	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 308, Day (2014-09-10)	2014-09-10	Upper house	17 Legislatura	-	-	308 Seduta	-	Reference	English	Regular	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CentinaioGianMarco	Centinaio, Gian Marco	M	1971	
ParlaMint-IT-en_2014-09-10-LEG17-Senato-sed-308	ParlaMint-IT_2014-09-10-LEG17-Senato-sed-308.ana.u5	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 308, Day (2014-09-10)	2014-09-10	Upper house	17 Legislatura	-	-	308 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-09-10-LEG17-Senato-sed-308	ParlaMint-IT_2014-09-10-LEG17-Senato-sed-308.ana.u6	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 308, Day (2014-09-10)	2014-09-10	Upper house	17 Legislatura	-	-	308 Seduta	-	Reference	English	Regular	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CentinaioGianMarco	Centinaio, Gian Marco	M	1971	
ParlaMint-IT-en_2014-09-10-LEG17-Senato-sed-308	ParlaMint-IT_2014-09-10-LEG17-Senato-sed-308.ana.u7	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 308, Day (2014-09-10)	2014-09-10	Upper house	17 Legislatura	-	-	308 Seduta	-	Reference	English	Regular	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	DivinaSergio	Divina, Sergio	M	1955	
ParlaMint-IT-en_2014-09-10-LEG17-Senato-sed-308	ParlaMint-IT_2014-09-10-LEG17-Senato-sed-308.ana.u8	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 308, Day (2014-09-10)	2014-09-10	Upper house	17 Legislatura	-	-	308 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-09-10-LEG17-Senato-sed-308	ParlaMint-IT_2014-09-10-LEG17-Senato-sed-308.ana.u9	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 308, Day (2014-09-10)	2014-09-10	Upper house	17 Legislatura	-	-	308 Seduta	-	Reference	English	Regular	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	DivinaSergio	Divina, Sergio	M	1955	
ParlaMint-IT-en_2014-09-10-LEG17-Senato-sed-308	ParlaMint-IT_2014-09-10-LEG17-Senato-sed-308.ana.u10	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 308, Day (2014-09-10)	2014-09-10	Upper house	17 Legislatura	-	-	308 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-09-10-LEG17-Senato-sed-308	ParlaMint-IT_2014-09-10-LEG17-Senato-sed-308.ana.u11	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 308, Day (2014-09-10)	2014-09-10	Upper house	17 Legislatura	-	-	308 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	CuccaGiuseppeLuigiSalvatore	Cucca, Giuseppe Luigi Salvatore	M	1957	
ParlaMint-IT-en_2014-09-10-LEG17-Senato-sed-308	ParlaMint-IT_2014-09-10-LEG17-Senato-sed-308.ana.u12	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 308, Day (2014-09-10)	2014-09-10	Upper house	17 Legislatura	-	-	308 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-09-10-LEG17-Senato-sed-308	ParlaMint-IT_2014-09-10-LEG17-Senato-sed-308.ana.u13	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 308, Day (2014-09-10)	2014-09-10	Upper house	17 Legislatura	-	-	308 Seduta	-	Reference	English	Regular	MP	notMinister	PD	Partito Democratico	Coalition	Centre-left	CuccaGiuseppeLuigiSalvatore	Cucca, Giuseppe Luigi Salvatore	M	1957	
ParlaMint-IT-en_2014-09-10-LEG17-Senato-sed-308	ParlaMint-IT_2014-09-10-LEG17-Senato-sed-308.ana.u14	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 308, Day (2014-09-10)	2014-09-10	Upper house	17 Legislatura	-	-	308 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-09-10-LEG17-Senato-sed-308	ParlaMint-IT_2014-09-10-LEG17-Senato-sed-308.ana.u15	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 308, Day (2014-09-10)	2014-09-10	Upper house	17 Legislatura	-	-	308 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
ParlaMint-IT-en_2014-09-10-LEG17-Senato-sed-308	ParlaMint-IT_2014-09-10-LEG17-Senato-sed-308.ana.u16	Report of the session of the Senate of the Italian Republic, Term 17, Sitting 308, Day (2014-09-10)	2014-09-10	Upper house	17 Legislatura	-	-	308 Seduta	-	Reference	English	Chairperson	MP	notMinister	LN-Aut	Lega Nord e Autonomie	Opposition	Right to far-right	CalderoliRoberto	Calderoli, Roberto	M	1956	
