Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u1	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u2	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u3	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u4	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u5	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Regular	MP	notMinister	L-SP	Lega-Salvini Premier	-	Right to far-right	DeVecchisWilliam	De Vecchis, William	M	1971	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u6	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u7	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Regular	MP	notMinister	L-SP	Lega-Salvini Premier	-	Right to far-right	DeVecchisWilliam	De Vecchis, William	M	1971	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u8	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Regular	MP	notMinister	L-SP	Lega-Salvini Premier	-	Right to far-right	BagnaiAlberto	Bagnai, Alberto	M	1962	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u9	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Chairperson	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	TavernaPaola	Taverna, Paola	F	1969	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u10	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Regular	MP	notMinister	L-SP	Lega-Salvini Premier	-	Right to far-right	BagnaiAlberto	Bagnai, Alberto	M	1962	
ParlaMint-IT-en_2020-08-18-LEG18-Senato-sed-250	ParlaMint-IT_2020-08-18-LEG18-Senato-sed-250.ana.u11	Report of the session of the Senate of the Italian Republic, Term 18, Sitting 250, Day (2020-08-18)	2020-08-18	Upper house	18 Legislatura	-	-	250 Seduta	-	COVID	English	Regular	MP	notMinister	M5S.2	MoVimento 5 Stelle	Coalition	Big tent	DiGirolamoGabriella	Di Girolamo, Gabriella	F	1977	
