Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-01-24-ps2017-006-05-008-030	ParlaMint-CZ_2018-01-24-ps2017-006-05-008-030.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-01-24	2018-01-24	Lower house	ps2017	-	ps2017/006	ps2017/006/05	ps2017/006/030	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-01-24-ps2017-006-05-008-030	ParlaMint-CZ_2018-01-24-ps2017-006-05-008-030.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-01-24	2018-01-24	Lower house	ps2017	-	ps2017/006	ps2017/006/05	ps2017/006/030	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2018-01-24-ps2017-006-05-008-030	ParlaMint-CZ_2018-01-24-ps2017-006-05-008-030.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-01-24	2018-01-24	Lower house	ps2017	-	ps2017/006	ps2017/006/05	ps2017/006/030	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-01-24-ps2017-006-05-008-030	ParlaMint-CZ_2018-01-24-ps2017-006-05-008-030.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-01-24	2018-01-24	Lower house	ps2017	-	ps2017/006	ps2017/006/05	ps2017/006/030	Reference	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadimFiala.1969	Fiala, Radim	M	1969	
ParlaMint-CZ-en_2018-01-24-ps2017-006-05-008-030	ParlaMint-CZ_2018-01-24-ps2017-006-05-008-030.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-01-24	2018-01-24	Lower house	ps2017	-	ps2017/006	ps2017/006/05	ps2017/006/030	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-01-24-ps2017-006-05-008-030	ParlaMint-CZ_2018-01-24-ps2017-006-05-008-030.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-01-24	2018-01-24	Lower house	ps2017	-	ps2017/006	ps2017/006/05	ps2017/006/030	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	MikulasFerjencik.1987	Ferjenčík, Mikuláš	M	1987	
ParlaMint-CZ-en_2018-01-24-ps2017-006-05-008-030	ParlaMint-CZ_2018-01-24-ps2017-006-05-008-030.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-01-24	2018-01-24	Lower house	ps2017	-	ps2017/006	ps2017/006/05	ps2017/006/030	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-01-24-ps2017-006-05-008-030	ParlaMint-CZ_2018-01-24-ps2017-006-05-008-030.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-01-24	2018-01-24	Lower house	ps2017	-	ps2017/006	ps2017/006/05	ps2017/006/030	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MiloslavJanulik.1962	Janulík, Miloslav	M	1962	
ParlaMint-CZ-en_2018-01-24-ps2017-006-05-008-030	ParlaMint-CZ_2018-01-24-ps2017-006-05-008-030.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-01-24	2018-01-24	Lower house	ps2017	-	ps2017/006	ps2017/006/05	ps2017/006/030	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-01-24-ps2017-006-05-008-030	ParlaMint-CZ_2018-01-24-ps2017-006-05-008-030.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-01-24	2018-01-24	Lower house	ps2017	-	ps2017/006	ps2017/006/05	ps2017/006/030	Reference	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	RadimFiala.1969	Fiala, Radim	M	1969	
ParlaMint-CZ-en_2018-01-24-ps2017-006-05-008-030	ParlaMint-CZ_2018-01-24-ps2017-006-05-008-030.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-01-24	2018-01-24	Lower house	ps2017	-	ps2017/006	ps2017/006/05	ps2017/006/030	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
