Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-04-13-ps2017-012-04-001-047	ParlaMint-CZ_2018-04-13-ps2017-012-04-001-047.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-13	2018-04-13	Lower house	ps2017	-	ps2017/012	ps2017/012/04	ps2017/012/047	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-04-13-ps2017-012-04-001-047	ParlaMint-CZ_2018-04-13-ps2017-012-04-001-047.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-13	2018-04-13	Lower house	ps2017	-	ps2017/012	ps2017/012/04	ps2017/012/047	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2018-04-13-ps2017-012-04-001-047	ParlaMint-CZ_2018-04-13-ps2017-012-04-001-047.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-13	2018-04-13	Lower house	ps2017	-	ps2017/012	ps2017/012/04	ps2017/012/047	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-04-13-ps2017-012-04-001-047	ParlaMint-CZ_2018-04-13-ps2017-012-04-001-047.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-13	2018-04-13	Lower house	ps2017	-	ps2017/012	ps2017/012/04	ps2017/012/047	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KlaraDostalova.1971	Dostálová, Klára	F	1971	
ParlaMint-CZ-en_2018-04-13-ps2017-012-04-001-047	ParlaMint-CZ_2018-04-13-ps2017-012-04-001-047.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-13	2018-04-13	Lower house	ps2017	-	ps2017/012	ps2017/012/04	ps2017/012/047	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-04-13-ps2017-012-04-001-047	ParlaMint-CZ_2018-04-13-ps2017-012-04-001-047.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-13	2018-04-13	Lower house	ps2017	-	ps2017/012	ps2017/012/04	ps2017/012/047	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AdamKalous.1979	Kalous, Adam	M	1979	
ParlaMint-CZ-en_2018-04-13-ps2017-012-04-001-047	ParlaMint-CZ_2018-04-13-ps2017-012-04-001-047.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-13	2018-04-13	Lower house	ps2017	-	ps2017/012	ps2017/012/04	ps2017/012/047	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-04-13-ps2017-012-04-001-047	ParlaMint-CZ_2018-04-13-ps2017-012-04-001-047.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-13	2018-04-13	Lower house	ps2017	-	ps2017/012	ps2017/012/04	ps2017/012/047	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AdamKalous.1979	Kalous, Adam	M	1979	
ParlaMint-CZ-en_2018-04-13-ps2017-012-04-001-047	ParlaMint-CZ_2018-04-13-ps2017-012-04-001-047.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-13	2018-04-13	Lower house	ps2017	-	ps2017/012	ps2017/012/04	ps2017/012/047	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-04-13-ps2017-012-04-001-047	ParlaMint-CZ_2018-04-13-ps2017-012-04-001-047.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-13	2018-04-13	Lower house	ps2017	-	ps2017/012	ps2017/012/04	ps2017/012/047	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AdamKalous.1979	Kalous, Adam	M	1979	
ParlaMint-CZ-en_2018-04-13-ps2017-012-04-001-047	ParlaMint-CZ_2018-04-13-ps2017-012-04-001-047.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-04-13	2018-04-13	Lower house	ps2017	-	ps2017/012	ps2017/012/04	ps2017/012/047	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
