Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-05-24-ps2017-013-03-000-000	ParlaMint-CZ_2018-05-24-ps2017-013-03-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-24	2018-05-24	Lower house	ps2017	-	ps2017/013	ps2017/013/03	ps2017/013/000	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-05-24-ps2017-013-03-000-000	ParlaMint-CZ_2018-05-24-ps2017-013-03-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-24	2018-05-24	Lower house	ps2017	-	ps2017/013	ps2017/013/03	ps2017/013/000	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2018-05-24-ps2017-013-03-000-000	ParlaMint-CZ_2018-05-24-ps2017-013-03-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-24	2018-05-24	Lower house	ps2017	-	ps2017/013	ps2017/013/03	ps2017/013/000	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-05-24-ps2017-013-03-000-000	ParlaMint-CZ_2018-05-24-ps2017-013-03-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-24	2018-05-24	Lower house	ps2017	-	ps2017/013	ps2017/013/03	ps2017/013/000	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2018-05-24-ps2017-013-03-000-000	ParlaMint-CZ_2018-05-24-ps2017-013-03-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-24	2018-05-24	Lower house	ps2017	-	ps2017/013	ps2017/013/03	ps2017/013/000	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-05-24-ps2017-013-03-000-000	ParlaMint-CZ_2018-05-24-ps2017-013-03-000-000.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-24	2018-05-24	Lower house	ps2017	-	ps2017/013	ps2017/013/03	ps2017/013/000	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MarekBenda.1968	Benda, Marek	M	1968	
ParlaMint-CZ-en_2018-05-24-ps2017-013-03-000-000	ParlaMint-CZ_2018-05-24-ps2017-013-03-000-000.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-24	2018-05-24	Lower house	ps2017	-	ps2017/013	ps2017/013/03	ps2017/013/000	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-05-24-ps2017-013-03-000-000	ParlaMint-CZ_2018-05-24-ps2017-013-03-000-000.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-24	2018-05-24	Lower house	ps2017	-	ps2017/013	ps2017/013/03	ps2017/013/000	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	MarekBenda.1968	Benda, Marek	M	1968	
ParlaMint-CZ-en_2018-05-24-ps2017-013-03-000-000	ParlaMint-CZ_2018-05-24-ps2017-013-03-000-000.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-24	2018-05-24	Lower house	ps2017	-	ps2017/013	ps2017/013/03	ps2017/013/000	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-05-24-ps2017-013-03-000-000	ParlaMint-CZ_2018-05-24-ps2017-013-03-000-000.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-24	2018-05-24	Lower house	ps2017	-	ps2017/013	ps2017/013/03	ps2017/013/000	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MartinKolovratnik.1975	Kolovratník, Martin	M	1975	
ParlaMint-CZ-en_2018-05-24-ps2017-013-03-000-000	ParlaMint-CZ_2018-05-24-ps2017-013-03-000-000.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-05-24	2018-05-24	Lower house	ps2017	-	ps2017/013	ps2017/013/03	ps2017/013/000	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
