Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AdamVojtech.1986	Vojtěch, Adam	M	1986	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	MiloslavJanulik.1962	Janulík, Miloslav	M	1962	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	DavidKasal.1969	Kasal, David	M	1969	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	KarlaMarikova.1981	Maříková, Karla	F	1981	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u12	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u13	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u14	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	DavidKasal.1969	Kasal, David	M	1969	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u15	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u16	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JanaPastuchova.1965	Pastuchová, Jana	F	1965	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u17	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u18	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Regular	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AdamVojtech.1986	Vojtěch, Adam	M	1986	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-005-006	ParlaMint-CZ_2018-12-04-ps2017-024-01-005-006.u19	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/006	Reference	English	Chairperson	MP	notMinister	KSČM	Political group Communist Party of Bohemia and Moravia	-	Left to far-left	VojtechFilip.1955	Filip, Vojtěch	M	1955	
