Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-008-009	ParlaMint-CZ_2018-12-04-ps2017-024-01-008-009.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/009	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-008-009	ParlaMint-CZ_2018-12-04-ps2017-024-01-008-009.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/009	Reference	English	Guest	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RichardBrabec.1966	Brabec, Richard	M	1966	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-008-009	ParlaMint-CZ_2018-12-04-ps2017-024-01-008-009.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/009	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-008-009	ParlaMint-CZ_2018-12-04-ps2017-024-01-008-009.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/009	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	EvaFialova.1982	Fialová, Eva	F	1982	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-008-009	ParlaMint-CZ_2018-12-04-ps2017-024-01-008-009.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/009	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-008-009	ParlaMint-CZ_2018-12-04-ps2017-024-01-008-009.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/009	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	VeraAdamkova.1954	Adámková, Věra	F	1954	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-008-009	ParlaMint-CZ_2018-12-04-ps2017-024-01-008-009.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/009	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-008-009	ParlaMint-CZ_2018-12-04-ps2017-024-01-008-009.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/009	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JanSchiller.1972	Schiller, Jan	M	1972	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-008-009	ParlaMint-CZ_2018-12-04-ps2017-024-01-008-009.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/009	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-008-009	ParlaMint-CZ_2018-12-04-ps2017-024-01-008-009.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/009	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	JanSchiller.1972	Schiller, Jan	M	1972	
ParlaMint-CZ-en_2018-12-04-ps2017-024-01-008-009	ParlaMint-CZ_2018-12-04-ps2017-024-01-008-009.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-12-04	2018-12-04	Lower house	ps2017	-	ps2017/024	ps2017/024/01	ps2017/024/009	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
