Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-06-27-ps2017-016-02-008-019	ParlaMint-CZ_2018-06-27-ps2017-016-02-008-019.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-27	2018-06-27	Lower house	ps2017	-	ps2017/016	ps2017/016/02	ps2017/016/019	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-06-27-ps2017-016-02-008-019	ParlaMint-CZ_2018-06-27-ps2017-016-02-008-019.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-27	2018-06-27	Lower house	ps2017	-	ps2017/016	ps2017/016/02	ps2017/016/019	Reference	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Opposition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2018-06-27-ps2017-016-02-008-019	ParlaMint-CZ_2018-06-27-ps2017-016-02-008-019.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-27	2018-06-27	Lower house	ps2017	-	ps2017/016	ps2017/016/02	ps2017/016/019	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-06-27-ps2017-016-02-008-019	ParlaMint-CZ_2018-06-27-ps2017-016-02-008-019.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-27	2018-06-27	Lower house	ps2017	-	ps2017/016	ps2017/016/02	ps2017/016/019	Reference	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	JanHrncir.1977	Hrnčíř, Jan	M	1977	
ParlaMint-CZ-en_2018-06-27-ps2017-016-02-008-019	ParlaMint-CZ_2018-06-27-ps2017-016-02-008-019.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-27	2018-06-27	Lower house	ps2017	-	ps2017/016	ps2017/016/02	ps2017/016/019	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-06-27-ps2017-016-02-008-019	ParlaMint-CZ_2018-06-27-ps2017-016-02-008-019.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-27	2018-06-27	Lower house	ps2017	-	ps2017/016	ps2017/016/02	ps2017/016/019	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	RomanKubicek.1963	Kubíček, Roman	M	1963	
ParlaMint-CZ-en_2018-06-27-ps2017-016-02-008-019	ParlaMint-CZ_2018-06-27-ps2017-016-02-008-019.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-27	2018-06-27	Lower house	ps2017	-	ps2017/016	ps2017/016/02	ps2017/016/019	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-06-27-ps2017-016-02-008-019	ParlaMint-CZ_2018-06-27-ps2017-016-02-008-019.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-27	2018-06-27	Lower house	ps2017	-	ps2017/016	ps2017/016/02	ps2017/016/019	Reference	English	Regular	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2018-06-27-ps2017-016-02-008-019	ParlaMint-CZ_2018-06-27-ps2017-016-02-008-019.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-27	2018-06-27	Lower house	ps2017	-	ps2017/016	ps2017/016/02	ps2017/016/019	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
ParlaMint-CZ-en_2018-06-27-ps2017-016-02-008-019	ParlaMint-CZ_2018-06-27-ps2017-016-02-008-019.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-27	2018-06-27	Lower house	ps2017	-	ps2017/016	ps2017/016/02	ps2017/016/019	Reference	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Opposition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2018-06-27-ps2017-016-02-008-019	ParlaMint-CZ_2018-06-27-ps2017-016-02-008-019.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-06-27	2018-06-27	Lower house	ps2017	-	ps2017/016	ps2017/016/02	ps2017/016/019	Reference	English	Chairperson	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	PetrFiala.1964	Fiala, Petr	M	1964	
