Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-07-10-ps2017-016-05-000-000	ParlaMint-CZ_2018-07-10-ps2017-016-05-000-000.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-07-10	2018-07-10	Lower house	ps2017	-	ps2017/016	ps2017/016/05	ps2017/016/000	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-07-10-ps2017-016-05-000-000	ParlaMint-CZ_2018-07-10-ps2017-016-05-000-000.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-07-10	2018-07-10	Lower house	ps2017	-	ps2017/016	ps2017/016/05	ps2017/016/000	Reference	English	Regular	MP	notMinister	ČSSD	Political group Czech Social Democratic Party	Coalition	Centre-left	KaterinaValachova.1976	Valachová, Kateřina	F	1976	
ParlaMint-CZ-en_2018-07-10-ps2017-016-05-000-000	ParlaMint-CZ_2018-07-10-ps2017-016-05-000-000.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-07-10	2018-07-10	Lower house	ps2017	-	ps2017/016	ps2017/016/05	ps2017/016/000	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-07-10-ps2017-016-05-000-000	ParlaMint-CZ_2018-07-10-ps2017-016-05-000-000.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-07-10	2018-07-10	Lower house	ps2017	-	ps2017/016	ps2017/016/05	ps2017/016/000	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2018-07-10-ps2017-016-05-000-000	ParlaMint-CZ_2018-07-10-ps2017-016-05-000-000.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-07-10	2018-07-10	Lower house	ps2017	-	ps2017/016	ps2017/016/05	ps2017/016/000	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-07-10-ps2017-016-05-000-000	ParlaMint-CZ_2018-07-10-ps2017-016-05-000-000.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-07-10	2018-07-10	Lower house	ps2017	-	ps2017/016	ps2017/016/05	ps2017/016/000	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	JakubMichalek.1989	Michálek, Jakub	M	1989	
ParlaMint-CZ-en_2018-07-10-ps2017-016-05-000-000	ParlaMint-CZ_2018-07-10-ps2017-016-05-000-000.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-07-10	2018-07-10	Lower house	ps2017	-	ps2017/016	ps2017/016/05	ps2017/016/000	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-07-10-ps2017-016-05-000-000	ParlaMint-CZ_2018-07-10-ps2017-016-05-000-000.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-07-10	2018-07-10	Lower house	ps2017	-	ps2017/016	ps2017/016/05	ps2017/016/000	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	MarekVyborny.1976	Výborný, Marek	M	1976	
ParlaMint-CZ-en_2018-07-10-ps2017-016-05-000-000	ParlaMint-CZ_2018-07-10-ps2017-016-05-000-000.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-07-10	2018-07-10	Lower house	ps2017	-	ps2017/016	ps2017/016/05	ps2017/016/000	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-07-10-ps2017-016-05-000-000	ParlaMint-CZ_2018-07-10-ps2017-016-05-000-000.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-07-10	2018-07-10	Lower house	ps2017	-	ps2017/016	ps2017/016/05	ps2017/016/000	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2018-07-10-ps2017-016-05-000-000	ParlaMint-CZ_2018-07-10-ps2017-016-05-000-000.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-07-10	2018-07-10	Lower house	ps2017	-	ps2017/016	ps2017/016/05	ps2017/016/000	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-07-10-ps2017-016-05-000-000	ParlaMint-CZ_2018-07-10-ps2017-016-05-000-000.u12	Parliament of the Czech Republic, Chamber of Deputies, 2018-07-10	2018-07-10	Lower house	ps2017	-	ps2017/016	ps2017/016/05	ps2017/016/000	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Opposition	Centre to centre-right	JanBartosek.1971	Bartošek, Jan	M	1971	
ParlaMint-CZ-en_2018-07-10-ps2017-016-05-000-000	ParlaMint-CZ_2018-07-10-ps2017-016-05-000-000.u13	Parliament of the Czech Republic, Chamber of Deputies, 2018-07-10	2018-07-10	Lower house	ps2017	-	ps2017/016	ps2017/016/05	ps2017/016/000	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-07-10-ps2017-016-05-000-000	ParlaMint-CZ_2018-07-10-ps2017-016-05-000-000.u14	Parliament of the Czech Republic, Chamber of Deputies, 2018-07-10	2018-07-10	Lower house	ps2017	-	ps2017/016	ps2017/016/05	ps2017/016/000	Reference	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	VojtechPikal.1987	Pikal, Vojtěch	M	1987	
ParlaMint-CZ-en_2018-07-10-ps2017-016-05-000-000	ParlaMint-CZ_2018-07-10-ps2017-016-05-000-000.u15	Parliament of the Czech Republic, Chamber of Deputies, 2018-07-10	2018-07-10	Lower house	ps2017	-	ps2017/016	ps2017/016/05	ps2017/016/000	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
