Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-003-016	ParlaMint-CZ_2018-03-07-ps2017-007-06-003-016.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/016	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-003-016	ParlaMint-CZ_2018-03-07-ps2017-007-06-003-016.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/016	Reference	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Opposition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-003-016	ParlaMint-CZ_2018-03-07-ps2017-007-06-003-016.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/016	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-003-016	ParlaMint-CZ_2018-03-07-ps2017-007-06-003-016.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/016	Reference	English	Regular	MP	notMinister	STAN	Political group Mayors and Independents	Opposition	Centre to centre-right	VeraKovarova.1964	Kovářová, Věra	F	1964	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-003-016	ParlaMint-CZ_2018-03-07-ps2017-007-06-003-016.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/016	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-003-016	ParlaMint-CZ_2018-03-07-ps2017-007-06-003-016.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/016	Reference	English	Regular	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	JanaLevova.1977	Levová, Jana	F	1977	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-003-016	ParlaMint-CZ_2018-03-07-ps2017-007-06-003-016.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/016	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-003-016	ParlaMint-CZ_2018-03-07-ps2017-007-06-003-016.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/016	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	PetrSadovsky.1969	Sadovský, Petr	M	1969	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-003-016	ParlaMint-CZ_2018-03-07-ps2017-007-06-003-016.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/016	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-003-016	ParlaMint-CZ_2018-03-07-ps2017-007-06-003-016.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/016	Reference	English	Regular	MP	notMinister	Piráti	Political group Czech Pirate Party	Opposition	Centre to centre-left	MikulasFerjencik.1987	Ferjenčík, Mikuláš	M	1987	
ParlaMint-CZ-en_2018-03-07-ps2017-007-06-003-016	ParlaMint-CZ_2018-03-07-ps2017-007-06-003-016.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-07	2018-03-07	Lower house	ps2017	-	ps2017/007	ps2017/007/06	ps2017/007/016	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
