Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-001-062	ParlaMint-CZ_2018-03-01-ps2017-007-03-001-062.u1	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/062	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-001-062	ParlaMint-CZ_2018-03-01-ps2017-007-03-001-062.u2	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/062	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	VojtechMunzar.1976	Munzar, Vojtěch	M	1976	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-001-062	ParlaMint-CZ_2018-03-01-ps2017-007-03-001-062.u3	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/062	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-001-062	ParlaMint-CZ_2018-03-01-ps2017-007-03-001-062.u4	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/062	Reference	English	Regular	notMP	Minister	-	-	-	-	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-001-062	ParlaMint-CZ_2018-03-01-ps2017-007-03-001-062.u5	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/062	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-001-062	ParlaMint-CZ_2018-03-01-ps2017-007-03-001-062.u6	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/062	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	VojtechMunzar.1976	Munzar, Vojtěch	M	1976	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-001-062	ParlaMint-CZ_2018-03-01-ps2017-007-03-001-062.u7	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/062	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-001-062	ParlaMint-CZ_2018-03-01-ps2017-007-03-001-062.u8	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/062	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	VojtechMunzar.1976	Munzar, Vojtěch	M	1976	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-001-062	ParlaMint-CZ_2018-03-01-ps2017-007-03-001-062.u9	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/062	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-001-062	ParlaMint-CZ_2018-03-01-ps2017-007-03-001-062.u10	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/062	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2018-03-01-ps2017-007-03-001-062	ParlaMint-CZ_2018-03-01-ps2017-007-03-001-062.u11	Parliament of the Czech Republic, Chamber of Deputies, 2018-03-01	2018-03-01	Lower house	ps2017	-	ps2017/007	ps2017/007/03	ps2017/007/062	Reference	English	Chairperson	MP	notMinister	SPD	Political group Freedom and Direct Democracy	Opposition	Right to far-right	TomioOkamura.1972	Okamura, Tomio	M	1972	
