ParlaMint-FR_2017-10-25-O1026.u1	The next item is the question to the Government.
ParlaMint-FR_2017-10-25-O1026.u2	Mr Sebastien Jumel, for the Group of the Democratic and Republican Left, has the floor.
ParlaMint-FR_2017-10-25-O1026.u3	Prime Minister, for several months, the city's actors have been questioning the President of the Republic about the serious consequences of your austerity measures for working-class neighbourhoods. All the levers of city politics – housing, social integration and support, associative life – are amputated. No less than €46 million in loans for city policy have been cancelled, the number of jobs assisted has been reduced by 150000 in these neighbourhoods, a reduction in personalized housing subsidies has been imposed on social donors, some of whom are threatening to withdraw from urban renewal operations. You, have chosen to close the valves brutally, taking the risk of ruining what is best done in the neighborhoods most affected by the crisis,...
ParlaMint-FR_2017-10-25-O1026.u4	That's not true!
ParlaMint-FR_2017-10-25-O1026.u5	... without this being announced during the election campaign, without any prior consultation, without any actor having been able to anticipate what is like a real sabre strike.
ParlaMint-FR_2017-10-25-O1026.u6	That's not true!
ParlaMint-FR_2017-10-25-O1026.u7	The consensus on the level of national solidarity for working-class neighbourhoods is broken. This break-up has no precedent. A few days ago, gathered in Grigny with all the actors of the city's politics, 150 mayors of the entire political arc, in the presence of Jean-Louis Borloo, made a solemn declaration calling on the President of the Republic to a halt. They call on you to take full account of the serious and socially risky situation in which the most popular neighbourhoods in our country are located. We solemnly tell you that you cannot remain silent and blind in the face of such a call, revealing the fractures of our country. You have received numerous alerts, all documented, about situations in France. There are Grignys everywhere: in Seine-Saint-Denis, in the North, in Normandy. They all deserve to be heard. There are concerns everywhere about the support of the CAF and the state. Everywhere, municipalities wonder. [[Applause on the benches of the GDR, NG and FI groups]] The weight of responsibility is overwhelming, Prime Minister, but the weight of life in these neglected areas of the Republic is even more so.
ParlaMint-FR_2017-10-25-O1026.u8	The Minister for Territorial Cohesion has the floor.
ParlaMint-FR_2017-10-25-O1026.u9	Mr President, I have heard your question, and I have already had the opportunity in committee to answer it, at least in part. The Government is fully aware of the difficulties that are ravaging these neighbourhoods, but this situation is not the result of the measures that have been taken since June.
ParlaMint-FR_2017-10-25-O1026.u10	That's right!
ParlaMint-FR_2017-10-25-O1026.u11	It is the result of policies that have been carried out for decades...
ParlaMint-FR_2017-10-25-O1026.u12	Don't exaggerate!
ParlaMint-FR_2017-10-25-O1026.u13	[[Applause on the benches of the REM group]] ... and which unfortunately resulted in a gradual withdrawal of the Republic from these neighborhoods.
ParlaMint-FR_2017-10-25-O1026.u14	You were already here!
ParlaMint-FR_2017-10-25-O1026.u15	We have a common duty to respond to this emergency. We are aware of that. The Government, at the level of my Ministry, has carried out numerous consultations. I am in regular contact with Jean-Louis Borloo because his experience is useful to us.
ParlaMint-FR_2017-10-25-O1026.u16	He was a minister fifteen years ago!
ParlaMint-FR_2017-10-25-O1026.u17	You'd better learn from it!
ParlaMint-FR_2017-10-25-O1026.u18	Give him your place!
ParlaMint-FR_2017-10-25-O1026.u19	We have heard Grigny's call: it comes from elected representatives of various sensitivities. They demonstrated by engulfing La Marseillaise to proclaim the attachment, which is theirs as ours and yours, to the values of the Republic. But do not caricature the action of the Government.
ParlaMint-FR_2017-10-25-O1026.u20	Answer the question!
ParlaMint-FR_2017-10-25-O1026.u21	The answer!
ParlaMint-FR_2017-10-25-O1026.u22	We will convene an inter-ministerial committee of the city, under the authority of the Prime Minister, in December. Until then, we are working to strengthen our presence in these neighbourhoods. As you know, there are 1500 neighbourhoods in the city's politics, but not all of them are in this situation.
ParlaMint-FR_2017-10-25-O1026.u23	How many were removed?
ParlaMint-FR_2017-10-25-O1026.u24	We are working on this plan, I assure you, but do not caricature our action.
ParlaMint-FR_2017-10-25-O1026.u25	That's not what I'm doing.
ParlaMint-FR_2017-10-25-O1026.u26	I know, I know the attention you're paying on this. [[Applause on the benches of the REM and MODEM groups]] For the first time, for five years, we have sanitized the appropriations. We have confirmed one billion for the ANRU – National Agency for Urban Renewal. That is not enough, but we are listening to you, do not doubt it.
ParlaMint-FR_2017-10-25-O1026.u27	Don't forget the countryside!
ParlaMint-FR_2017-10-25-O1026.u28	The next speaker is Mr Philippe Chalumeau, for the La République group on the move.
