ParlaMint-FR_2017-11-15-O1055.u1	The next item is the question to the Government.
ParlaMint-FR_2017-11-15-O1055.u2	Mr Alain David, for the New Left Group, has the floor.
ParlaMint-FR_2017-11-15-O1055.u3	Mr Minister of Economy and Finance, in the face of the threat of Argentine biodiesel, the Avril Group is presenting a proposal to use the partial activity at the biodiesel production sites of its subsidiary Saipol. The fall in production would concern, from February 2018 onwards, the sites of Grand-Couronne, Bassens, Le Mériot, Montoir-de-Bretagne and Sète, which is 20,000 jobs. While Saipol and the French biofuel market have suffered a persistent deterioration since 2015, the application by the European Commission, since 28 September, of a reduction in anti-dumping duties on Argentine biodiesel has considerably worsened the situation. In this context, the immediate adaptation of Saipol's production is indispensable in order to preserve the competitiveness and future of the biodiesel trituration and sales activities of the French agricultural sector, as well as the jobs associated with it. The Commission's decision, together with Argentina's differential taxes on its biodiesel exports, amounts to a subsidy of 27%. Argentine biodiesel is now sold on the European market at a much lower price than the soy vegetable oil used to produce it and at a price equivalent to or slightly lower than the price of rapeseed crude oil used to produce biodiesel in France. In the absence of effective EU countermeasures, about 2 million tonnes of soybean biodiesel would be imported into Europe each year, to the detriment of European rape biodiesel – and now, as the first Argentine cargo ships arrive in European ports. [[Applause on several benches of the NG and GDR groups]] Minister, what measures do you intend to take to deal with this unfair competition and thus save the 20,000 dedicated jobs?
ParlaMint-FR_2017-11-15-O1055.u4	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2017-11-15-O1055.u5	Mr President, you are right: the commercial context of the biofuel market has changed and the customs barriers against Argentine biodiesel have just been lifted, following the decision of the WTO, the World Trade Organisation, in September. This fuel mix, you said, hydrocarbons and vegetable oils. Please be aware that the Government is concerned about the sustainability and competitiveness of the biofuels sector in France. To date, these are the most mature alternative to fossil fuels in the transport sector. In France, chains have been set up, based on national agricultural resources: cereals and beet for ethanol; the rapeseed for biodiesel. The conventional biofuels sector also contributes to European protein autonomy through the production of co-products such as rapeseed meal, which also reduces soybean imports. I know that this sector represents 25,000 jobs, of which 16,000 are direct, on 26 industrial sites. The Government is mobilized on these issues, Mr David, both in the context of national discussions and in the context of European discussions. At the national level, during the discussions on the bill ending the research and exploitation of conventional and non-conventional hydrocarbons with various provisions on energy and the environment, an amendment tightening the sustainability criteria for biodiesel could be adopted.
ParlaMint-FR_2017-11-15-O1055.u6	That's not gonna help!
ParlaMint-FR_2017-11-15-O1055.u7	At European level, within the framework of the draft renewable energy directive, known as "RED II", the French Government advocates the maintenance of a 7% ceiling for the incorporation of first-generation biofuels and aims at an ambitious target of 15% for the use of renewable energy in transport, in order to develop second-generation fuels. [[Applause on several benches in the REM group and on a few benches in the MODEM group]] As you can see, MP, we are mobilized. I know the industry is, too. It can count on the commitment of the Ministry of Agriculture and all members of the Government.
ParlaMint-FR_2017-11-15-O1055.u8	Mrs Célia de Lavergne has the floor for the La République Group on the move.
ParlaMint-FR_2017-11-15-O1055.u9	Prime Minister, Monday, EDF announced a downward revision of its 2018 financial targets, which immediately led to a 12% fall in the stock market price. The company had already announced, last October, lower-than-expected financial results for 2017. Such announcements raise the question of EDF's financial strength and its ability to finance the significant investments planned in the coming years. More broadly, these announcements raise questions about EDF's strategy and means for changing the energy sector that we are experiencing. Mr Prime Minister, Tuesday, 7 November, TEN – the electricity transmission network – presented five possible scenarios for the energy transition, in accordance with the provisions of the Energy Code and in preparation for the future multiannual energy programming scheduled for mid-2018. All scenarios are based on an acceleration of the use of renewable energies, a release of their potential, with at least a doubling or even a tripling of production. Indeed, while managing the production of nuclear energy is a pillar of EDF, it is essential that the company invests in renewable energy, both financially and in terms of the dedicated human resources, management and organisation of these subjects within the EDF group, of which the State owns more than 83% of the capital. [[Applause on the benches of the REM group and on some benches of the MODEM group]] So, Prime Minister, while last week the Government announced its willingness to speed up the development of renewable energy, will EDF really have the ambition to achieve this energy transition? Will she be able to do so? How do you intend to make the company fully realize the shift in renewable energy, which is necessary for the balance of our energy mix?
ParlaMint-FR_2017-11-15-O1055.u10	The Prime Minister has the floor.
ParlaMint-FR_2017-11-15-O1055.u11	For more than 70 years, EDF has occupied, in the French landscape, in the French economy – I was going to say in the French imagination – a separate place, an essential place. EDF, it was the company that carried – in part, but in a very significant way – the national reconstruction after the Second World War. It is a company that has allowed electricity generation under recognized security conditions and which guarantees French and French citizens, as well as companies that are installed in France, safe access to electricity, and at an affordable price. It is a company of which we all know here how much it is committed to its mission and its production tool. When times are difficult, when we have to respond to climate and material crises, we all know how much the agents who make EDF live are up to the mission we entrust to them. I had the opportunity to say before the national representation that a little more than a week ago I was in Saint-Martin, following the climate events that everyone has in mind. The power grid was restored even faster than had been indicated, because all the agents of the company mobilized. Some of them went there as quickly as possible, from the metropolis, to ensure that electricity returned. [[Applause on several benches of the REM, MODEM and GDR groups]] EDF, that's all, everyone knows. I would like to stress this and to take a hat on those who make the company live. I would also like to tell you that this company is on the move. A large company, in the competitive world in which we live, must adapt to the technologies and challenges we know. In this regard, EDF will be at the rendezvous of the energy transition and will provide itself with the means to do so. Since 2016, with the support of the State, the company has adopted an ambitious strategic plan to consolidate its financial position and invest significantly in renewable energy and the network. This plan has already been widely implemented and is continuing. It provided for greater cost control: EDF confirmed yesterday that it was stepping up its efforts in this area. It provided for an important disposal plan: EDF finalized the sale of its gas and coal plants in Poland. It provided for an increase in capital: it was carried out with the support of the State last March. This strategic plan aims to strengthen EDF's position as one of the leaders of renewable energies – in France, of course, but also in the world. I would point out that, at present, EDF is Europe's leading electrician in terms of renewable electricity generation capacity. By 2020, the company will invest €2 billion per year in the development of new renewable energy projects. EDF must maintain this ability to be in motion. We will accompany him in this direction. [[Murmures on the benches of the LR group]] The company must be part of the French energy policy, as defined by Parliament. In the context of the future multiannual energy programme, we will collectively, in the coming months, chart a credible path towards achieving the target set and recalled by the President of the Republic of an energy mix based on a 50% share of nuclear energy.
ParlaMint-FR_2017-11-15-O1055.u12	We don't understand anything!
ParlaMint-FR_2017-11-15-O1055.u13	A credible trajectory, honourable Member, is a trajectory that does not increase greenhouse gas emissions – recent scientific interventions have reminded us, if necessary, that the priority must be to combat these emissions.
ParlaMint-FR_2017-11-15-O1055.u14	It's not clear!
ParlaMint-FR_2017-11-15-O1055.u15	Try to fascinate your audience a little more!
ParlaMint-FR_2017-11-15-O1055.u16	Please, ladies and gentlemen!
ParlaMint-FR_2017-11-15-O1055.u17	Mr. President Jacob, perhaps EDF is not of interest to you? I try to answer as much as possible to a question asked by a Member of Parliament,...
ParlaMint-FR_2017-11-15-O1055.u18	Obviously, your answer is not of interest to the world!
ParlaMint-FR_2017-11-15-O1055.u19	[[Applause on the benches of the REM and MODEM groups. – Exclaims on the benches of the LR group]] ...which shouldn't bother you. [[Same movements]] It seemed to me that EDF was a subject of national interest enough to be able to talk about it.
ParlaMint-FR_2017-11-15-O1055.u20	Stop that tongue of wood!
ParlaMint-FR_2017-11-15-O1055.u21	A herbal tea for Republicans!
ParlaMint-FR_2017-11-15-O1055.u22	Keep defending EDF and other public companies, Prime Minister!
ParlaMint-FR_2017-11-15-O1055.u23	Ladies and gentlemen, only the Prime Minister has the floor!
ParlaMint-FR_2017-11-15-O1055.u24	Unfortunately!
ParlaMint-FR_2017-11-15-O1055.u25	[[Vif applause on the benches of the REM and MODEM groups. – New exclamations on the banks of the LR group]] When I think of those who watch us on television!
ParlaMint-FR_2017-11-15-O1055.u26	All right!
ParlaMint-FR_2017-11-15-O1055.u27	They've been changing channels for a while now!
ParlaMint-FR_2017-11-15-O1055.u28	Please, ladies and gentlemen!
ParlaMint-FR_2017-11-15-O1055.u29	A credible trajectory, ladies and gentlemen, is a trajectory that does not increase our greenhouse gas emissions; It is a trajectory that allows us to significantly strengthen renewable energies;...
ParlaMint-FR_2017-11-15-O1055.u30	Nuclear!
