ParlaMint-FR_2017-11-28-O1073.u1	The next item is the question to the Government.
ParlaMint-FR_2017-11-28-O1073.u2	Mr Jérôme Nury, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2017-11-28-O1073.u3	Prime Minister, yesterday, the European Union finally voted for a renewal of the authorisation of glyphosate for five years, against the opinion of France. [[Exclaims on the REM benches]] This vote is a camouflet for the President of the Republic, who pleaded for a three-year renewal. This announcement also highlights the weakness of France's voice in Europe: our country is unable to take a decision it considered to be the capital.
ParlaMint-FR_2017-11-28-O1073.u4	He's right!
ParlaMint-FR_2017-11-28-O1073.u5	Secondly, this vote gives the image of a Europe that is terrifying, unable to agree on an essential subject. Let's get to the bottom. Against the decision of the European Union, the President of the Republic announced, via Twitter, that France would ban glyphosate in three years' time. Everyone is well aware of the legitimate expectations of our fellow citizens that hazardous chemicals should be banned from agricultural production. But will this situation be sustainable for our farmers, who already have to fight with unequal weapons, in terms of burdens and standards, with their European competitors? For two years, they will be prohibited from using glyphosate when our neighbours can do so. This distortion of competition, in a context, you know, which is already difficult for our farmers – the latter are in a real crisis – is it not going to weaken the entire profession and make our agriculture lose competitiveness?
ParlaMint-FR_2017-11-28-O1073.u6	That's right!
ParlaMint-FR_2017-11-28-O1073.u7	[[Applause on the benches of the LR group and on some benches of the LC group]] Prime Minister, what is the official position of the Government? Will France insist on granting only a three-year period, which will penalise French farmers against their European competitors? Above all, how can we intensify research, so as to find methods of substitution for the use of glyphosate, and to accompany the agricultural profession, which needs it?
ParlaMint-FR_2017-11-28-O1073.u8	The next speaker is the Minister for Agriculture and Food.
ParlaMint-FR_2017-11-28-O1073.u9	Yesterday, 18 Member States of the European Union voted in favour of the five-year renewal of the authorisation of glyphosate. As you know, France voted against and, in the evening, the President of the Republic wanted to clarify the course: to get out of the glyphosate as soon as alternative solutions were found, and at the latest in three years. It would be overtransposition if we remained inactive for three years, waiting for the cutoff of the deadline: this is obviously not what the President of the Republic wants. What is expected today of the Government is that it mobilizes all the actors to move forward together towards the exit of the glyphosate: researchers, to find alternative solutions – the National Institute for Agricultural Research, INRA, is already working on it –; the State services, to reflect on restrictions of collective use quickly operational; producers, without whom nothing will be possible and whose constraints must be fully taken into account in the construction of solutions;...
ParlaMint-FR_2017-11-28-O1073.u10	That's not the case!
ParlaMint-FR_2017-11-28-O1073.u11	... health experts, finally, because it is essential to overcome the differences between the World Health Organisation and European agencies regarding the real danger of glyphosate. It is in the light of all this and of the journey that has been made in three years that we will know whether there is overtransposition or not in France. Let's take two hypotheses. If all experts converge to recognize extreme danger to glyphosate, the European Union is likely to be sensitive to public health issues. If users have been able to drastically reduce their consumption but are struggling with a given use, the overall situation in France will deserve to be reassessed. [[Applause on several benches in the REM group and on a few benches in the MODEM group]] It's too early to know where we'll be in three years' time. For the time being, we must make every effort to mobilise research, mobilise technical institutes and support farmers in changing their agronomic practices.
ParlaMint-FR_2017-11-28-O1073.u12	The next speaker is Mr Mohamed Laqhila, for the Group of the Democratic and Related Movement.
ParlaMint-FR_2017-11-28-O1073.u13	Mr President, my question is for the Minister for Action and Public Accounts. Yesterday, the Government unveiled the draft law for a State at the service of a trust society. Forty articles to introduce the right to error and to simplify administrative procedures. Forty items to move from a control and sanction administration to a caring and accompaniment administration. Forty articles will make it possible to generalize the rescript system, simplify returns, limit the weight of controls and, more generally, trust taxpayers and businesses. They are indeed numerous, the entrepreneurs, to be tired of paperwork, fines, reminders, checks tatillons. Together with my colleagues in the majority, we have been hearing from them for several months on this subject and we have heard not only their ras-le-bol, but also their hundreds of simplification proposals. So, forty articles is a good start and the measures you are proposing are in the right direction, but do you think, minister, that this will be enough to restore confidence between the state and the French? Do you really think that a text can change the culture of our public administration? On what criteria will public officials judge the good faith of taxpayers? [[Applause on the benches of the MODEM and REM groups]] The major problem which continues to complicate the lives of our compatriots and which we must solve is the number of standards. If we have made efforts to limit the number of new standards, what about the existing stock? Is it not the role of this Parliament to "delegate" and to remove the volume of the norms that handicap our country?
ParlaMint-FR_2017-11-28-O1073.u14	The next speaker is the Minister for Action and Public Accounts.
ParlaMint-FR_2017-11-28-O1073.u15	Mr President, first of all let me thank you and the 15 Members – including Mr Guerini, Mrs Errante, President Fesneau and many others – who have worked hard on this issue. It was an important moment of parliamentary co-construction before the text that I had the honour to present to the Council of Ministers, under the authority of the Prime Minister, was made public and came before your assembly, probably at the end of January. You have pointed out a paradox, Mr. MP: the French love their public services, they are very attached to them – often, on their behalf, you defend them – but at the same time, they have some doubts about their administration and they experience some disaffection because it is too taunted, too inspective, too controlling. With this text on the "right to error", the President of the Republic and the Government as a whole want to change their paradigm and favour a form of benevolence for all taxpayers, all associations, all local authorities and all companies. The administration – it does it on the ground, every day, through its agents – must accompany more than control, more advise than inspect. This is the whole administrative revolution that we are proposing to you today! As you said, honourable Member, this bill, which has forty clauses, contains many measures. I would like to say to your House that, of course, the parliamentary debate is open to all of your amendments.
ParlaMint-FR_2017-11-28-O1073.u16	Luckily!
ParlaMint-FR_2017-11-28-O1073.u17	[[Applause on the benches of the REM and MODEM groups]] But be careful, simplification is not always simple! Others have tried to complicate complexity – if you know what I mean! – but we must now be very clear with all our fellow citizens by continuing the debate initiated by the Prime Minister, in particular – as you said – through the circular on the control of the flow of regulations and their impact, which was taken this summer. I am very pleased to say that, as a result of this Prime Minister's circular, no new standard has been created by order-in-council, which is to be put to the credit of our government.
ParlaMint-FR_2017-11-28-O1073.u18	Mr Christian Hutin, for the New Left Group, has the floor.
ParlaMint-FR_2017-11-28-O1073.u19	In a few minutes, the majority of this assembly will vote the law ratifying the ordinances reforming the Labour Code, which of course have been in force for a few weeks. We are already benefiting from a number of returns. I would therefore like to share with you two or three specific cases that have been presented to me by people I have met or who have written to me. Léa, six years of seniority in a company with eight employees, went to see her lawyer, who told her very clearly that her dismissal was unfair but that, given the compensation she could expect to receive, she could not be brought to justice because it would cost her far too much.
ParlaMint-FR_2017-11-28-O1073.u20	This has nothing to do with prescriptions!
ParlaMint-FR_2017-11-28-O1073.u21	It's still a big problem! There are no more litigants, and you create impunity! Maxime works at Tupperware, a company that earns money, but thanks to your orders, the last French factory of this group will be able to close,...
ParlaMint-FR_2017-11-28-O1073.u22	Yes!
