ParlaMint-FR_2017-11-29-O1075.u1	The next item is the question to the Government.
ParlaMint-FR_2017-11-29-O1075.u2	The next speaker is Mr Charles de Courson, for the IDU Group, Action and Independents.
ParlaMint-FR_2017-11-29-O1075.u3	Mr Minister of Economy and Finance, will France in 2018 be the only and last state in the European Union in a situation of excessive deficit? This question is legitimate when reading the opinion of the European Commission, published on 22 November 2017, on the draft budget plan transmitted by the French Government to the Commission. Indeed, after finding that the draft budget plan for 2018 might not comply with the provisions of the Stability and Growth Pact, the Commission foresees a risk of a significant deviation from the adjustment required to achieve the medium-term objective for 2018. It therefore calls on the authorities in its opinion to take the necessary measures in the context of the national budgetary process to ensure that the 2018 budget is in line with the stability and growth programme and to use exceptional gains to accelerate the reduction of the public debt-to-GDP ratio. She also called on the authorities to make further progress. [[Applause on the benches of the UAI group and on some benches of the LR group]] If the majority of the IDU group members, Action and Independents refused to vote on the draft budget for 2018, it was because we considered the structural efforts that were being made, particularly in terms of savings, to be insufficient. This diagnosis is shared by the Commission. Also, Minister, my question is simple: in the face of the risks to the 2017 and 2018 budgets and the need to respect France's commitment to bring its public deficit below the 3% mark of gross domestic product, what are the additional savings measures that the Government intends to undertake to respond to the requests of the European Commission and to redress in the long term our country's public finances?
ParlaMint-FR_2017-11-29-O1075.u4	The next speaker is the Minister for Economic Affairs and Finance.
ParlaMint-FR_2017-11-29-O1075.u5	Mr President, I had the opportunity to say this during the in-depth debate we had on the 2018 finance bill: with the Prime Minister and the President of the Republic, we will do everything we need to get out of the excessive deficit procedure in which France has been in since 2009. We made courageous choices for 2017, even though we inherited 8 billion euros of unfunded expenditure and 10 billion euros following the cancellation of the 3% dividend tax.
ParlaMint-FR_2017-11-29-O1075.u6	It's the fault of the old world!
ParlaMint-FR_2017-11-29-O1075.u7	[[Applause on the benches of the REM group]] We have made the very brave choice of tossing these 18 billion euros, to be below 3% in 2017. We will be below the 3% government deficit in 2017, and we will also be below the 3% government deficit in 2018. I repeat, we will do everything that is necessary to get out of the excessive deficit procedure. This is essential, because a nation is strong when its public accounts are properly held. It is also essential for France to regain a credible voice in Europe. Indeed, the credibility of France's political speech, when it wants to amend the posted workers directive, when it wants to defend the taxation of digital giants, when it wants to introduce better control at Europe's borders, depends on our ability to meet our European commitments. We will take responsibility. France will exit the excessive deficit procedure in 2018.
ParlaMint-FR_2017-11-29-O1075.u8	The next speaker is Mrs Michèle Peyron, for the La République group on the move.
ParlaMint-FR_2017-11-29-O1075.u9	Mr President, ladies and gentlemen, ladies and gentlemen, my question, to which I associate Annie Vidal, Member of Parliament for Seine-Maritime, addresses the Minister for Solidarity and Health, Agnès Buzyn. Minister, our health care system is one of the best performing in the world, and our health care institutions are one of its main players. The quality of care and the care of patients are always optimal despite significant budgetary constraints. The national objective of health insurance expenditure, called ONDAM, is the objective of spending not to exceed on city care and hospitalisation in health facilities. Some of the hospital expenses are raised in order to contribute to the respect of ONDAM. The Social Security Audit Committee has indicated that our health facilities have maintained and even exceeded this target by EUR 80 million. The frozen credits under the prudential reserve represented 0.7% of hospital fees for 2017. It is therefore legitimate that these appropriations should be returned to them. For 2016, these frozen credits were only partially returned even though our health facilities had complied with the ONDAM.
ParlaMint-FR_2017-11-29-O1075.u10	Mr. Dussopt, come and sit closer to us!
ParlaMint-FR_2017-11-29-O1075.u11	Five years, maybe!
ParlaMint-FR_2017-11-29-O1075.u12	Indeed, this scheme only makes sense if the frozen sums are returned when the health institutions comply with their obligations; It values the efforts they have made. The federations of hospitals, such as the Fédération hospitalière de France, FHF, the Fédération des établissements hospitables et d'aide à la personne privé non profités, FEHAP, the Fédération de l'hospitalisation privé, FHP, and the Fédération des centres de lutte contre le cancer, UNICANCER, are calling for the full refund of the credits frozen under this prudential reserve for 2017. [[Applause on the benches of the REM group and on some benches of the MODEM group]] Minister, in order to ensure the full commitment of institutions to the national health strategy, will you accept their request?
ParlaMint-FR_2017-11-29-O1075.u13	The Minister for Solidarity and Health has the floor.
