ParlaMint-FR_2017-11-22-O1066.u1	The next item is the question to the Government.
ParlaMint-FR_2017-11-22-O1066.u2	Mrs Maud Petit, for the Group of the Democratic and Related Movement, has the floor.
ParlaMint-FR_2017-11-22-O1066.u3	My question is for Mrs. Keeper of the Seals. On 16 October, Secretary of State Marlène Schiappa announced the consideration of a bill to combat gender-based and sexual violence. The text should, inter alia, extend the statute of limitations on sexual crimes against minors and create a presumption of non-consent for children. We could take advantage of this tremendous momentum to finalise another part of the protection of children from violence: ordinary educational violence, known as VEO, commonly referred to as the right to correction. These methods of education using tape, spanking, slapping or other depreciative words, practiced by some parents and tolerated by society under the guise of a "Never hurt anyone", have, as we know, many negative effects on the development of the child. A slap, a spanking, so light can it seem, is never annoyed. By compromising his confidence in him, they have lasting consequences for the adult he will become. Fifty-two countries, including twenty-two from the European Union, have passed laws prohibiting corporal punishment of children in various forms. In France, however, it is still possible to resort to practices involving physical or mental violence, without any judicial consequences for the authors, since a right of judicial correction, dating back to 1819, without any legal basis, trivializes it. These acts are accepted because "suffering for the good of the child". [[Applause on the banks of the MODEM group and on a few benches of the REM group]] Our children are therefore not sufficiently protected by law in this area; Yet they are the most vulnerable. An education without blows, without hurting words, without blackmail is possible and does not mean the coming of the king child. It is our duty to protect our children. Legislation condemning VEOs would allow for an important awareness that another way of education is possible. It raises the question, beyond the law, of a vast change in mentalities.
ParlaMint-FR_2017-11-22-O1066.u4	The next speaker is Ms. Custody of Seals, Minister of Justice.
ParlaMint-FR_2017-11-22-O1066.u5	Madam Member of Parliament, the Government is particularly sensitive to the problem of child abuse, which was raised by the Defender of Rights in his report to the President of the Republic last Monday. Indeed, one can only object to degrading treatment of a child. Education cannot be based on a right of correction. Our right has long prohibited violence against children, which are all the more severely punished by parents or by a person with authority over the child. Such violence could be prosecuted and criminal sanctions even worsened when committed against minors under the age of 15. Furthermore, the existence of such violence may also be such as to characterize a situation of danger to the minor, within the meaning of article 375 of the Civil Code, and to enable the juvenile judge to be brought before the court. The latter may order educational assistance measures to accompany parents in their educational activities without resorting to violence. The Equality and Citizenship Act symbolically supplemented article 371-1 of the Civil Code on parental authority to prohibit cruel, degrading or humiliating treatment, including any use of physical violence. This civil rule, devoid of criminal scope, was intended to be read to couples at the time of their marriage. The Constitutional Council has censored it, but only for reasons of form. [[Applause on the benches of the REM and MODEM groups]] Such a provision would undoubtedly have the merit of empowering future parents, without being a rigidist censor of the sometimes inappropriate attitudes of everyday life. This subject could be the subject of full parliamentary reflection: together we could commit ourselves to this.
ParlaMint-FR_2017-11-22-O1066.u6	Mr Christian Jacob, for the Republican Group, has the floor.
ParlaMint-FR_2017-11-22-O1066.u7	[[Long protests on the benches of the REM group – Applause on the benches of the LR group]] [[Exclaims on the benches of the REM group – Applause on the benches of the LR group]] Prime Minister, your power has already given us a great deal of interest in institutional matters: a majority group that gags its Members against co-signing an amendment or a bill from another parliamentary group; a President of the Republic who, in defiance of the republican tradition, promulgates the laws in front of the television cameras, outside your presence, Prime Minister, while you are responsible to the Assembly; You yourself, Prime Minister, who are not really the leader of the majority, unlike your predecessors (Protests and hues on the benches of the REM group) – you are neither from nor from the majority (Applause on the benches of the LR group) – a President of the Republic who wants to carve out our electoral districts and set up a proportional dose; a President of the Republic who appoints Mr Castaner as leader of his political party in a simulac de démocratie and, if I understand correctly, is about to keep him in charge of relations with Parliament. This decision, if confirmed, Prime Minister, would constitute a marked conflict of interest.
ParlaMint-FR_2017-11-22-O1066.u8	Yes!
ParlaMint-FR_2017-11-22-O1066.u9	It would be a corporalization of the deputies, a set-up of the National Assembly, with only one objective: to weaken the parliament,...
ParlaMint-FR_2017-11-22-O1066.u10	Exactly!
ParlaMint-FR_2017-11-22-O1066.u11	[[Protests on the benches of the REM group]] ...to transform the National Assembly into a Chamber of Registration and to impose a personal power.
ParlaMint-FR_2017-11-22-O1066.u12	Godillots!
ParlaMint-FR_2017-11-22-O1066.u13	[[Applause on the benches of the LR group]] Sincerely and conscientiously, Prime Minister, do you think that this decision would be in line with the spirit of our institutions and with the idea that we should separate powers in a great democracy like France? Thank you for your sincere response.
ParlaMint-FR_2017-11-22-O1066.u14	The Prime Minister has the floor.
ParlaMint-FR_2017-11-22-O1066.u15	[[Laughs and applause on the benches of the REM group]] President Jacob, since you are inviting me to sincerity in a measured tone, I will answer you in the same tone with the same sincerity. It is Article 8 of the Constitution of the Fifth Republic, which you and I respect, President Jacob, and consider as a point of stability for our country, which provides, as you know – I will not insult you to quote it before you – that the President of the Republic appoints the ministers and terminates their functions on a proposal...
ParlaMint-FR_2017-11-22-O1066.u16	The Prime Minister!
