ParlaMint-FR_2017-10-18-O1012.u1	The next item is the question to the Government.
ParlaMint-FR_2017-10-18-O1012.u2	Mr David Lorion has the floor for the Republican Group.
ParlaMint-FR_2017-10-18-O1012.u3	Minister of National Education, I would like to speak for the thousands of students and their parents who, in a few weeks' time, will have to enrol in higher education, on the platform called APB – post-bac admission. You certainly know the cacophony of this device.
ParlaMint-FR_2017-10-18-O1012.u4	Yes!
ParlaMint-FR_2017-10-18-O1012.u5	By June 2017, more than 117,000 students had not yet been assigned to a university course; After the ferry, 90,000 of them were still on the tile; In September, 4000 applicants had still not been able to enrol in a university or other higher education course. Parents are particularly concerned about this situation. While the removal of PDBs has been announced, it is not clear which device will replace it. However, we know that in 2018 the direct consequences of the 2000 baby boom will come: 40,000 more students than in 2017 will reach their 18th birthday, while this year we have not already known where to affect them all. My question is therefore clear: has the Government made provision for places in universities to receive these future students, or, as I thought I heard in the words of the President of the Republic, will a certain selection be introduced at the entrance of universities, not allowing all students to enrol in a classical university course? [[Applause on the benches of the LR group]] As a Member of Parliament for La Réunion, I am also obviously speaking on behalf of the overseas students, who have experienced even more difficulties than metropolitan students in enrolling in university courses.
ParlaMint-FR_2017-10-18-O1012.u6	All right!
ParlaMint-FR_2017-10-18-O1012.u7	The Minister for Higher Education, Research and Innovation has the floor.
ParlaMint-FR_2017-10-18-O1012.u8	The situation as at 25 September indicated 3,500 unassigned candidates. As the work has continued in the rectorates and universities, they are only a few dozen to date, and the vast majority of them have stated that they have changed their focus and found another direction for this post-bac year.
ParlaMint-FR_2017-10-18-O1012.u9	Of course!
ParlaMint-FR_2017-10-18-O1012.u10	It's normal, there's no room left where they wanted to go!
ParlaMint-FR_2017-10-18-O1012.u11	The problem was therefore taken into account as soon as PDB was closed in July, in order to arrive at this situation. But this remains unsatisfactory. That is why, on 17 July, I launched a consultation, the report of which will be submitted to me tomorrow. It brought together 27 organisations – representatives of staff, students, parents of students, students – so that proposals could be made and that, in accordance with the commitments made by the Prime Minister for the 2018 school year, there would not only be an abandonment of the draw, but also an improvement in student living conditions.
ParlaMint-FR_2017-10-18-O1012.u12	What about university cities?
ParlaMint-FR_2017-10-18-O1012.u13	This report will therefore be submitted to me tomorrow. Before the end of the holiday of Toussaint, we will have the opportunity to present to all the high school students, from metropolis and overseas, the new conditions of access to higher education for next year – probably a renovated platform –, so as not to draw the students any more.
ParlaMint-FR_2017-10-18-O1012.u14	Ah!
ParlaMint-FR_2017-10-18-O1012.u15	[[Applause on a few benches of the REM and MODEM groups]] I pay particular attention to ultramarine universities. As far as La Réunion is concerned, there are no more unallocated students.
ParlaMint-FR_2017-10-18-O1012.u16	The next speaker is Mrs Anissa Khedher, on behalf of the Group of the European People's Party.
ParlaMint-FR_2017-10-18-O1012.u17	Madam Minister of Solidarity and Health, yesterday was the 30th World Day of Refusal of Poverty. This day gives the floor to the poorest people, to talk about their daily resistance and aspirations.
ParlaMint-FR_2017-10-18-O1012.u18	And their APL problems!
