ParlaMint-FR_2017-11-07-O1042.u1	The next item is the question to the Government.
ParlaMint-FR_2017-11-07-O1042.u2	Mr Bruno Fuchs, for the Group of the Democratic and Related Movement, has the floor.
ParlaMint-FR_2017-11-07-O1042.u3	Mr President, ladies and gentlemen, my question – with which I associate Sarah El Haïry – is about employment houses, and you will not be surprised to address the Minister of Labour. We are fortunate, in France, to have 126 job houses.
ParlaMint-FR_2017-11-07-O1042.u4	We're lucky...
ParlaMint-FR_2017-11-07-O1042.u5	You will surely recognize with me that they are unique, useful, and that they perform essential functions...
ParlaMint-FR_2017-11-07-O1042.u6	Essentials, yes!
ParlaMint-FR_2017-11-07-O1042.u7	...that no other organization, not even the employment unit, can accomplish. For example, the employing house of the Rhodanian Gard has supported a computing cluster, that of Lyon leads operations against the digital divide...
ParlaMint-FR_2017-11-07-O1042.u8	What about Mulhouse's?
ParlaMint-FR_2017-11-07-O1042.u9	... that of Bordeaux allowed the conclusion of 143 contracts of employment on the site of the new stadium. In my riding, in Mulhouse...
ParlaMint-FR_2017-11-07-O1042.u10	Ah! There!
ParlaMint-FR_2017-11-07-O1042.u11	... the employment house, with "Innove Campus", serves as an incubator for non-graduate start-ups and, with the "Warum nicht? ", expands cross-border jobs. She launched "My job of tomorrow", a programme that maps the needs of the territory in the short and medium term: she is the only player in the planning of skills management. It is also systematically referred to as reference for inclusion clauses in public procurement. Minister, in Mulhouse, I can assure you that no other actor is providing such services. The finance bill plans to abolish 10.5 million euros in 2018...
ParlaMint-FR_2017-11-07-O1042.u12	It's a shame!
ParlaMint-FR_2017-11-07-O1042.u13	[[Applause on the benches of the MODEM group and on some benches of the LC group]] ... i.e. half of the endowments of employment houses, then all in 2019. What is EUR 10 million in relation to the almost 6 billion budget of Pôle Emploi? Is this measure not indicative of the planned disappearance of almost all employment houses, which should therefore be prepared for? Madam Minister, should we not give ourselves every opportunity and every means, not only to maintain but above all to develop such a network of proximity, a network which innerves our territories and brings added value to national employment policies?
ParlaMint-FR_2017-11-07-O1042.u14	The Minister for Labour has the floor.
ParlaMint-FR_2017-11-07-O1042.u15	Dear Minister!
ParlaMint-FR_2017-11-07-O1042.u16	Mr President, ladies and gentlemen, MP Bruno Fuchs, the employment houses, as you know, were created in 2005. The initial idea, at the time when it was not discussed, was to create a one-stop shop for all employment initiatives.
ParlaMint-FR_2017-11-07-O1042.u17	Thank you Borloo!
ParlaMint-FR_2017-11-07-O1042.u18	Then, Pôle Emploi was created in 2008 with the mission of being a one-stop shop for operational employment initiatives. This is why, as early as 2009, the labeling operations of employment houses were stopped. This is also why all governments, from the left to the right, dropped the subsidy year after year, not because they denied them any utility, but because that of one-stop-shop networks was no longer being tested. I would like to recall that the allocation of the state budget was 86 million in 2010, 21 million in 2007 and that it will be 10 million in 2018. Where are we? There are now 116 employment centres, most of which, as you said, have been reorientated around the functions of forward-looking management of jobs and territorial competences, the GPECs, which is why other key funding exists – I am thinking precisely of those of the GPECs/ EDECs, the commitments to develop employment and skills, or European funding. Other priorities include the inclusion budget, access to employment, operational budget, and the line you refer to. A few days ago, the ministry met with representatives of the Alliance villes emploi network, which is working in coordination to consider the transition. Beyond employment centres, I would like us to work hard with local authorities on integration schemes – I am thinking of Employment Institutions, EPIDEs, Second Chance Schools, integration through economic activity...
ParlaMint-FR_2017-11-07-O1042.u19	What about the question?
ParlaMint-FR_2017-11-07-O1042.u20	[[Applause on the benches of the REM group]] ... whose success we know. Employment houses fall under another area, which does not concern this budget.
ParlaMint-FR_2017-11-07-O1042.u21	We have to put the means!
ParlaMint-FR_2017-11-07-O1042.u22	Mrs Duby-Muller, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2017-11-07-O1042.u23	[["Yes! » on several benches of the LR group]] Prime Minister, with the reduction of personalized housing subsidies – APL – for 6.5 million beneficiaries, the abolition of the APL accession, the abolition of the Pinel scheme and the zero-rate loan in the nine on 95 % of French territory, you multiply the shots of planing in our housing policy, to the detriment of our territories and on the backs of our fellow citizens. In the draft budget for 2018, you go even further by requiring HLM organizations to compensate for the decline in APLs by reducing rents. This measure, taken out of your hat without any consultation, causes the total misunderstanding of social donors on the ground, because rents are the only revenue that housing organizations have to invest. Because of your measure, in Haute-Savoie alone, it is 1000 new social housing units that cannot be built next year – a 50% drop in new production – and 750 housing units that will not be rehabilitated.
ParlaMint-FR_2017-11-07-O1042.u24	It's antisocial!
ParlaMint-FR_2017-11-07-O1042.u25	Your unprecedented measure is no less than an attack on our assisted housing policy. This is a break for our local housing policies, because our communities will not be able to deliver on their commitments. It is a sign of contempt for our social tenants, who will experience an obvious deterioration of their habitat and of the quality of services. Finally – because this is a triple penalty – it is a blow to our local economy, because this measure will logically lead to a drop in orders in the BTP. This already represents, for Haute-Savoie alone, more than 100 million euros less in construction and crafts activity in 2018. Your decisions will therefore have dramatic consequences for employment throughout the industry. No, Prime Minister, it is not for the actors in the social park to make your financial efforts.
ParlaMint-FR_2017-11-07-O1042.u26	Bravo!
ParlaMint-FR_2017-11-07-O1042.u27	You are announcing compensation, but the decrease in rents is immediate, while the counterparties will have significant effects only in the medium or long term. [[Applause on the benches of the LR group]] Planning and housing policy is a public service mission. When will you really give him the means to exist?
ParlaMint-FR_2017-11-07-O1042.u28	The Minister for Territorial Cohesion has the floor.
ParlaMint-FR_2017-11-07-O1042.u29	Madam Member, the policy of the Government is indeed transformation and renewal. You said it and I thank you for calling him back. The policy that we are pursuing is a finding that many of our fellow citizens and very many elected representatives agree: we spend 41 billion euros on housing and France has 4 million malhouses. We must draw the consequences of this situation, without caricature.
ParlaMint-FR_2017-11-07-O1042.u30	It's bla-bla!
ParlaMint-FR_2017-11-07-O1042.u31	It is obvious that we need to restructure this sector, by dialoguing – and that is what we are doing. We have always interacted with social donors and continue to do so. We have a comprehensive policy, with the Climate Plan for the energy transition, the billions that are foreseen in the major investment plan and the support to the National Habitat Agency – Anah. With regard to the zero-rate loan, contrary to what you have indicated, we will continue to support PTZ throughout the national territory in zone B2 and zone C.
ParlaMint-FR_2017-11-07-O1042.u32	Not on the new one!
ParlaMint-FR_2017-11-07-O1042.u33	Yes, of course. We will maintain the scheme over the nine for two years throughout the territory. This was confirmed by the President of the Republic.
ParlaMint-FR_2017-11-07-O1042.u34	But not beyond!
ParlaMint-FR_2017-11-07-O1042.u35	This will no longer be the case in 2019!
ParlaMint-FR_2017-11-07-O1042.u36	[[Applause on the benches of the REM and MODEM groups]] You caricature our action, while we are building a new model, which we need.
ParlaMint-FR_2017-11-07-O1042.u37	The next speaker is Mr Richard Ferrand, on behalf of the Group of the European People's Party (La République) on the move.
ParlaMint-FR_2017-11-07-O1042.u38	Prime Minister, next Monday, we will pay tribute to the 130 broke lives and 413 people who were injured during the terrible evening of November 13, 2015 in Bataclan. Our emotion remains alive and our collective memory remains haunted by this terrorist attack on our values and way of life. Recent news brings the worst fears to bear in all of us. We learn that three years after the death of Charlie Hebdo on January 7, 2015, Charlie Hebdo's editorial staff is again threatened with death. Journalists are threatened with death because they exercise their freedom of expression and creation, which guarantees our democratic life. The perpetrators of these threats cannot go unpunished. [[Applause on several benches in the REM group]] Prime Minister, what arrangements do you intend to put in place to protect Charlie Hebdo's journalists and punish the perpetrators of these outrageous threats?
ParlaMint-FR_2017-11-07-O1042.u39	All right!
