ParlaMint-FR_2017-10-31-O1034.u1	The next item is the question to the Government.
ParlaMint-FR_2017-10-31-O1034.u2	The next speaker is Mr Jean-Pierre Vigier, for the Group of the European People's Party.
ParlaMint-FR_2017-10-31-O1034.u3	Prime Minister, your budget is, without saying, preparing for the next few days that are disillusioning for the middle classes of our country.
ParlaMint-FR_2017-10-31-O1034.u4	That's right!
ParlaMint-FR_2017-10-31-O1034.u5	First of all, your budget penalizes families. Indeed, you significantly reduce the basic allowance for the early childhood care benefit – the YCAP. It is not less than 1.7 million families who will suffer a reduction in this aid, when it will not be abolished.
ParlaMint-FR_2017-10-31-O1034.u6	Dramatic!
ParlaMint-FR_2017-10-31-O1034.u7	You're kicking the middle classes who raise children. Your budget will again penalise the French who work because of the unprecedented rise in fuel prices. Thus, every Frenchman who travels 30 kilometres a day to get to his place of work will pay another 651 euros a year by 2022. You are putting a hard blow on the middle classes who move by car, especially in our rural areas.
ParlaMint-FR_2017-10-31-O1034.u8	Exactly!
ParlaMint-FR_2017-10-31-O1034.u9	Your increase in the CSG of 25% will hit the 8 million pensioners who have contributed their entire lives and who will not receive compensation. You're kicking the old middle classes hard. Applause on the benches of the LR group and on some benches of the LC group.) Families, employees, rural, retired, but also savers and owners: your budget will impoverish the French middle classes. [[Applause on the benches of the LR group]] Prime Minister, when will you stop beating the middle classes of our country?
ParlaMint-FR_2017-10-31-O1034.u10	The next speaker is the Minister for Action and Public Accounts.
ParlaMint-FR_2017-10-31-O1034.u11	[[Applause on the benches of the REM and MODEM groups]] Member, there are speeches and there is evidence. Last week, we completed our review of the fiscal component of the 2018 Finance Bill. However, you did not vote for the removal of the housing tax for 80% of French citizens. You did not do so while this measure will increase the purchasing power of most of our compatriots.
ParlaMint-FR_2017-10-31-O1034.u12	You're making fun of the French! You have to tell them who's going to pay!
ParlaMint-FR_2017-10-31-O1034.u13	[[Applause on the benches of the REM and MODEM groups]] Nor did you vote for the abolition of social security contributions for all employees. This is a great pity because this measure will again lead to an increase in purchasing power for everyone.
ParlaMint-FR_2017-10-31-O1034.u14	You're lying to the French!
ParlaMint-FR_2017-10-31-O1034.u15	[[Same movements]] Let's have fun comparing. If you were in power, Mr Vigier, you would have voted to increase VAT by 2 points for all employees, for all pensioners, for all civil servants. [[Exclaims on the benches of the LR group]] You would not have put in place the defied overtime because, let me remind you, this measure was not included in Mr.Fillon's program. It is our majority who today defends this measure. You would have voted, honourable Member, for a 20 billion reduction in local authority allocations, while this parliamentary majority has decided not to reduce them,...
ParlaMint-FR_2017-10-31-O1034.u16	That's not true!
ParlaMint-FR_2017-10-31-O1034.u17	[[Applause on the benches of the REM and MODEM groups]] ...for the first time in ten years. You even pushed injustice, at the time we decided to remove the housing tax, until you proposed as the only tax cut for the middle classes that of the income tax, when you know very well that this tax is paid by the richest of us.
ParlaMint-FR_2017-10-31-O1034.u18	It's smoke!
