ParlaMint-FR_2017-10-10-O1005.u1	The next item is the question to the Government.
ParlaMint-FR_2017-10-10-O1005.u2	Thierry Benoit, for the group Les Constructives: Republicans, IDU, independents.
ParlaMint-FR_2017-10-10-O1005.u3	Prime Minister, last month the Government presented its housing strategy: elimination of zero-rate loans in rural and medium-sized cities and personalized home support for home ownership, the social importance of which is proven. "At the same time", last week, the President of the Republic wanted to correct these disastrous announcements...
ParlaMint-FR_2017-10-10-O1005.u4	That's not enough!
ParlaMint-FR_2017-10-10-O1005.u5	It's moving forward, it's moving back...
ParlaMint-FR_2017-10-10-O1005.u6	...because it is the outlying territories that would pay the high price of these guidelines if the Government were to implement them.
ParlaMint-FR_2017-10-10-O1005.u7	That's right!
ParlaMint-FR_2017-10-10-O1005.u8	Medium-sized cities and rural areas are in short supply of quality housing, particularly in terms of energy poverty and air quality. [[Applause on several benches of the LC and LR groups]] It is therefore necessary to amplify the dynamics of energy renewal and construction in these low-density territories. By removing the zero-rate loan, you would condemn rehabilitation and access to housing in areas that need it as much as dense areas given the much lower income levels of their inhabitants. A housing policy that does not take into account territorial differences is the negation of a spatial planning policy.
ParlaMint-FR_2017-10-10-O1005.u9	All right!
ParlaMint-FR_2017-10-10-O1005.u10	To focus accession aid on the most tense areas, where demand exceeds supply, is to supply the boiler with inflation.
ParlaMint-FR_2017-10-10-O1005.u11	Exactly!
ParlaMint-FR_2017-10-10-O1005.u12	[[Applause on several benches of the LC and LR groups]] The recent statements of the President of the Republic are in line with the maintenance of incomprehensible inequalities between the territories. Should we recall that medium-sized cities and rural areas are mobilising almost 60% of the zero-rate loan? [[Same movements]] The group Les Constructives: Republicans, IDU, independents calls on the Government to undertake an encouraging housing strategy not only for young people, first-time followers, but also for low-income French people.
ParlaMint-FR_2017-10-10-O1005.u13	All right!
ParlaMint-FR_2017-10-10-O1005.u14	The Minister for Territorial Cohesion has the floor.
ParlaMint-FR_2017-10-10-O1005.u15	[[Smile]] Mr Benoit, I thank you for your constructive question and, "at the same time", respond constructively.
ParlaMint-FR_2017-10-10-O1005.u16	What a benevolence!
