ParlaMint-FR_2017-10-04-O1003.u1	The next item is the question to the Government.
ParlaMint-FR_2017-10-04-O1003.u2	Mr Vincent Bru, for the Group of the Democratic and Related Movement, has the floor.
ParlaMint-FR_2017-10-04-O1003.u3	Mr President, ladies and gentlemen, ladies and gentlemen, my question is for the Minister of Culture, and I would like to involve all my colleagues in the MODEM and related groups, and even beyond, since this subject affects all the territories of our country. On Thursday, 21 September, Olivier Montels, managing director of France 3, announced the cessation of broadcasting of the local antennas of France 3, beginning on 1st January 2018.
ParlaMint-FR_2017-10-04-O1003.u4	Mulhouse shut up!
ParlaMint-FR_2017-10-04-O1003.u5	This brutal announcement has created a shock for the 16 local antennas spread throughout the territory,...
ParlaMint-FR_2017-10-04-O1003.u6	That's right, he's right!
ParlaMint-FR_2017-10-04-O1003.u7	...the 200 people affected by this announcement without preconditions, the elected representatives and the people concerned. This is the result of a deliberate policy, carried out for years by France 3. The arguments announced are economic and technical, but the consequences will be cultural and democratic. Local antennas have suffered a lot from their absence on box-television offers due to a questionable strategy by the management of France 3. The resulting savings seem to us to be derisory in terms of the quality of service these channels provide, especially for the most remote territories. Ladies and gentlemen, what is under way is a recentralisation of these branches, in favour of a regional grouping that runs counter to the decentralization movement that has been taking place for the past 25 years.
ParlaMint-FR_2017-10-04-O1003.u8	That's right!
ParlaMint-FR_2017-10-04-O1003.u9	We all know, however, that these local branches are local media and essential assets for the dynamism of our territories, relaying local life. It is also an important vector for our regional identities and languages, as does France 3 Euskal Herri.
ParlaMint-FR_2017-10-04-O1003.u10	That's right!
ParlaMint-FR_2017-10-04-O1003.u11	In Alsace, too!
ParlaMint-FR_2017-10-04-O1003.u12	[[Applause on the benches of the MODEM group, on several benches of the LR and GDR groups, as well as on some benches of the NG group]] However, this is a public service mission. Madam Minister, what does the Government intend to do, in connection with France Télévisions, to defend the local branches of France 3?
ParlaMint-FR_2017-10-04-O1003.u13	The Minister for Culture has the floor.
ParlaMint-FR_2017-10-04-O1003.u14	[[Claims on several benches in the LR group]] Ladies and gentlemen, the Member of Parliament, the Government shares your concerns and has a real ambition for a high-quality, exemplary public service in a constantly evolving audiovisual landscape. A quality public audiovisual service today is a public service that is changing...
ParlaMint-FR_2017-10-04-O1003.u15	We need a presence in the territories!
ParlaMint-FR_2017-10-04-O1003.u16	... to strengthen digital offers, to invest in creation and cultural offer that cannot be an adjustment variable, to maintain a local information offer in the territories and to develop the influence of France internationally. These structural developments have been under way for several years, and it is in this context that the management of France 3 was able to launch a reflection on the reorganization of the local branches. The aim is to maintain the dissemination of local content and local information, but also to reorganise and expand the dissemination of such content, which could be further disseminated on the Internet and on regional offices. This is what makes France 3 the strength, singularity and excellence.
ParlaMint-FR_2017-10-04-O1003.u17	Did France 3 write you the answer?
ParlaMint-FR_2017-10-04-O1003.u18	[[Claims on several benches in the LR group]] Today, the Government is embarking on a forward-looking reflection on the future of the specificity of the public audiovisual sector,...
ParlaMint-FR_2017-10-04-O1003.u19	Seats!
ParlaMint-FR_2017-10-04-O1003.u20	... in a constant interest of dialogue, between France Télévisions and the State in the first place.
ParlaMint-FR_2017-10-04-O1003.u21	You don't like territories!
