ParlaMint-FR_2017-12-13-O1096.u1	The next item is the question to the Government.
ParlaMint-FR_2017-12-13-O1096.u2	Mr Frédéric Reiss, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2017-12-13-O1096.u3	Mr Minister of Economy and Finance, I would like to convey to you the growing concern of Alstom's employees following the planned merger with Siemens, which will hold 50% of the capital of the future Franco-German group. On October 4, in response to a question from Ian Boucard – to whom I am addressing a friendly thought (Applause on the benches of the LR group) – you tried to reassure the national representation by saying that all jobs would be maintained in France and all sites preserved, and by announcing a national follow-up committee from which you would take the chair. However, we see a real problem of subloading, especially from 2019 onwards. In the Reichshoffen plant, in the constituency of which I am the elected one, the rate of production has been reduced to forty trains a year, while the site would be able to produce double. We are even beginning to talk about 10% downsizing and a departure of all the activities of welding and painting to low-cost countries.
ParlaMint-FR_2017-12-13-O1096.u4	It's dramatic!
ParlaMint-FR_2017-12-13-O1096.u5	The call for tenders for the territory's balance trains – TET – was further delayed by three months, while this public order could be settled for two years with the Régiolis framework contract, which was the solution. This call for tenders, wanted by the previous government, will be a financial disaster which will result in boilers being manufactured in Poland.
ParlaMint-FR_2017-12-13-O1096.u6	Aberrant!
ParlaMint-FR_2017-12-13-O1096.u7	Minister, can you assure us that there will be no job cuts until the marriage contract with Siemens is signed? [[Applause on the benches of the LR group]] I understand the arguments in favour of this merger and the urgent need to unite between Europeans against the Chinese threat, but how will the strategic state intervene to sustain Alstom's production sites, which is one of the flagships of the French industry?
ParlaMint-FR_2017-12-13-O1096.u8	All right!
ParlaMint-FR_2017-12-13-O1096.u9	We defend production in France!
ParlaMint-FR_2017-12-13-O1096.u10	The next speaker is the Minister for Economic Affairs and Finance.
ParlaMint-FR_2017-12-13-O1096.u11	Mr President, I know your commitment to the Reichshoffen site – believe I share it – and to the preservation of employment within Alstom. However, let me make one observation: the failure of the load and the control problems that you are referring to have absolutely nothing to do with the merger between Siemens and Alstom, since it has not yet taken place and these difficulties show, on the contrary, that Alstom needs to consolidate itself with a great German industrial champion. As far as sites are concerned, a commitment has been made, of which I am a guarantor, since I myself will chair the national monitoring committee: no Alstom industrial site will close after the merger with Siemens. Then, it is up to us to find ways to develop the industrial activity of each of the sites. On the Reichshoffen site, as you said yourself, these are trains of regional interest. There are difficulties today: we will examine them and find solutions. With regard to the Belfort site, which you mentioned, the commitment is to achieve the TGV of the future, in order to guarantee the possibility of a full load in the coming years. I am convinced, I repeat, that the merger between Alstom and Siemens, which will make it possible to form the second largest railway industry in the world, is the only way to resist Chinese competition.
ParlaMint-FR_2017-12-13-O1096.u12	That's not true!
ParlaMint-FR_2017-12-13-O1096.u13	Let us not forget that the Chinese giant who emerged in fifteen years and is today the world leader has taken all markets in the United States and wants to do the same in Europe. The best way to maintain business in Reichshoffen, Belfort and all Alstom sites is to form a European industrial giant. [[Applause on several benches in the REM group and on a few benches in the MODEM group]] Mr Reiss, I know your commitment to Alsace as well as to Europe: a European industrial giant is the only right answer to the industrial challenges ahead.
ParlaMint-FR_2017-12-13-O1096.u14	Mrs Aude Amadou, on behalf of the Group of the European People's Party, has the floor.
ParlaMint-FR_2017-12-13-O1096.u15	[["Ah! » on the benches of the LR group]] Prime Minister, I would like to associate my colleague Yves Daniel, Member of Parliament for the electoral district of Notre-Dame-des-Landes, with my question. I am a Member of Parliament for the Loire-Atlantique, elected in the constituency where the present airport is located, a territory which has been under threat for more than fifty years by a situation which successive governments have not managed and much less managed. As you will understand, my question will be about the airport of Notre-Dame-des-Landes. In 1965, under General de Gaulle, the DATAR – delegation to regional planning and action – pointed out the need for a new airport in view of the economic dynamism of the Great West. In 1970, the site of Notre-Dame-des-Landes was selected for the construction of this new airport, scheduled for 1985. In 2003, twenty-three years after my birth, the project to transfer Nantes Atlantic airport to Notre-Dame-des-Landes was validated by a ministerial decree. In 2008, the declaration of public utility of the project was signed; I would remind you that it is coming to an end next February. In 2009, with the influx of a heterogeneous group of opponents to the project, the ZAD, a deferred development zone, became "zone to defend". In 2012, the current government launched Operation Caesar to dislodge the "Zadists"; It's a failure.
ParlaMint-FR_2017-12-13-O1096.u16	Whose fault?
ParlaMint-FR_2017-12-13-O1096.u17	On 26 June 2016, when more than 150 legal actions were unsuccessful, the inhabitants of Loire-Atlantique approved the transfer project at 55%. After half a century, this morning, the mediators you have assigned gave you their report. You and the President of the Republic are committed to transparency and to making a decision before the end of January. We have two options: either the transfer or the redevelopment of the airport. [[Applause on several benches in the REM group and on a few benches in the MODEM group]] The inhabitants of Loire-Atlantique are counting on you, Prime Minister. How do you intend to put an end to this situation that does not satisfy anyone? How can we manage our Republic, our rule of law and our democracy if we do not respect the majority fact?
ParlaMint-FR_2017-12-13-O1096.u18	The Prime Minister has the floor.
ParlaMint-FR_2017-12-13-O1096.u19	Mrs Amadou, in accordance with the commitments made by the President of the Republic during the election campaign, on 1 June I asked a committee made up of a former prefect, an environmental specialist and an airport and aeronautics specialist to report to us for the month of December on all the administrative and technical procedures implemented in the framework of this project, of which you recalled the seniority and complexity. This report was delivered this morning to me and to the Minister of State, Minister of Ecological and Solidarity Transition, and the Minister of Transport. I note several things about the presentation of this report by its three authors. First, they do not question the idea that, in order to cope with the increase in air traffic, the West must be provided with an airport platform allowing approximately 9 million passengers to be accommodated by 2040. This is important because it gives our reflection a foundation, more precisely a direction: we must make sure to increase the airport capacity of the Great West; It's not discussed. [[Exclaims on the benches of the LR group]] Secondly, the rapporteurs tell us that, in order to meet this identified need, the Notre-Dame-des-Landes project can be carried out as envisaged, or the redevelopment of the current airport platform, a hypothesis which has obviously not been sufficiently taken into account for a long time.
ParlaMint-FR_2017-12-13-O1096.u20	We got it!
ParlaMint-FR_2017-12-13-O1096.u21	In their view, it is an interesting avenue – if I may say so – for reflection and a way to answer the question. Thirdly, in reading this report, I note that each of the two possible solutions has drawbacks, technical and procedural, and raises delicate questions, which no one can ignore here, of respect for public order.
ParlaMint-FR_2017-12-13-O1096.u22	To rule is to choose!
ParlaMint-FR_2017-12-13-O1096.u23	I said it this morning and I repeat it to the national representative, after a necessary phase of consultation with elected officials and stakeholders,...
ParlaMint-FR_2017-12-13-O1096.u24	Again?
ParlaMint-FR_2017-12-13-O1096.u25	... once they have read the report and told us what they think about it, we will therefore have the opportunity, before the end of January, to take a clear, assumed decision, finally coming to terms with this old question, which we can all agree together that it does not honour the way in which decisions are conceived and implemented in our Republic.
ParlaMint-FR_2017-12-13-O1096.u26	You're going to trample on the referendum!
ParlaMint-FR_2017-12-13-O1096.u27	I understand, ladies and gentlemen, that the decision that will be taken by the Government before the end of January will allow us to get out of the old situation. As a result of the planned installation on the ground in 2009 of a number of personalities and actors motivated by the sincere desire to oppose the project, but also others motivated by a desire to challenge the very basis of the State's decisions, the Commission...
ParlaMint-FR_2017-12-13-O1096.u28	Fainants?
ParlaMint-FR_2017-12-13-O1096.u29	...the very basis of the procedure and the legal framework within which we stand.
ParlaMint-FR_2017-12-13-O1096.u30	What about the referendum?
ParlaMint-FR_2017-12-13-O1096.u31	What about the sovereign people?
