ParlaMint-FR_2017-11-14-O1053.u1	The next item is the question to the Government.
ParlaMint-FR_2017-11-14-O1053.u2	Mr Stéphane Demilly spoke for the group Les Constructives: Republicans, IDU, independents.
ParlaMint-FR_2017-11-14-O1053.u3	Prime Minister, almost two years ago to the day, I took the floor here to stress France's decisive role in leading a true Europe of defence, the only solution to the security challenges of the 21st century. Our "Constructives" group can therefore only welcome the signing yesterday in Brussels, by 23 European States, of a letter of intent for permanent structured cooperation in defence matters. More than sixty years after the failure of the European Defence Community, we hope that this first stage will be truly founding. To the armed conflicts that are standing at the door of Europe, we must indeed provide a European response. To the noises of boots that resonate behind the verbal escalation between certain major world powers, we must provide a European response. With the often impulsive and imprudent tightening of the Trump administration on the international stage, we must provide a thoughtful and built-up European response. The synergy of our defence efforts would provide Europeans with protection commensurate with the fears that we can legitimately harbour about stability and international peace. "People accept change only in necessity and they see necessity only in the crisis," said Jean Monnet, founder of the European Union. The crisis which Europe is going through must therefore be the closure of a radical change in our approach to its construction, or rather of its reconstruction. [[Applause on the benches of the LC group and on several benches of the REM and MODEM groups]] Prime Minister, after the statements by the President of the Republic and your Government on major European issues, how does France, in practice, intend to be the driving force behind a future Europe of defence?
ParlaMint-FR_2017-11-14-O1053.u4	The Prime Minister has the floor.
ParlaMint-FR_2017-11-14-O1053.u5	Mr President, we are living in a dangerous world, and there is every indication that it will remain so for many years to come. In such a world, we must think of our defense; We must organize ourselves and act to that end. Yesterday, in Brussels, at the meeting of the Foreign Affairs Council of the European Union, 23 Member States – including France – notified their intention to participate in permanent structured cooperation in defence matters. This deepening is provided for in the Treaties; It was born at the initiative of Paris and Berlin, with the assistance of the High Representative of the European Union for Foreign Affairs and Security Policy, Mrs Mogherini. It has been a long time since we worked with our partners: Germany, Italy, Spain. This letter of intent is a strong political signal; It bears witness to a real unity: not only the idea, but also the reality of Europe's defence is advancing. The 20 commitments that have been made by the Member States are not wishful thinking: they are specific, concrete and binding commitments. I will not quote them all; I'll just tell you what it's all about. First of all, it is about maintaining or increasing defence budgets in Europe, particularly in terms of investment. This is followed by the joint development of defence capabilities, the facilitation of the financing of our joint operations, and the approximation of national decision-making procedures. It is in this spirit that the President of the Republic has proposed the European intervention initiative, which aims to develop a shared operational culture. This step, Mr President, is important, and must enable us to achieve the decisive objective we have set ourselves: to strengthen the strategic autonomy of the European Union. To do this, we wish two things. Firstly, let parallel work on the European Defence Fund progress rapidly so that the first projects can be financed as early as 2019. Secondly, that the various financial instruments already planned to finance research, joint capacity development, joint financing of operations and capacity-building of our partners, being sustained, should be combined and added together, in order to form the basis of the common defence budget which the President of the Republic called for in his speech to the Sorbonne. [[Applause on the benches of the REM and MODEM groups and on several benches of the LC group]] It is in this spirit, Mr. Member, that we are going to work. I welcome the progress that has been made recently.
ParlaMint-FR_2017-11-14-O1053.u6	The next speaker is Mr Richard Lioger, for the La République group on the move.
ParlaMint-FR_2017-11-14-O1053.u7	Two years ago, Prime Minister, the tragic terrorist attacks on Paris and Saint-Denis took place. More than 130 of our compatriots were coldly murdered during these acts of terror planned and coordinated to sow death in places of life that are so symbolic: the Stade de France, the Bataclan, cafés and Parisian restaurants. Everyone has in mind the words of your predecessor at the time, Manuel Valls, and of the former President of the Republic explaining that our country was at war, against Islamist terrorism of course and against the genocidal madness of Daesh whose ambition is to kill our democracies and to undermine our freedoms. [[Applause on the benches of the REM group]] Two years after this shock, how, Prime Minister, while the poison of propaganda of Islamic fundamentalism continues to spread on social networks, relativizing, explaining or sometimes justifying terrorist attacks, and that Daesh knows, more than ever, how to use the codes of mass communication? How can we make our youth better equipped ideologically so as not to fall into the trap of radicalization?
ParlaMint-FR_2017-11-14-O1053.u8	The Prime Minister has the floor.
ParlaMint-FR_2017-11-14-O1053.u9	Mr President, first of all, you will allow me to associate myself personally with the tribute that was paid to the victims of the attacks of 13 November 2015, yesterday, by the entire nation. The wound, our wound, is deep. It is obviously profound for the victims, for their loved ones; It is deep for the nation as a whole. In two years, our country has considerably strengthened its counter-terrorism capabilities, whether it be operational means, human means, material means or legal means – the arsenal has been recently completed by your assembly at the end of the debate on the bill to strengthen internal security and the fight against terrorism. Attacking our country is obviously an unforgivable crime, and responding to these attacks requires a security dimension. But, as your question points out, the answer cannot only be safe. This security struggle must therefore be accompanied by another aspect. It must be based on clear ideas. The first clear idea is that we must call things by their name: we are confronted with individuals who carry and claim a misguided view of religion that conveys hate speech that feeds terrorism. It's also about building on what's working and learning from what's not working. What works is the early detection system at the departmental level, which has identified some cases of pre-radicalization or radicalization. But we must also recognize what has not yet worked. Like me, Mr President, you know the experiment of a centre for radicalised people that operated on the basis of volunteerism: we decided to close it last July, because it did not deliver the desired results and we had to draw the consequences. There is also a need to fight foot-and-foot against the spread of hate speech, a subject on which the Government also hears nothing, whether it is those held behind the anonymity that I regularly refer to in front of the benches of your assembly or unbearable speeches of hatred or threat sometimes uttered on social networks. We have engaged in discussions with our European partners and with the major network operators or hosting companies within the meaning of the law so that, within a short period of time, they can erase from their accounts all the comments they have received. [[Applause on the benches of the REM group as well as on several benches of the MODEM and LC groups]] [[Applause on the benches of the REM and MODEM groups]] You're asking me, MP, what we can do. In conclusion, I would like to say that I believe deeply in the role of the school. Our school must systematically recall what we have in common. It must never compromise programmes or lessons learned. It must explain what is the French and Republican conception of secularism: respect for faith, respect for not believing, and the essential distinction between private and public affairs.
ParlaMint-FR_2017-11-14-O1053.u10	All right!
ParlaMint-FR_2017-11-14-O1053.u11	[[Applause on the benches of the REM group]] [[Applause on the benches of the REM and MODEM groups, as well as on several benches in the LC group]] I believe in school. I believe in secularism. And to say everything and express it with confidence, I believe in the French. I believe in the French, I said, because, faced with these terrible events, they have shown a capacity to gather together and face with dignity that is truly admirable. I say this all the more readily because there was no distinction of colour, race or political opinion in those who rose up after these attacks to say, "We are a people. We're a story. We're a culture. We're a republic. I believe, ladies and gentlemen, in the French, and we can all, together, be proud of them.
ParlaMint-FR_2017-11-14-O1053.u12	Mrs Clémentine Autain, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2017-11-14-O1053.u13	Madam Keeper of the Seals, Minister of Justice, I want to ask you about a news that has, I believe, all upset us this weekend: a man was acquitted by the Assize Court of Seine-et-Marne when he was accused of having raped an eleven-year-old girl after having landed at the bottom of his building and taken to a park. This young girl is now twenty years old and has filed a complaint. She is the mother of a seven-year-old daughter born as a result of this sexual intercourse. But assize jurors felt that there had been no rape within the meaning of the current legal definition: sexual penetration obtained by violence, coercion, threat or surprise. This verdict therefore suggests that a child of eleven years of age, a girl in grade 2 or sixth grade, may have freely consented to sexual intercourse. To the domination of one sex over the other is therefore added the total asymmetry of age and consciousness. We are upset, but today it is the law that must be upset. It is necessary to create a threshold of presumption of non-consent and to raise it to the age of sexual majority, fifteen years, so that there is an age below which discernment and consent cannot be invoked.
ParlaMint-FR_2017-11-14-O1053.u14	She's right!
ParlaMint-FR_2017-11-14-O1053.u15	[[Applause on all benches]] You mentioned, Madam Minister, the age of thirteen. But why is there no consistency between this threshold and that of the sexual majority? You know that rape legislation has moved in history, often following trials: I am thinking of the trial of Aix with Gisèle Halimi and the law that followed in 1980. Tonight, about 20 associations are calling to protest in front of your ministry. Will you be able to hear them, hear us, and propose a law protecting children and young people under the age of 15 from sexual violence?
ParlaMint-FR_2017-11-14-O1053.u16	The next speaker is Ms. Custody of Seals, Minister of Justice.
ParlaMint-FR_2017-11-14-O1053.u17	Madam Member, yes, I think we can hear you. I have obviously, like all of you, been struck by the court decision that you are referring to. I would also like to point out that the Office of the Attorney-General has appealed. The question raised today is that of establishing a threshold below which the consent of the minor is presumed not to exist. Many European countries have established such a rule, with age thresholds ranging from 13 to 15.
ParlaMint-FR_2017-11-14-O1053.u18	Not under fifteen years!
ParlaMint-FR_2017-11-14-O1053.u19	[[Exclaims on FI banks]] We are thinking about the best possible threshold, and we will of course decide with all the stakeholders. But setting such a threshold does not at all mean calling into question the fifteen-year threshold which already exists, as you have pointed out, for sexual offences and which can very well remain established at that age. We can consider different age thresholds. The question must in any case be asked. [[Protests on the benches of the FI group]] [[Applause on the benches of the REM, MODEM and LC groups, as well as among non-attached Members and on a few benches of the GDR group]] It seems to me important, in any event, to preserve the judge's discretion, that is to say, to establish a presumption that would not be irrefragable, as that would be a way of taking into account the specific circumstances of the case. In addition, Mrs Schiappa and I have announced that we want to raise the threshold for the statute of limitations for rape of minors from twenty years to thirty years, as proposed by the committee chaired by Flavie Flament and a magistrate. While keeping the evidence, it would be a definite step forward. [[Applause on the benches of the REM and MODEM groups as well as on some benches of the LC group]] Finally, it is extremely important to work on our practices, particularly with regard to listening to young people.
ParlaMint-FR_2017-11-14-O1053.u20	Mrs Severine Gipson, on behalf of the Group of the European People's Party, has the floor.
ParlaMint-FR_2017-11-14-O1053.u21	Minister of State, Minister of the Interior, Sunday, November 12, Commissioner Antoine Boutonnet, former head of the National Division for the Fight against Hooliganism, was found dead after probably putting an end to his life with his service weapon. In the evening, we learned about the suicide of a police officer in the Perpignan area. With this tragic Sunday ended a dark week for our law enforcement forces – as for our entire country – with the suicide of six police officers and two gendarmes. They were peacekeepers, police commissioners, gendarme members of an intervention unit, commander of a local brigade, civil servants or military officers working in rural areas or in the Parisian agglomeration: they are now among the forty-six policemen and sixteen gendarmes who, since the beginning of the year, have died. Ladies and gentlemen, here we can pay tribute to their work and their dedication and give all the support of national representation to their families and their loved ones. I return from two visits to my constituency of L'Eure, during which I was able to interact with many gendarmes and police officers: they told me of their concerns and, at times, their despair. Faced with human misery, violence and the worst that can be found in man, they say that they bear less and less the lack of consideration that is shown to them and the sometimes difficult working conditions that are theirs. [[Applause on the benches of the REM, MODEM and several benches of the LC group]] I know, Minister, the particular importance you attach to their working conditions and how much these suicides affect you. Can you, therefore, tell us what measures have been put in place to improve their working conditions, what measures have already been taken and what measures you wish to put in place to prevent suicides within our law enforcement agencies?
ParlaMint-FR_2017-11-14-O1053.u22	The next speaker is the Minister of State, Minister for the Interior.
ParlaMint-FR_2017-11-14-O1053.u23	Madam Member, it is obviously with great emotion that we learned last weekend of the suicide of six police officers and two gendarmerie officials. First of all, here, I want to assure their families, loved ones and colleagues of my full support, as well as that of the Government and of this whole assembly. It is always difficult to explain such actions, the reasons for which are multiple and the causes complex. While it is often intimate reasons, linked to illness or personal life, that explain the move to action, it is undeniable that the role played by the hard work of our police officers and gendarmes cannot be avoided.
ParlaMint-FR_2017-11-14-O1053.u24	Acts, rather than words!
ParlaMint-FR_2017-11-14-O1053.u25	They must, in fact, maintain public order. They have to fight terrorism. They hunt down criminals and offenders and are therefore confronted with violence and the darkest part of our society: yes, it can lead to extreme tension and stress.
ParlaMint-FR_2017-11-14-O1053.u26	That's right!
ParlaMint-FR_2017-11-14-O1053.u27	[[Applause on the benches of the REM and MODEM groups and on several benches of the LC group]] That is why, as early as Sunday, I asked the Director General of the National Police and the Director General of the National Gendarmerie to carry out a very precise assessment of these measures, so that, in the future, we can help everyone.
ParlaMint-FR_2017-11-14-O1053.u28	The answer isn't up to it!
ParlaMint-FR_2017-11-14-O1053.u29	Mrs Marietta Karamanli has the floor for the New Left Group.
ParlaMint-FR_2017-11-14-O1053.u30	Prime Minister, the Nation commemorated with emotion the attacks of November 13, 2015. Commemorating means remembering those who were then victims of terrorism in our country and those who, in recent years, have been victims everywhere else in the world. Our duty of remembrance is guided by the sense of duty of justice to the many victims and their families. Our victory here against those who arm, we owe it to our gathering and to a will, shared by all political and social forces, to repair the evil done and to fight against those who do it. Our thoughts go first to the victims. Of course, there is always, after the events, a great emotion as well as a strong mobilization to save and accompany the victims as well as to fight, on our soil, against acts of war. We also know that, over time, emotion is waning and the victims are gradually becoming those who have to fight to continue to live. Even though compensation is delayed, finding housing or returning to work is a challenge. While, until June 2017, a state secretariat for victims was their interlocutor, the desire to follow up and coordinate their rightful demands has since ceased to have a political incarnation. At the same time, at the international level, the fight against aggressors – the Daesh and others – calls for enhanced cooperation between European States and unwavering cooperation with third States, particularly in the Middle East. The latter are committed but sometimes fragile partners, driven by conflicting internal movements, sometimes due to a lack of democracy. Prime Minister, my request is double. Can you first tell us whether you intend to create a mechanism under your authority with the means to coordinate, accompany and redress the victims of terrorism? [[Applause on the benches of the NG and GDR groups]] Can you finally tell us what strong diplomatic guidelines on cooperation with the states themselves confronted with terrorism and accountable to their populations you intend to promote, alongside the President of the Republic, in order to convince our European partners?
ParlaMint-FR_2017-11-14-O1053.u31	The next speaker is Ms. Custody of Seals, Minister of Justice.
ParlaMint-FR_2017-11-14-O1053.u32	Madam Member of Parliament, by an Order in Council of May 2017, the Prime Minister entrusted the Custody of Seals with the responsibility for the conduct and coordination of victim assistance policy. An interdepartmental delegate for victim assistance, Ms. Elizabeth Pelsez, was subsequently appointed and is now fully and effectively performing her duties. Its role is to coordinate all the work done on assisting victims and to accompany each victim in the situation in which he/she is in. The ceremonies, both worthy and very moving, which we attended yesterday attest to the need for each of the victims to be truly followed: that is precisely what Mrs Pelsez is doing. It has set a number of priorities that I will detail to you and which we endorsed at an interdepartmental committee on victim assistance held on 12 November last under the Prime Minister's chairmanship. [[Murmures on the benches of the group The Republicans]] These priorities are as follows. [[Applause on the benches of the REM and MODEM groups. – Protests on the benches of the LR group]] Thank you.
ParlaMint-FR_2017-11-14-O1053.u33	These are the questions to the Government: listen to the answers!
ParlaMint-FR_2017-11-14-O1053.u34	To chat, go to the drink!
ParlaMint-FR_2017-11-14-O1053.u35	Madam Minister, you are not here to distribute good points, but to answer questions!
ParlaMint-FR_2017-11-14-O1053.u36	The aim is to take care of the psychological follow-up of each of the victims. With this in mind, Ms Pelsez has decided to create a resilience centre that will enable each victim to be accompanied, in terms of resources and psychological follow-up. I was also able to realize that the victims needed to be followed up in terms of return to employment and training. Many young people who have suffered trauma need such follow-up. [[Applause on the benches of the REM and MODEM groups, as well as on several benches in the LC group]] Mrs Pelsez has therefore entered into agreements with Pôle Emploi and works with Agnès Buzyn and Muriel Pénicaud on this subject. Finally, we will have a very powerful European action.
ParlaMint-FR_2017-11-14-O1053.u37	Mrs Marielle de Sarnez, for the Group of the Democratic and Related Movement, has the floor.
ParlaMint-FR_2017-11-14-O1053.u38	Prime Minister, the situation in Lebanon concerns all French people who are committed to the centuries-old link between France and this friendly country with which we share so much. The surprise resignation of the Lebanese Prime Minister, announced on 4 November since Saudi Arabia, is a cause for great concern among all Lebanese friends. The President of the Republic of Lebanon, Michel Aoun, publicly stated that he doubted that Mr. Hariri had taken this decision on his own initiative and expressed concern about possible restrictions on his freedom. The uncertainty about the real circumstances of this decision and the fact that the Lebanese Prime Minister has not yet returned to Beirut appear as threats to the stability of Lebanon and, in general, the region. There are serious fears that Lebanon will once again become the victim of rivalries and confrontations between its neighbouring countries and their allies. [[Applause on several benches of the REM and MODEM groups]] The President of the French Republic recalled France's commitment to the stability, security, sovereignty and integrity of Lebanon. The Committee on Foreign Affairs of the National Assembly asks Jean-Yves Le Drian, who is due to visit Saudi Arabia this week, to come on his return to inform the Committee on developments.
ParlaMint-FR_2017-11-14-O1053.u39	All right!
ParlaMint-FR_2017-11-14-O1053.u40	[[Applause on the benches of the REM, MODEM and LC groups, as well as on several benches of the FI, GDR and LR groups]] In view of the historical bonds of friendship between France and Lebanon, can you already tell us, Prime Minister, how France intends to act to ensure that Lebanon's independence and security are respected?
ParlaMint-FR_2017-11-14-O1053.u41	The Prime Minister has the floor.
