ParlaMint-FR_2017-10-24-O1024.u1	The next item is the question to the Government.
ParlaMint-FR_2017-10-24-O1024.u2	Mrs Danièle Obono, for the Group of the European People's Party, has the floor.
ParlaMint-FR_2017-10-24-O1024.u3	Mr President, ladies and gentlemen, ladies and gentlemen, my question is for the Minister of Labour. [[Vif applause on the benches of the REM and MODEM groups]] President Macron, the Government and you are making up your mind for getting a major deal for posted workers. You even say that social Europe will be on the move. [[Applause covers the voice of the speaker]] You say you are fighting against social dumping and protecting the 2 million posted workers in Europe, 400,000 of whom are in France.
ParlaMint-FR_2017-10-24-O1024.u4	What does that mean?
ParlaMint-FR_2017-10-24-O1024.u5	[[Hulls on the benches of the REM and MODEM groups]] As we are now accustomed to it, it is only perlimpinpin powder – to take up a phrase dear to Jupiter! We are far from harmonizing the working conditions of secondees on top, for three reasons. First, since workers will continue to pay their contributions in their country of origin and not in the country where they actually work, the cost of labour will remain lower than the cost of workers hired under national law. Secondly, your draft directive could be concluded because you have agreed to sacrifice workers in the road sector, when it is the most vulnerable sector.
ParlaMint-FR_2017-10-24-O1024.u6	She's right!
ParlaMint-FR_2017-10-24-O1024.u7	Do you know that one or one Bulgarian is paid about 200 euros a month? Have you seen the millions of trucks that run every day on the roads and the conditions in which these people work?
ParlaMint-FR_2017-10-24-O1024.u8	And did you see the price of diesel?
ParlaMint-FR_2017-10-24-O1024.u9	That's not acceptable! Finally, you do not give yourself the means to fight fraud effectively. Your own ministry estimates that between 220,000 and 300,000 workers are on posting without having been previously declared! In order to effectively combat social dumping in Europe, whether legalised or illegal, we must challenge the very principle of the directive and activate the disengagement clause, the optout, as we propose in La France insoumise.
ParlaMint-FR_2017-10-24-O1024.u10	All right!
ParlaMint-FR_2017-10-24-O1024.u11	We regret that you did not have the courage to support this claim. [[Applause on the benches of the FI group and on several benches of the GDR group]] However, it is still possible for you to make this negotiation a step forward. My question, Madam Minister, is whether you are going to introduce the subject of the fight against fraud into the negotiations, question the 2004 implementing directive, and finally address the issue of social harmonisation from the top.
ParlaMint-FR_2017-10-24-O1024.u12	Thank you, Congresswoman. The Minister for Labour has the floor.
ParlaMint-FR_2017-10-24-O1024.u13	[["Congratulation! » and loud applause on the benches of the REM and MODEM groups.– Exclaims on the benches of the FI group as well as on the benches of the LR group]] Madam Member, yes, as I say, the agreement on the European directive on posted workers is an important step in the construction of social Europe; It is a major success on the road to social Europe that we want!
ParlaMint-FR_2017-10-24-O1024.u14	You forgot the transports!
ParlaMint-FR_2017-10-24-O1024.u15	And the agreement will only apply in 2022!
ParlaMint-FR_2017-10-24-O1024.u16	[[Exclaims on FI banks]] The President of the Republic had undertaken to do so; He didn't spare any effort. We worked together with Nathalie Loiseau and Élisabeth Borne, and we achieved yesterday, collectively, in Luxembourg, a major victory. This is, I repeat, that of social Europe, that is to say, a Europe that not only protects employees, but also allows for fairer competition between companies. [[Applause on the benches of the REM and MODEM groups, as well as on several benches in the LC group]] [[Applause on the benches of the REM and MODEM groups. –Exclaims on the benches of the FI group]] Four results were achieved yesterday. The first is that, at the same place of work, there is equal pay for equal work; This is a considerable step forward from what was decided in 1996. Twenty-one years later, we finally have strengthened equality; This includes not only basic salaries, such as SMIC, but also bonuses and salary accessories: reimbursements of expenses and allowances for accommodation or travel will come in addition, not as a deduction of salary. [[Exclaims on the benches of the FI group as well as on the benches of the LR group]] Secondly, with regard to transport, the 28 Member States reaffirmed yesterday that it was part of the scope of the posted workers directive – which was not earned in advance!
ParlaMint-FR_2017-10-24-O1024.u17	That's not true!
ParlaMint-FR_2017-10-24-O1024.u18	However, detailed arrangements will be negotiated within the framework of the mobility package. Why? Everyone can understand that controlling a driver's work in a truck is not the same as controlling a construction site! [[Applause on the benches of the REM and MODEM groups]] There are specific arrangements that will be negotiated, but the principle has been stated: yes, transport is indeed part of the directive on posted workers.
ParlaMint-FR_2017-10-24-O1024.u19	Lie!
ParlaMint-FR_2017-10-24-O1024.u20	Thirdly, we have made a major step forward on fraud. [[Laughs and applause on the benches of the REM and MODEM groups]] As for the fourth result, I will present it on the occasion of the answer to the next question!
ParlaMint-FR_2017-10-24-O1024.u21	Mrs Sabine Thillaye has the floor for the La République group on the move.
ParlaMint-FR_2017-10-24-O1024.u22	[[Applause on the benches of the REM and MODEM groups]] Mr Prime Minister, last night, an ambitious agreement was reached on the revision of the European directive on posted workers. For France, for Europe, this is a major success. [[Applause on a few benches of the REM group]] For several months now, the President of the Republic has mobilized to enforce the principle of fair, regulated and supervised European competition. He increased the number of meetings with his counterparts and managed to convince initially very reluctant states. This is proof that a France committed to Europe is a France that is listened to and respected. [[Exclaims on a few benches in the LR group]] This agreement, Prime Minister, is also an undeniable success for your government and for the Minister of Labour, Muriel Pénicaud. The advances are major: capping the duration of the detachment; the principle of equal pay for equal work; Finally, strengthening the fight against abuse, fraud and social dumping.
ParlaMint-FR_2017-10-24-O1024.u23	No!
ParlaMint-FR_2017-10-24-O1024.u24	That's not true!
ParlaMint-FR_2017-10-24-O1024.u25	[[Applause on the benches of the REM and MODEM groups]] The Committee on European Affairs has taken the initiative to make a useful contribution to the negotiations. On this point, I would like to welcome the work of Jean-Louis Bourlanges and Typhanie Degois, whose motion for a resolution on the posting of workers was adopted by our House by a very large majority. Prime Minister, the agreement reached at the Council of the European Union last night is historic.
ParlaMint-FR_2017-10-24-O1024.u26	It's a capitulation!
ParlaMint-FR_2017-10-24-O1024.u27	[[Applause on the benches of the REM and MODEM groups]] It is a decisive first step towards building a social Europe, a Europe that protects. What is your reaction to this agreement and the consequences it will have?
ParlaMint-FR_2017-10-24-O1024.u28	The Prime Minister has the floor.
ParlaMint-FR_2017-10-24-O1024.u29	You are right, honourable Member, the agreement reached yesterday is a good agreement.
