ParlaMint-GR_2016-09-01-S1-commons.u1	Ladies and gentlemen, the meeting begins. [[Note: The following table of contents is not the final text because rationalisation and editorial corrections are pending]] [[DESCRIPTION OF PRACTICALS: According to Parliament's approval of 31 August 2016, the Minutes of the PP Meetings, of Wednesday, 31 August 2016, with regard to the vote on the entire draft law: ‘Agreements on Greek-language education, intercultural education and other provisions’.]] I have the honour to inform the House of the updates of Friday 2 September 2016, which reads as follows: A. PERSONS First Circle Questions (Rule 130(2) and (3) of the Rules of Procedure) 1. The current question, by number 1199/30-8-2016, by MP I Piraeus, New Democracy Mr. Konstantinos Katsafandou, Minister for Maritime Affairs and Island Policy, on the maritime tragedy in Aegina. 2. (') OJ No L 2. 2. 1990, p. 2. The question under number 1198/30-8-2016 by MP Heraklion of the Democratic Association of PASOK - DIMAR Mr. Vassilis Kegeroglou to the Minister of Finance concerning the establishment of a special irresponsible account for all businesses. 3. The 1195/29-8-2016 topical question of the Athens of Independent Greeks, Athanasios Papachristopoulos, Minister of Home Affairs and Administrative Reconstruction, concerning police officers serving in the high-profile care service. B. PERSONS Second Cycle Questions (Rule 130(2) and (3) of the Rules of Procedure) 1. The question of the situation of red loans to Evros and Thrace under number 1200/30-8-2016. 2. (') OJ No L 2. 2. 1990, p. 2. The 1196/29-8-2016 topical question of the Member of the Attica of the Independent Greeks Mr Konstantinos Katsikis to the Minister of Labour, Social Security and Social Solidarity on the proposal to convert the unemployment benefit to a job subsidy. REFERENCES - QUESTIONS (Rule 130(5) of the Rules of Procedure) 1. Mr Leonida Gregorakos' question to the Minister of Finance about compensation for the shareholders of cooperative banks.
ParlaMint-GR_2016-09-01-S1-commons.u2	Ladies and gentlemen, we are entering the debate on QUESTIONS The first question will be discussed under number 1188/29-8-2016 of the First Cycle of the Grevena MP of the Radical Left Coalition Mr. Christos Beyalas to the Minister of Finance on the end of a trade in villages under five hundred inhabitants. The Deputy Minister of Finance, Mr Alexiadis, will answer. Please, Mr. Beyala, you have the floor.
ParlaMint-GR_2016-09-01-S1-commons.u3	Thank you, Mr President. Minister, I asked this question because we are living in these difficult times and the end of a trade which entered in 2011 with Mr.3986/2011. However, the law refers to Article 3(3) to the exempted parties, the areas exempted from the trade fee. In particular, it states that the exemption from the trade charge for taxpayers who have a profession or a profession in villages with a population of up to five hundred inhabitants and islands of less than three thousand, except for tourist sites, is taken into account in the villages and islands, as envisaged before the entry into force of the 'CAPPTRIA' project. In order to find the population, account is taken of the census then, of course, of 18 March 2001. The 2011 census was then made. But while the law is clear and specific and states that the villages are taken into account, Poll 1149/20-6-2013 comes from the then Secretary General of Public Incomes Theocharis Theocharis and we have a differentiation. In the clarification, it says that pursuant to Article 31(3) of Law No 3986/2011, undertakings, natural or legal persons and free professionals carrying out their activities exclusively in villages, as foreseen before the start of the project, with a population of up to five hundred inhabitants and islands of up to three thousand inhabitants, unless they are tourist sites. [[At this point the end of the speaking time of the honourable Member hits the warning bell.]] Furthermore, the Ministerial Decision of the Ministry of Finance - MOL 1167/2011 stated that the 2001 census and tourist sites should be taken into account as the ones included in dd 899/76, as amended by dd 664/77. The administration has, of course, already accepted that account will be taken of the population of villages which constituted prior to the implementation of the COPESTRIA project (Law 2539/1997) autonomous legal persons, i.e. communities. It comes and differentiates the term ‘via’ and sets the term ‘commons’. Therefore, if a village were not, during the period considered by itself and was administratively owned by another community or municipality, the population of the community or the municipality concerned would be taken into account for the exemption from the trade charge. [[At this point the end of the speaking time of the honourable Member is ringing at the end of the bell.]] It is also the circular on April 3, 2014, where it mentions the same, that for its implementation it accepts independent legal persons, i.e. communities.
ParlaMint-GR_2016-09-01-S1-commons.u4	Mr. Beyla, please complete.
ParlaMint-GR_2016-09-01-S1-commons.u5	I'm closing, Mr. President. What has happened is that communities close to a municipality and while they are small populations, however, are charged with the end of a trade. That means that we have this huge injustice. While, in other words, this community may have fifty inhabitants, it still pays a trade fee and closes a village with four hundred, four hundred fifty inhabitants, an active village, may not pay a trade fee. It is an injustice, which we will have to correct basically with POL, because the law refers to villages and not communities. So we will restore this injustice, which occurs in many villages in the province. Because we are talking about a village with 50 - 100 inhabitants who have a café and because it was not a self-sacrificing community, but it was a community together with three other, four villages or one municipality, it is attached and it pays 650 euros. I would point out, of course, that this is charged not only to professionals but also to farmers who have revenue and expenditure books, that is to say, are subject to the normal scheme. I would ask the Ministry, in other words, to issue a POL, so that in the next tax year, in which tax declarations will be made, the General Secretariat of Public Revenue, it will change the situation and do it as it was in 2011 and 2012. This is because they were charged in 2013, 2014 and 2015. Thank you.
ParlaMint-GR_2016-09-01-S1-commons.u6	Thank you, Mr. Beala. Here, Minister, you have the floor.
ParlaMint-GR_2016-09-01-S1-commons.u7	Thank you, Mr President. Mr President, with your question you raise a very good point, a point you have raised on other occasions, but also on other Members, in the Committee on Economic Affairs, and in bills, but also in meetings, because there is an injustice here. We're talking about two villages and one is smaller than the other. Before 1997, the small village was not a community, while the other village was a community. What was not a community but with other villages around - they were forming a community and having fewer inhabitants, because it was not a separate legal form before the "KOPESTRIA" project before 1997, at this time it has a trade end, while the largest village - which was a community - based on these circulars that existed in the Ministry of Finance before the political leadership changed, has no end to a trade. In other words, there is no trade end to the largest village and the smaller village has a trade end, because there was this legal problem. It is something that we have identified as a problem and something that we want to deal with, because it is really an injustice. Of course, as it quite rightly explains the document from the Directorate responsible for Direct Taxation - which I will be tabling in the Minutes, to be informed in detail - if we had implemented the 'Kalikratis' programme since 2011, we would have had much more problems. We have implemented the 'Capestrology' programme before '97'. It is something that we are investigating exactly how to resolve, so that there are no injustices and something that we will certainly give a solution. In any case, however, as is apparent from the General Secretariat of Public Revenue itself, in exceptional cases where the tax administration does not have evidence of the correct enforcement of the trade charge, the taxable persons liable may, if they find mistakes, apply for a new liquidation in order to check the facts. So after checking the facts, the trade fee may be deleted. There is also this possibility described in this document. In any case, they are in the areas that we will deal with and change, because we do not want to have such unfair tax arrangements.
ParlaMint-GR_2016-09-01-S1-commons.u8	Here, Mr. Beyala, you have the floor for three minutes.
ParlaMint-GR_2016-09-01-S1-commons.u9	Minister, I am glad you accept the point of order. At this point, I would just like to point out that the PPC two years ago, before implementing this specialisation from villages to communities, through the General Secretariat of Public Income, through the information systems, had the end of a profession per village and was thus not imposed. That is why I told you it was not imposed in 2011 and 2012. By clarifying later, with this POL that has been done, I think it changes the philosophy and meaning of the law. That's why I said the law refers to villages and not to communities at first. The changing POL came in, entered the systems per community prior to the application of the "KAPOSTITRIA", as they existed within the Greek territory. But I think it's easy to do. The General Secretariat of Information Systems can easily, by taking the censuses of 2011, where ELSTAT has recorded the population in each community and in each settlement and the overall as well as the analytical per village, reinstate the situation from ELSTAT of all villages within the system in order not to issue it. In these cases, of course, you are absolutely right to say that when there is a mistake, the taxpayer is addressed to the DUI and corrected. But, here, this cannot be changed, it can be corrected for the year that passed us and the previous ones, because through the system it sees the community and therefore it charges the trade fee. I believe in the next period and until we arrive in 2017 on tax returns, therefore also on the charge of the trade fee for professionals and farmers, the issue has been settled. Thank you.
ParlaMint-GR_2016-09-01-S1-commons.u10	Thank you, too. Mr Minister, you have the floor again.
ParlaMint-GR_2016-09-01-S1-commons.u11	Mr Papoutsis, please be sure that all these injustices we have inherited - because they are injustices which we inherited from the Ministry of Finance - are injustices that we have identified and with the potential of this specific financial and legal framework in which we live, we correct them one. Of course, the political problem we have to discuss at some point in this Chamber is that many times, not you, of course, but others who have drafted these bills or signed these POLs, come here, shake our fingers and blame us for the application of this legal framework. What can we do, though? We have great patience, and we have this too. What you and everyone else must be sure of is that all these injustices are about either direct or indirect taxation, they are injustices which are in knowledge of the political leadership of the Ministry of Finance, and at the first opportunity and the first opportunity we will face them. Thank you.
ParlaMint-GR_2016-09-01-S1-commons.u12	Thank you, too. We move on to the debate on the third under number 1184/23-8-2016 topical question by Messinas Messinia - Golden Dawn Mr. Dimitrios Koukoutsis to the Minister of Finance on the taking over of electronic devices by the SKAI group. The Deputy Minister, Mr Alexiadis, will answer. Mr. Koukoutsi, you have the floor.
ParlaMint-GR_2016-09-01-S1-commons.u13	Thank you, Mr President. Minister, in recent years we have seen that much has been said about ecological consciousness. Within the framework of these activities concerning the recycling of electrical and electronic devices in our country, we are monitoring that there is a campaign on behalf of SKAI's television and radio station for the recycling of electrical and electronic devices, as I said before. Automatically, however, some questions arise in the world. The first is, who are the final recipients of these recycled materials, for which there is a certain value. In other words, there are noble metals and there are private companies that do this work, which they render to the world, to the one who delivers the materials and a small amount. We can see it differently. The question, therefore, is this: SKAI crosses this recycling, takes these devices. The question is where, if they take money, that is to say, if they get money from the delivery of these devices beyond - because, as we know, citizens do it unpopularly - if there are evidence, if taxes are paid to the Greek state in case there is a profit from all this history, and it makes sense for the public, for the Greek people, to know certain things that are not said by this body. Thank you.
ParlaMint-GR_2016-09-01-S1-commons.u14	Thank you, Mr. Koukoutsi. Minister, you have the floor.
