ParlaMint-GR_2016-06-28-S1-commons.u1	Ladies and gentlemen, the meeting begins. [[Note: The following table of contents is not the final text because rationalisation and editorial corrections are pending]] We enter the SPECIFIC FACILITY ORGANIZATION Parliament's decisions: debate and vote, in accordance with Rule 76 of the Constitution and Rule 118 of the Rules of Procedure of the House, the proposal: 'To amend the Rules of Procedure of the House - Part II (Government Gazette 51A-104-1997) and Part Parliamentary (Government Gazette 106A' 2.4-1987), as applicable'. I propose that today's sitting should be given the floor by the rapporteurs and the special speakers for ten to 15 minutes and that the parliamentary representatives, if they wish, be given the floor for ten to twelve minutes. The majority rapporteur, Mr Antony Syrigos, has the floor. I'll give you ten minutes and if you need more time, you tell me.
ParlaMint-GR_2016-06-28-S1-commons.u2	Mr President, will the rest of us speak properly?
ParlaMint-GR_2016-06-28-S1-commons.u3	Who are the others?
ParlaMint-GR_2016-06-28-S1-commons.u4	The Parliamentary Representatives.
ParlaMint-GR_2016-06-28-S1-commons.u5	Of course. I did. The rapporteurs and the Parliamentary Representatives. I did say time for ten to twelve minutes.
ParlaMint-GR_2016-06-28-S1-commons.u6	It will not open up a list of speakers.
ParlaMint-GR_2016-06-28-S1-commons.u7	We will not open a list, because we have to finish in a reasonable time, and this afternoon we have a meeting. I think that's going to be covered. Now if there's anything, we see it at that time. Mr. Syragos, you have the floor.
ParlaMint-GR_2016-06-28-S1-commons.u8	Thank you very much, Mr President. Ladies and gentlemen, we have today been called upon to discuss a very serious and important matter, because the Rules of Procedure of the House are, as we have said in committees, oxygen. In other words, it is the one who regulates its operation and all the consequences it may have on the exercise of the legislative function. We have an important proposal to discuss, in particular, Part II of Parliament's Rules of Procedure. In the committees on the Rules of Procedure of the House there has been an extensive debate, as we know. Proposals were tabled by all interested parties and the objections were raised in detail. There was also a fruitful dialogue. I hope and hope that the same will be done in the House in response to arguments and, as far as possible, as broad and consensual a conclusion as possible. This does not mean, of course, that there will be no disputes, which will, of course, be lifted - if they exist - in the legitimate way, namely votes. As described in the explanatory statement to the proposal under discussion, it seeks to codify and rationalise the existing regime in important areas of parliamentary work. The proposal, together with the provisions, shall contain fifty-seven articles. Articles 55 to 57 concern the Parliamentary Party. There is also an Article concerning the period of validity of the proposal, if it is accepted. The overall examination of the proposal which has been tabled and debated shows that it is attempting to mitigate the presidential system that characterised the structure of Part II of Parliament's Rules of Procedure. Let us look at some of the key points in the amendment and the ambitions that we consider to have this proposal. The second part of Parliament's Rules of Procedure, as you know, regulates the organization of its services, the powers of each Office, the issues of Parliament's human resources management - that is, the workers - and also the economic affairs of the House, the adoption of budgets, commissions and so on. Both Part II and the special organization and function regulations now include provisions that are more or less fragmented, often without any consistency or interconnection between them, which result in various malfunctions. What are the ambitions of the proposal, as we appreciate? The Rules - Part II - need a radical review, with changes in the way the Services organise and operate, in the management of human resources, in the financial management of the House. The House needs a regulation which is a product of thorough study, with scientific criteria, describing and safeguarding a modern system of administration, similar to those which have parliaments of other countries and the European Parliament. All these changes will come and will be launched with the participation of workers and all Parliament's working factors, possibly also with the involvement of an independent body specialising in organisation and public administration. I believe that the aim of this Parliament's current administration, namely the President and the rest, is to draw up a long-term plan aimed at the main activities of the Parliament, by involving workers in the planning of work and by encouraging collective action, the use of instruments and technologies - this is important for more effective action - and the savings of resources so that the House can be linked to society and its role demonstrated, that is, to emphasise its prestige and to demonstrate that it is a key pillar of democracy. The proposed amendment, which preceded consultation, seeks first rationalisation. Specific points on which to refer: Special regulations governing nine Parliament's departments, which have been adopted as President's decisions, are incorporated in their general provisions and are annexed to the Rules of Procedure as annexes to Part II of the Rules of Procedure, i.e. to a decision of the House. Their incoherent and often contradictory arrangements are streamlined and the heads are now chosen, in their overwhelming majority, transparent and worthwhile procedures under the Rules of Procedure. The staff who serves these Services today are being upgraded to work as a whole automatically occupying existing organic positions guaranteed by a plenary decision of the House. From now on, the special rules on the organization and operation of Parliament's services will be passed by Parliament during the procedure of the codes. The decision of the President of Parliament will only supplement these regulations in particular with regard to matters of a technical or detailed nature. The incorporation of the specific regulations in Part II of the Rules of Procedure entails changes in the establishment plan of the Services. They are part of this existing organic units today, except for basic organisational structures, without an obvious reason, and a new Directorate-General is being established only to prevent the hydrocephalosis of a directorate-general with eight directorates-general. Changes in the establishment plan and the restructuring of the Services are the very least necessary to incorporate the specific regulations. I'll highlight some other things a little sooner, but they're important. Arrangements for the graduation and wage classification of employees, the evaluation of staff and the selection of Heads of Organic Units, in view of Parliament's merits and the best use of Parliament's human resources, shall be introduced, by adapting the regulations of Laws Nos.4354/2015 and 4369/2016, taking into account the specificity of Parliament. There are some variations here, which, if necessary, will be more detailed. I would also like to point out that with the new Regulation, with the proposed amendment, eighty-six heads are chosen by transparent and merital procedures of the new system of selection of heads, twelve by the President of Parliament and one by the President on a proposal from the employees of the relevant organic unit. Especially for the latter, it is noted that they are placed by the President of the Parliament, after hearing the opinion of the Committee on the Rules of Procedure. An overall increase in the role of workers is being attempted by the introduction of an objective internal movement system, in line with their education and training needs, fair and objective evaluation of both workers and their heads. And here, if need be, we'll report in detail. It is possible to create a post for a special thematic secretary of the Parliament with a three-year term of office, which will have specific responsibilities - it is some - which comes first from the staff of the Parliament. It is created in the House of Strategic Planning and Reorganisation of Administrative Operations, which is part of the Secretary-General of the Parliament. Similar services, with different organisational structures, also operate in foreign parliaments and in the European Parliament. A Department of Legal Support for Parliament's Services, which is administratively subordinate to the Secretary-General, is hereby established. The Department has an advisory role and supports the Services of the Parliament, except for the Scientific and Legal Affairs Committee. The role is distinct from that of the Scientific Service, which is also defined in Part One of the Rules of Procedure of the House. I note this in order to avoid confusion or misunderstandings. Its subject-matter shall be determined by the provisions of Article 24. The Budget Office of the State shall also be strengthened and its responsibilities enriched, in particular by adding new powers to report on the preliminary draft and draft budget of the State, which it shall submit to the Office of the President, and where appropriate. The Television Station is an organizational unit of the Parliament, which is directly subordinate to the President. It has so far been an independent agency whose status was governed solely by decisions of the President of the Parliament. Hereinafter its basic principles of operation, its mission and the main issues of its structure are governed by Part II of the Rules of Procedure of the Parliament, that is by decisions of the House. The Coordinator or the Management Board shall inform the Parliament's Committee for the Rules of Procedure every six months, which may table proposals for the station's activity and work. [[At this point the end of the speaking time of the honourable Member is ringing at the end of the bell.]] I would like some more time, Mr President.
ParlaMint-GR_2016-06-28-S1-commons.u9	Of course, Mr. Syrigos. Keep going.
ParlaMint-GR_2016-06-28-S1-commons.u10	Thank you very much. It is also an important innovation that concerns - and is first set out in Part II of the Rules of Procedure - the moves of staff in terms of transparency and the needs of the Services and the qualifications of employees. For cleaning - which is a specific sector - the possibility of concluding fixed-term, part-time or full-time or rental contracts is introduced, with natural persons belonging to vulnerable social groups registered in the OAED unemployed’s registers, as well as women supported or supported by bodies and services for victims of violence. To eliminate stereotypes in the text of the Rules of Procedure, it is proposed to incorporate gender equality into a subsequent codification of the provisions. I'm staying in these. I would just like to inform the House about something that the Members of the Committee on the Rules of Procedure know about, that, after dialogue, various recastings of additions or modifications have been made and almost all of them have been accepted - some of them - so that we can get to plenary - with small variations, I hope - which we will now discuss final convergences or not. The issues I have put before you come to regulate the proposal under discussion. We believe that the necessary improvements in Parliament's Rules of Procedure are being attempted by it and that it is moving in a positive direction. We also expect the Members' positions to develop this debate and reach the point of the Rules of Procedure of the House. Thank you very much.
ParlaMint-GR_2016-06-28-S1-commons.u11	Thank you, Mr Antonis Syrigos, SYRIZA rapporteur. The rapporteur, Mr Ioannis Tragakis, has the floor.
