ParlaMint-BE_2018-07-18-54-plenair-ip242x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2018-07-18-54-plenair-ip242x.u2	The general discussion is open. The general discussion is open. The rapporteurs, Mr Thiébaut and Mrs de Coster-Bachau, referred to their written report. Mr Frédéric, you have the floor.
ParlaMint-BE_2018-07-18-54-plenair-ip242x.u3	Mr President, I will be very brief as I have been in committee. With respect to what Minister Reynders proposed in his draft, we have no major concern. I said it. The minister in committee, it must be acknowledged, has provided reassuring answers to the points that we believe need to be assessed in the short term. I am thinking in particular of the time limits for decision-making. On the other hand, one point remains a difficulty and has led us to abstain on this text. The appeal body, which is a judicial body, is made up of magistrates. This is a guarantee that seems obvious to us in view of the sensitivity of the cases dealt with within it and the consequences of these decisions. In the current state of affairs, it seems that the majority does not attach the same importance to this as hitherto. I do not understand very well, Mr President, the reasons which lead the majority to depart from what has long been perceived as the rule in this area. That is why my group has re-tabled the two amendments which ensure a composition in line with the importance of the dossiers dealt with and which give the chair to the Chairman of the Committee R. We will see what the majority vote will be on these two amendments which we believe are entirely justified and sensible.
ParlaMint-BE_2018-07-18-54-plenair-ip242x.u4	Is anyone else asking for the floor? Is anyone still asking for the floor? The general discussion is closed. The general discussion is closed.
ParlaMint-BE_2018-07-18-54-plenair-ip242x.u5	We shall begin with the discussion of the articles. The text adopted by the committee is the basis for the discussion. (Rgt 85, 4) (3107/6) We turn to the discussion of the articles. The text adopted by the committee serves as the basis for discussion. (Rgt 85, 4) (3107/6) Het opschrift in het Frans werd door de commissie gewijzigd in The title in French has been amended by the committee in draft law amending the Act of 11 December 1998 establishing an appeal body in the field of authorizations, certificates and security notices. The draft law contains 5 articles. The bill has five articles.
ParlaMint-BE_2018-07-18-54-plenair-ip242x.u6	Art. 1/1(n) • 7 - André Frédéric cs (3107/7) Art. 1/2(n) • 8 - André Frédéric cs (3107/7) ****** The discussion of the articles is closed. The vote on the amendments that have been tabled and on the whole will take place later. The discussion of the articles is closed. The vote on the reserved amendments as well as on the whole will take place at a later date. ****** Decision of the article-by-article discussion:
ParlaMint-BE_2018-07-18-54-plenair-ip242x.u7	Sustained: the vote on the amendments.
ParlaMint-BE_2018-07-18-54-plenair-ip242x.u8	Article adopted by article: Articles 1 to 5.
ParlaMint-BE_2018-07-18-54-plenair-ip242x.u9	******
ParlaMint-BE_2018-07-18-54-plenair-ip242x.u10	The general discussion is open. The general discussion is open. The rapporteur, Mr Vandenput, referred to the written report.
ParlaMint-BE_2018-07-18-54-plenair-ip242x.u11	Mr President, ladies and gentlemen, Mr President, we have already had this debate in committee for a long time, but I would nevertheless like to go back to some of the things that I think are important. First of all, I would like to make it clear that, contrary to what some of my colleagues or the minister may sometimes suggest, the PS is obviously not opposed to partnership agreements. Far from it. But what my group is asking for are many partnership agreements. Unfortunately, what we all see too often is that these are, above all, exploitation agreements rather than real partnerships. The philosophy underlying these Economic Partnership Agreements (EPAs) is in the same way that the markets of the African, Caribbean and Pacific countries (the so-called ACP countries) are liberalised as far as possible. Yet, most of the time these countries are among the least developed countries. Of course, all this is presented to us in a good way: that of the development of African countries, of the least developed countries. These agreements would in one way or another favour these countries, allow them to increase their exports to the European Union. This beautiful packaging would try to make us think that they will allow for a strengthening of regional integration for these countries. But when we scratch the varnish a little bit, we see above all and above all that several elements are missing in these agreements, whereas the provisions contained therein are completely contrary to what we are being made to believe. The so-called principle of reciprocity is found in these agreements. This principle implies that the requirements are the same, either for a European Union country or for an ACP country. All these countries must liberalize. And so we find ourselves in a situation where countries that are among the poorest are directly competing with countries that already have well-established economies. In response, we will be told that this is not a serious matter, because there is what is called a safeguard clause in these agreements. Regrettably, this safeguard clause, which may indeed reduce the perverse effects of this principle of reciprocity, is only valid for 12 years. As a result, the European Union is achieving maximum market opening for non-industrialised countries, among the poorest in the world. For example, countries such as Lesotho and Mozambique will see their markets completely open, without any preparation for the consequences of this situation. Another consequence of this type of agreement is that the situation in these countries will be maintained or worsened, and their dependence on the export of raw materials will be much greater. Moreover, these agreements do not provide for monitoring or monitoring mechanisms: a categorical refusal by the Commission persists in this respect. At the same time as these EPA agreements are concluded, parallel processes of agreements between the European Union and countries are being implemented, undermining the idea of regional integration and rendering the possibility of protecting sensitive sectors of liberalisation obsolete. The reference to human rights and sustainable development is made in relation to an agreement that will lapse in 2020, the famous Cotonou Agreements. Finally, we do not have any answers on certain elements. For example, what will the involvement of civil society be? What about the non-binding nature of human rights and sustainable development standards? What about a monitoring or monitoring mechanism that is not at all planned? These agreements are totally unbalanced. Above all and above all, they respond to the economic interests of large European companies and unfortunately not enough to the real needs of our citizens and those of the ACP countries. That is why my group will oppose the draft before us today.
