ParlaMint-BE_2018-03-29-54-plenair-ip222x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2018-03-29-54-plenair-ip222x.u2	Proposal tabled by: Proposal submitted by: Inez De Coninck, Wouter Raskin.
ParlaMint-BE_2018-03-29-54-plenair-ip222x.u3	The general discussion is open. The general discussion is open. Mr Marcel Cheron, rapporteur, apologized and referred to his written report.
ParlaMint-BE_2018-03-29-54-plenair-ip222x.u4	Mr President, Minister, ladies and gentlemen, we are finally discussing the railway police bill on administrative fines. Our railways have had problems with the enforcement of all kinds of infringements for years. Think of the black driving by travellers, the non-compliance with all kinds of transport conditions, the unnecessary use of the emergency brake and so on. For example, because of the black-driving, SNCB loses a lot of revenue, but it also affects the sense of fairness of travellers who do buy a ticket correctly. Undeclared driving is by far the most serious infringement but there are other disturbing infringements that cause problems. Let us think of people who do not comply with all kinds of transport conditions or who violate the comfort, or even safety, of other travellers. The prosecution of such infringements often follows only a long time after the facts. This, of course, undermines the recurrent deterrent effect of the punishment. Some of the victims pile up dozens of violations. The present system of punishment does not or hardly deter them. In a minority of cases, the procedure results in effective prosecution. The immense size of the number of infringements is a huge burden on the courts. The general conclusion, on which there was a consensus in committee, is that punishment should be faster, better and simpler. This will be possible thanks to this bill. The idea of introducing administrative penalties to combat minor offences in public transport has been for several years. Our colleagues in the Flemish Parliament already decided in 2004 to introduce administrative fines for De Lijn. Such principles have also been applicable to STIB and TEC for years. The idea of introducing this into SNCB has been circulating behind the scenes of the railway group for several years. By introducing these administrative sanctions, the railways are being given the means to play a shorter game on the ball. It was an important starting point for the design to be able to play shorter on the ball. This matter was dealt with first in Parliament on the basis of the legislative proposal by myself and Mr Raskin, who wanted to introduce administrative fines in the rail sector. We then based ourselves on the sanctions that apply at De Lijn, as well as on the municipal administrative sanctions that have proved their usefulness in Flanders for several years. Apart from these administrative sanctions in itself, that exercise also showed that it would be useful to thoroughly review the entire law on the police of the railways, as the basic text of this still applicable law dates back to 1891, an era in which both rail and law enforcement looked very different than today. That is why we have waited for the initiative of the Minister for Mobility, Mr Bellot, following the presentation of our own N-VA legislative proposal. He immediately promised to work on a broader modernisation of law enforcement in and around the stations and trains and to thoroughly update the law of 1891. The result is the present draft law. Administrative fines may be introduced for a selection of infringements in trains and stations. A distinction is made between three categories of crime, namely serious crimes which will continue to be prosecuted, crimes which can be prosecuted administratively and offences which can be punished in a mixed manner. The need remains to ensure a stronger enforcement of safety in and around the stations. That is the starting point of this draft law. During the discussion in committee, we learned that as many as 363 000 irregularities are detected every year. Of these, some 125 000 are heavy enough to bring them to justice, but only 4 000. The majority of the offenders are therefore at present free of charge. That creates a sense of impunity. The present system of administrative fines should solve this problem by acting quickly and effectively. We have discussed this draft extensively in the Infrastructure Committee. It was discussed in two readings, with the second reading even taking longer than the first reading. During these readings, we also adopted various amendments from different parties. For example, we have extended the period of time provided for by amendment. There was also an adjustment of the unbuilt distance to the tracks. In addition, the scope of the sanctions was amended by amendment. There was also an amendment for the installation of windmills along the railway lines. For all these reasons, my group will approve this draft law in full.
ParlaMint-BE_2018-03-29-54-plenair-ip222x.u5	Mr President, Mr President, ladies and gentlemen, I should like first of all, even if this is not quite the subject of the day, to congratulate the Minister on the start-up of the ER project which began yesterday. I'm particularly pleased with that, and he too, I know. Today we are about to vote for an important text on the railway police. The text, carried by our Minister of Mobility, François Bellot, aims to introduce the principle of administrative fines into the arsenal of sanctions for behaviour contrary to the obligations relating to the use of the train but also to the safety of the railway infrastructure. You must know, ladies and gentlemen, that, at present, the continuation of the irregularities which are covered by the project systematically involves a cumbersome, lengthy and costly procedure and I add that it is largely ineffective. As an example and as explained in the explanatory memorandum to this project, each year, after a first internal amicable phase, SNCB entrusts an average of 180 000 irregularities for amicable recovery to its external providers, which represents a cost of around 2 750 000 euros. It's obviously way too much. That is why the implementation of an administrative fine mechanism is fundamental. First, the fine responds directly to the offence and avoids the perpetrator's sense of impunity. Then we'll save unnecessary money. I imagine that no one in this House can consider that we can spend money unnecessarily. I'm not targeting anyone. This is particularly important in the context of SNCB and Infrabel for the economy of resources. Finally, the mechanism will allow, which I think is at least as important, to reduce the congestion of the prosecution and the police services. This bill is therefore timely in a context where our government must be a pragmatic and effective proposal force, as we have been for three and a half years. I will not go into the technical details of the various offences in question. I believe, however, that this bill will help to combat inappropriate behaviour within and close to trains. I would also point out that the use of administrative sanctions will be applied against intrusions into the roads, which cause too many delays. I therefore welcome this project, which has brought together a large majority in our committee. In short, my friends, the time will be shorter between mischief and punishment, which I believe is essential. Secondly, there will be no impunity. Impunity encourages new incivilities. His absence avoids subsequent incivilities. Thirdly, let us say it flatly: it will bring more money to repair the incivilities that have already been committed.
ParlaMint-BE_2018-03-29-54-plenair-ip222x.u6	Mr President, Mr Prime Minister, you are in his place and you invite him to kick off the reboot of the RER. As Mr Flahaux invites me to do, I join him in congratulating you on the resumption of work that has been stopped for far too many years because of the lack of investment in rail. Mr Flahaux also invited me to point out (and that is true) that we must not spend unnecessary money. And there, above our heads – Mr Miller, you see me coming – it is not an angel passing but something that ends with a problem, a fighter plane! I will stay there and see that even the minister smiles at it. But Mr Flahaux being a colleague of very good company, I did not want to leave him alone with his enthusiasm. Mr President, Mr Prime Minister, ladies and gentlemen, the draft on administrative fines in the rail sector can be summed up in one word: Too bad! It was a pity that the government had the opportunity to provide an effective and balanced response to impunity for dangerous or uncivil behaviour on railway stations, trains and tracks. Too bad, because the government had only to regain the balance that already exists for municipalities or regional transport. A balance between the rights of litigants and the need to enforce common rules of life in society. I had opened myself to you, minister, by telling you that the salt in the text was really appetizing but that there was something missing in relation to our minors and privacy. I opened my doors to you and, unfortunately, we were unable to convince you during the parliamentary proceedings. It is not for lack of amendments and proposals, together with my colleagues, Mr Geerts of the Sp.a. and Mrs Poncelet of the CDH. There you go! We did not have the necessary force of conviction. I will not go back to the unprecedented choice of allowing the recording agents to access the National Register. Both the Council of State and the Data Protection Authority (formerly the Commission for the Protection of Privacy) were moved by such an unprecedented broadness that raises questions in terms of privacy protection. On the other hand, let me go back to the fate of minors in the bill. This is a perfect illustration of the lack of balance to which I was referring. While the administrative sanctions of the municipalities and those of STIB, for example, require mediation for offences committed by minors, the government has chosen a solution counter-current of any pedagogical and educational logic. Colleagues, the minor will only be entitled to mediation after having committed five offences. This solution is so aberrant that we first believed in a shell in the impression of the project. We could have understood the opposite solution. Does a minor still have the right to mediation if he or she has not adapted his or her behaviour to the first five offences? The first five mediations? But why let him commit five offences without mediation? The reason is simple: it is financial. Mr Minister, you assume that systematically granting mediation to minors would indeed cost too much. The administrative fine is a delegation of power. It must be accepted with the utmost caution. It cannot be regarded as a mere formality to fill the boxes of SNCB and Infrabel. And when the Flemish Commissariat for the Rights of the Child takes the initiative to draft a critical opinion on a bill, it cannot be ignored. We don't know that. However, the majority did not take into account any of the comments made throughout the 12 pages of a detailed opinion. I am not going to repeat the debate that took place in committee. I will simply recall two principles. The Convention on the Rights of the Child requires that minors who engage in conduct contrary to the law are entitled to appropriate penalties for educational purposes. Secondly, the fine is not an educational measure for a minor. Nine times out of ten, the parents will pay. Together with my opposition colleagues, we have taken a constructive position in committee. Some 20 amendments were tabled at first and second reading. This is proof that we could have supported a text that respects the rights of all, while being beneficial for railway undertakings, for the safety of workers and users and for the punctuality of trains. But the government wants butter and butter money and forgets that great power implies great responsibility. It is for all these reasons that my group and I will abstain on a bill that deserved a better fate.
ParlaMint-BE_2018-03-29-54-plenair-ip222x.u7	Mr President, Minister, ladies and gentlemen, with this draft, we want to deal with infringements on and around the tracks with an administrative sanction. There are two clear main reasons why the bill is needed. Firstly, the current criminal proceedings are long, expensive and very cumbersome and often lead to impunity, which, of course, cannot be the intention. Secondly, both the railway companies and the car parks are putting a lot of money and effort into the procedures today, which lead to little effective action. Such infringements can have a major impact on safety and punctuality. Let me give you an example, the trailing. We have also discussed this in detail in committee. Travellers may think that walking across the tracks is no harm, but every year there are more than 800 reports of tracks, which on average causes more than six hours of delay a day. Moreover, last year seven trackers lost their lives and seven more were seriously injured by walking across the tracks. The impact on safety and punctuality is therefore very large. The example of rail tracks shows that infringements on and around the tracks need to be dealt with in a different, better way. The additional administrative route is therefore a good thing. The administrative handling of infringements should be addressed with due care and caution. Railway undertakings will be both courts and parties, which will require the necessary control and defence capabilities. This also explains the large number of opinions received by the Infrastructure Committee following this draft law. These are opinions from passenger associations, staff associations, the railway transport service and the Children's Rights Commission. My group believes that this draft law provides for a balanced settlement. The current list of violations of police regulations on the railways is being taken over. Some provisions are rather vague. Article 9 forbids, for example, 'to put on any show'. That seems to us to be too broad a description. However, the text should not define too specific situations in order to always be able to respond adequately, which is also the specific situation.
ParlaMint-BE_2018-03-29-54-plenair-ip222x.u8	Mr Yüksel, Mr Geerts wishes to interrupt you.
ParlaMint-BE_2018-03-29-54-plenair-ip222x.u9	Mr Yüksel, I would like to comment on that last element of your speech. I fully agree with you that Article 9 is far too vaguely defined. But may I ask why you did not support our amendment to amend that article?
ParlaMint-BE_2018-03-29-54-plenair-ip222x.u10	I shall come to that in a moment, Mr Geerts. In committee, we discussed this very extensively, including with the Minister. We are concerned above all with a pragmatic way of working. For example, in the case of tickets, SNCB can pay EUR 75 after an amicable settlement. At that time, the ombud service can also play its role. The administrative penalty will only be seen if the traveller fails to comply with the friendly settlement. The Infrastructure Committee has also decided to increase the period of defence from 15 to 30 days. This must guarantee the traveller concerned that he can make a sound defence if he considers it necessary. Particular attention was also paid to the administrative penalty in the case of minors. According to our group, it is rightly imposed in that case. Fortunately, we were able to draw lessons from the regulation of the gas fines, which was used as an example in the drafting of the draft law. For minors, there is always the right to an oral defence; compulsory mediation is provided for and an appeal to the juvenile court is possible. I am confident that the railway companies will follow the minor offenders with due attention and reasonableness and that they will distinguish between carelessness, oblivion and deliberate fraud. Ladies and gentlemen, our group believes that today we are taking a step in the right direction to tackle the impunity of infringements on and around the tracks. We expect the Minister to monitor closely the application of the legislation so that excesses are avoided and the railway companies do not see the administrative fines as an additional source of income, but above all address them in order to increase safety on and around the tracks. Mr Minister, you can expect my group to follow that up. More secure and punctual trains must be the result of the design, which we will therefore approve.
ParlaMint-BE_2018-03-29-54-plenair-ip222x.u11	Mr President, Minister, ladies and gentlemen, I will be slightly less lyrical than the first two speakers and try to keep it as businesslike as possible. The Minister had hoped that this bill could have been put to the vote much more quickly in Parliament but, as Mrs Inez De Coninck said earlier, the usefulness of the second reading was important because some technical and substantive aspects could be changed. I believe that we have had a good debate in committee and that we have done our duty by taking a critical look at the draft in the hope that our Parliamentary action can guide possible interpretations in a court of law. As I said in committee, I, along with my group, am in favour of administrative sanctions in this area. There can be absolutely no impunity, let there be no doubt about that. However, some municipalities apply rather severe administrative sanctions. I am thinking, for example, of the sanction for eating a sandwich on the steps of a church. My fear was that this would also be the case with SNCB. Hence the following fundamental concerns with regard to the administrative sanctions imposed on SNCB and Infrabel. Firstly, all legal remedies must be respected. The question is to what extent this principle is still in force in this legislation. I refer to the opinion of the Council of State which states that a number of articles are very vague. I have discussed the issue of nuisance in committee. What's bothering one and what's bothering the other? Mr Yüksel cited the example of the show. That is why we have included this in an amendment. I welcome the fact that it is being cited today, but it is a pity that the amendment was not adopted in committee. What one interprets as fun, interprets the other as annoying. This creates legal uncertainty in the margin of discretion of such legislation. Secondly, the right of defence and time limits. It's true that this was modified during the meeting. The defence proceedings were extended and I think this is a good thing. We must be careful with this legislation. The railway companies must not, on the one hand, be generous to themselves and, on the other hand, be very rigid for the customer. This is a risk from the current legislation. Thirdly, the Minister said during the discussion that the substantive comments and penalties of acts are not really new, because the transport agreement already states that a number of modalities must be met when buying a ticket. After the second reading and the various discussions, I insist that there is still uncertainty today about ticket C170. Often people do not know why they were fined or restrained. There is a fear that these administrative sanctions will not remove this ambiguity. Fourthly, proportionality. A fundamental question to ask is whether the amounts of fines are proportionate to the infringements. We have discussed this. I think that the fines are too high, especially with regard to minors. When I read the text of the draft in preparation for my presentation, I wondered what was the starting point of its authors. Every traveler seems like a potential incivist to them. Indeed, it is assumed that all travellers may be able to commit an infringement. Let me give you the example of traveling without a valid ticket, the black-driving. Now, someone who forgets his subscription or his discount card or someone who took the wrong train; they are all put in the same pocket. Fifthly, we are missing the conciliation aspect and this is also reflected in the opinion of the ombudsmen. Perhaps in a hearing they should have expressed their reservations themselves in this draft law. A few years ago, under then CEO Descheemaecker, the ombudsdienst was completely out of play on conciliation. Melchior Wathelet then tried to defend the ombudsmen. The present document once again misses the opportunity to give mediation a central role in resolving disputes, especially with regard to young people. In the minutes of the ombudsmen's service there is also an example of the problems that arose with an autistic child of thirteen years old. You can argue that this is only one example, but I can say that the very strict legislation is also based on just a few examples. That brings me to the age criterion of fourteen years. I think that is a fundamental problem. For our amendment on this, I also hoped to get the support of the N-VA Group, because the N-VA had also put forward the age criterion, in particular 16 years, in its own legislative proposal. We asked for figures in committee. To our question about how many under-eighteen-year-olds it was, the Minister replied that it was about 36 432 minors in 2016, if I am not mistaken. A further distinction was made in the report: 2 784 cases were committed for 15-year-olds, 9 993 cases were committed for young people aged 14-16 and 23 655 cases were committed for young people aged 16-18. The fundamental question is how do we treat young people in our society? The amendment to raise that age to 16 is the only amendment we have tabled again today. The fundamental question is which glasses we look at young people in our society with. The current majority are looking with very strict glasses, so young people enjoy very little confidence. Finally, I would like to put what we are discussing here in a different perspective. In the explanatory statement and also in the speech of some colleagues, it was mentioned that there were 391 865 infringements of non-payment in 2016. No one will deny that this figure is hugely high. Allow me, however, to look at this from a different perspective. According to SNCB's annual report, there are 870 000 travellers per working day. That annual report says that there are 230 million journeys by travellers. Well, if the 391 865 infringements are placed next to 230 million movements, they amount to 0.0017 %. There was a cyclist once caught with zero, zero, zero. When one hears the figure of 391 865 infringements, it seems huge, but please look at it from a different perspective. We believe that certain elements of this draft did not have the perspective in mind. That is why, as in committee, we will abstain from the vote.
