ParlaMint-BE_2018-12-06-54-plenair-ip258x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2018-12-06-54-plenair-ip258x.u2	In accordance with the opinion of the Conference of Presidents of 5 December 2018, I propose that you enter the following items on this afternoon's agenda: 1) the swearing-in of new members; In the case of oral questions, the plenum should begin with the discussion of and the vote on the names of: - the motion for a resolution (Mr Georges Dallemagne and Mr Olivier Maingain, Mrs Vanessa Matz, Mrs Catherine Fonck and Mr Julie Fernandez Fernandez) on the signing by Belgium of the Global Pact for safe, orderly and regular migration, Nos 3385/1 to 7; - the motion for a resolution (Mr Wouter De Vriendt, Mr Benoit Hellings, Mr Kristof Calvo and Mr Georges Gilkinet, Mrs Meyrem Almaci and Mrs Sarah Schlitz) calling on the Federal Government to support without reservation the Global Compact for Migration, Nos 3386/1 and 2. In accordance with the opinion of the Conference of Presidents of 5 December 2018, I propose that you include in the agenda this afternoon the following items: 1. the swearing-in of new members; 2) to begin the sitting, before the oral questions, with the discussion and the nominative vote on: - the motion for a resolution (MM. Georges Dallemagne and Olivier Maingain, Mrs Vanessa Matz, Catherine Fonck and Julie Fernandez Fernandez) on the signing by Belgium of the Global Compact for Safe, Orderly and Regular Migration, Nos. 3385/1 to 7; - the motion for a resolution (MM. Wouter De Vriendt, Benoit Hellings, Kristof Calvo and Georges Gilkinet, Meyrem Almaci and Sarah Schlitz) calling on the federal government to fully support the Global Compact on Migration, Nos. 3386/1 and 2. I would also suggest that you enter on the agenda of this afternoon's plenary session: - the draft law ratifying the Royal Decree of 15 October 2017 fixing for the year 2017 the amount of the remuneration referred to in Article 14 (8), 16th paragraph, of the Law of 11 April 2003 on facilities for the decommissioning of nuclear power stations and for the management of nuclear fuel irradiated in those nuclear power stations, Nos 3104/1 to 3. The report will be distributed as a proof of printing. I also propose that you include in the agenda of this afternoon's plenary session: - the draft law confirming the Royal Decree of 15 October 2017 fixing for 2017 the amount of the allocation contribution referred to in Article 14, § 8, paragraph 16, of the Act of 11 April 2003 on provisions for the dismantling of nuclear power plants and for the management of irradiated fissile material in such plants, Nos. 3401/1 to 3. The report will be distributed as a proof. Are you sure you don't mind? [[No.]] It is thus decided. No observation? [[No]] That will be the case.
ParlaMint-BE_2018-12-06-54-plenair-ip258x.u3	We must proceed with the admission and swearing-in of the successor who is eligible to replace Mr Benoit Hellings, who resigned on 30 November 2018. We must proceed to the admission and swearing-in of the alternate to sit in replacement of Mr Benoit Hellings, who resigned on November 30, 2018. The successor who will replace him is Mrs Véronique Waterschoot, the first successor to the Brussels-Capital constituency. The alternate is Ms Véronique Waterschoot, the first alternate in the Brussels-Capital electoral district. Mrs Véronique Waterschoot's credentials were declared valid at our meeting on 19 June 2014. Ms. Véronique Waterschoot's credentials were validated in our June 19, 2014 session. Since the additional examination provided for in Article 235 of the Code of Choice refers exclusively to the maintenance of the eligibility requirements, in the light of the documents obtained, it is a mere formality in the present circumstances. Since the supplementary verification, provided for in article 235 of the Electoral Code, relates only to the preservation of the conditions of eligibility, it appears that this verification, in the light of the documents obtained, has only a character of purely formality. I therefore propose that this Member be admitted. I therefore propose that you proceed to the admission of this member. Are you sure you don't mind? [[No.]] It is thus decided. No observation? [[No]] That will be the case. I recall the words of the oath: "I swear to comply with the Constitution" "Your judge d'observer la Constitution" "Ich schwöre die Verfassung zu befolgen." I recall the terms of the oath: "I swear to observe the Constitution" "Ik zweer de Grondwet na te leven" "Ich schwöre die Verfassung zu befolgen". I would ask Mrs Véronique Waterschoot to take the constitutional oath. I ask Mrs Véronique Waterschoot to take the constitutional oath.
ParlaMint-BE_2018-12-06-54-plenair-ip258x.u4	Mrs Véronique Waterschoot will be part of the French language group. Ms. Véronique Waterschoot will be a member of the French language group. We must proceed with the admission and swearing-in of the successor who is eligible to replace Mrs Sabien Lahaye-Battheu, who resigned on 5 December 2018. We must proceed to the admission and swearing-in of the alternate to sit in replacement of Ms.Sabien Lahaye-Battheu, who resigned on December 5, 2018. The first successor, Mr Anthony Dumarey, has waived his mandate by mail of 5 December 2018. The first alternate, Mr.Anthony Dumarey, gave up his mandate by e-mail on December 5, 2018. The successor who will replace her is Mrs Sandrine De Crom, second successor to the West Flanders constituency. The alternate is Ms Sandrine De Crom, the second alternate in the electoral district of West Flanders. Mrs Sandrine De Crom's credentials were declared valid at our meeting on 19 June 2014. Ms. Sandrine De Crom's credentials were validated in our June 19, 2014 session. Since the additional examination provided for in Article 235 of the Code of Choice refers exclusively to the maintenance of the eligibility requirements, in the light of the documents obtained, it is a mere formality in the present circumstances. Since the supplementary verification, provided for in article 235 of the Electoral Code, relates only to the preservation of the conditions of eligibility, it appears that this verification, in the light of the documents obtained, has only a character of purely formality. I therefore propose that this Member be admitted. I therefore propose that you proceed to the admission of this member. Are you sure you don't mind? [[No.]] It is thus decided. No observation? [[No]] That will be the case. I recall the words of the oath: "I swear to comply with the Constitution" "Your judge d'observer la Constitution" "Ich schwöre die Verfassung zu befolgen." Je rappelle les termes du serment: "Je jure d'observer la Constitution" "I swear to comply with the Constitution" "Ich schwöre die Verfassung zu befolgen." I would ask Mrs Sandrine De Crom to take the constitutional oath. I ask Mrs Sandrine De Crom to take the constitutional oath.
ParlaMint-BE_2018-12-06-54-plenair-ip258x.u5	Ms Sandrine De Crom will be part of the Dutch language group. Ms Sandrine De Crom will be a member of the Dutch language group.
ParlaMint-BE_2018-12-06-54-plenair-ip258x.u6	Proposals tabled by: Proposals submitted by: - 3385: Georges Dallemagne, Olivier Maingain, Vanessa Matz, Catherine Fonck, Julie Fernandez Fernandez. - 3386: Wouter De Vriendt, Benoit Hellings, Kristof Calvo, Georges Gilkinet, Meyrem Almaci, Sarah Schlitz.
ParlaMint-BE_2018-12-06-54-plenair-ip258x.u7	The text adopted by the committee is the basis for the discussion. (Rgt 85, 4) (3385/6) The text adopted by the committee serves as the basis for discussion. (Rgt 85, 4) (3385/6) The title was changed by the committee to "Proposal for a Resolution on the Global Pact for Safe, orderly and regular Migration." The title has been amended by the committee to propose a resolution on the Global Compact for Safe, Orderly and Regular Migration". The meeting's open. The discussion is open.
ParlaMint-BE_2018-12-06-54-plenair-ip258x.u8	Mr President, very briefly, because I would certainly like to give Mr Flahaux the opportunity to start his report immediately. Today, our Parliament is firmly committed to the Belgian position on the UN migration pact. I hope it will be the last time, because this discussion has been dragging on long enough. It is important for our group to do so on the basis of complete information. Our group, like a number of editorial staff, has just been able to look at an instruction paper from our Foreign Minister. In this instruction paper, which dates from the beginning of October, the Foreign Minister instructs our diplomats in New York to support the pact, even more so, to promote it. This is also the question in the resolution before us. I think it is important for Parliament to be able to hold the debate on the basis of complete information. Hence my question to spread that instruction note to the banks, not with the intention of adding more chaos to the chaos, but to add more factuality to the debate. Mr President, I would therefore ask you to have this instruction paper distributed so that the groups know what is going on. It underlines once again the situation in which we have ended up. Our country asked diplomats at the beginning of October to express a certain position, while today, at the beginning of December, there is doubt about that. I do not think that this is a healthy situation and therefore I believe that it should be eliminated on the basis of all available information. That is why I am asking for the instruction note to be distributed to the banks.
ParlaMint-BE_2018-12-06-54-plenair-ip258x.u9	Mr President, I agree with what Mr Calvo said. Before starting this debate, I would like some clarification from the Prime Minister. First of all, Prime Minister, I note that no N-VA minister is here. My question is therefore whether, when you take the floor, you will speak on behalf of the government as a whole or not? Secondly, I take the instruction note of 3 October from our Minister for Foreign Affairs. Prime Minister, did you know about the existence of this instruction note? If so, I feel you've taken 150 MPs by the nose. After all, if that instruction note is there, and it is there, and if you knew that, then you would no longer need Parliament's support to go to Marrakesh on Monday and to join you there on behalf of the government in the consensus. Mr De Roover, your third red line has already been crossed, because with this instruction note the process has been completed. Prime Minister, has Belgium indicated to the UN that it will adopt the text? I come to my final question to the Prime Minister. Mr De Roover announced that the N-VA would place the item on the agenda of the Council of Ministers. Prime Minister, is this item already on the agenda of the Council of Ministers? I'd like to know, because this game of the N-VA has to stop. The sp.a believes that the government should rule and... (...)
ParlaMint-BE_2018-12-06-54-plenair-ip258x.u10	Mr van der Maelen, no preliminaries on the debate, please. It was about the organisation of work. We will include your comment in the debate later. Mrs Fernandez Fernandez has the floor on the order of business.
ParlaMint-BE_2018-12-06-54-plenair-ip258x.u11	Mr President, I agree with my colleagues. During the hearings, we learned that COORMULTI had led to the adoption of the pact on 12 September. Like my colleagues, I learned from the press that, on 3 October, the Minister for Foreign Affairs himself gave official instructions - taken from Mr Calvo's paper - to Belgian representatives in the United Nations to support the pact. Therefore, the procedure is closed, Prime Minister. Can you confirm this information? Indeed, I think they will influence the continuation of our discussions.
