ParlaMint-BE_2018-05-24-54-plenair-ip230x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2018-05-24-54-plenair-ip230x.u2	Colleagues, I have just received a call from colleague Dirk Van Mechelen, who has reported the death of former colleague Jacky Buchmann, who many of us have known. Then We shall give him due thanks. You will also have noticed that we have distributed on the bench the English version of the brochure on the activities of the Commission of Inquiry into Terrorist Attacks. As you know, this is something we have made at the request of many foreign guests who are asking for an English-language report on the work of the committee chaired by Dewael.
ParlaMint-BE_2018-05-24-54-plenair-ip230x.u3	We must proceed to the admission and swearing-in of the alternate to sit in replacement of Mr.Eric Massin, who resigned on May 3, 2018. We must proceed with the admission and swearing-in of the successor who is eligible to replace Mr Eric Massin, who resigned on 3 May 2018. The alternate is Mr. Olivier Henry, the first alternate in the electoral district of Hainaut. The successor who will replace him is Mr Olivier Henry, the first successor to the Hainaut constituency. Mr. Olivier Henry's powers were validated in our June 19, 2014 session. Mr Olivier Henry's credentials were declared valid at our meeting on 19 June 2014. Since the supplementary verification, provided for in article 235 of the Electoral Code, relates only to the preservation of the conditions of eligibility, it appears that this verification, in the light of the documents obtained, has only a character of purely formality. Since the additional examination provided for in Article 235 of the Code of Choice refers exclusively to the maintenance of the eligibility requirements, in the light of the documents obtained, it is a mere formality in the present circumstances. I therefore propose that you proceed to the admission of this member. I therefore propose that this Member be admitted. No observation? [[No]] That will be the case. Are you sure you don't mind? [[No.]] It is thus decided. I recall the terms of the oath: "I swear to observe the Constitution" "Ik zweer de Grondwet na te leven" "Ich schwöre die Verfassung zu befolgen '. I recall the words of the oath: "I swear to comply with the Constitution" "Your judge d'observer la Constitution" "Ich schwöre die Verfassung zu befolgen." I ask Mr. Olivier Henry to take the constitutional oath. I would ask Mr Olivier Henry to take the constitutional oath.
ParlaMint-BE_2018-05-24-54-plenair-ip230x.u4	Mr. Olivier Henry will be a member of the French linguistic group. Mr Olivier Henry will be part of the French language group.
ParlaMint-BE_2018-05-24-54-plenair-ip230x.u5	In accordance with the opinion of the Conference of Presidents of 23 May 2018, I propose: - to avoid the following point: the draft law amending the Code of Criminal Procedure with a view to introducing the special method of investigation for civil infiltration, Nos 2940/1 to 8; - to be entered on the agenda of this afternoon's plenary session: • the bill (Mr Brecht Vermeulen) amending the law of 21 December 1998 on safety at football matches, Nos 2475/1 to 11; • the bill (Mrs Peter De Roover, Ahmed Laaouej, David Clarinval, Servais Verherstraeten and Patrick Dewael, Ms Meryame Kitrir, Mr Jean-Marc Nollet and Ms Catherine Fonck) amending the Act of 3 December 2017 establishing the Data Protection Authority, Nos 3104/1 to 4; • an application for an opinion to the Supreme Court of Justice. In accordance with the opinion of the Conference of Presidents of 23 May 2018, I propose: - delete the following point: the draft law amending the Code of Criminal Investigation with a view to introducing the specific method of seeking civil infiltration, Nos. 2940/1 to 8; - to include in the agenda of this afternoon's plenary session: • the proposal for a law (Mr Brecht Vermeulen) amending the Act of 21 December 1998 on security during football matches, Nos. 2475/1 to 11; • the proposal for a law (MM. Peter De Roover, Ahmed Laaouej, David Clarinval, Servais Verherstraeten and Patrick Dewael, Ms Meryame Kitir, Mr Jean-Marc Nollet and Ms Catherine Fonck) amending the Act of 3 December 2017 establishing the Data Protection Authority, Nos. 3104/1 to 4; • a request for an opinion from the Supreme Council of Justice. Are you sure you don't mind? [[No.]] Thus shall be done. No observation? [[No]] That will be the case.
ParlaMint-BE_2018-05-24-54-plenair-ip230x.u6	Mr President, Mr Vice-President of the Commission, ladies and gentlemen, yesterday the European Commission published its country report on our budgetary situation, always a moment to look forward to, because after that, the budgetary discussions on budgetary control begin here in Parliament. In the meantime, we have known for a number of years that the European Commission can be critical and rightly critical of the budgetary situation of our Member States. For Belgium, too, the European Commission is again rightly critical today. In the meantime, we have a number of concerns about our budgetary situation. Firstly, we must continue to work on the decline in our public debt. Secondly, our expenditure must be controlled. Thirdly, the agreements reached on the government's revenue and clean-up must be achieved. Think of the redesign of the government or the caiman tax. Fourthly, the budgetary implications of our fiscal reforms, such as corporate tax reform and the tax shift, are still uncertain. The CD&V Group calls for the government to work in the coming months on the budgetary path set with Europe towards that budgetary balance, which was abandoned during the current legislature and postponed until 2020. We therefore call for the necessary measures to be taken in the coming months. I am quite right to support this, and I fully support it. The current government has been working on a strong growth and reform agenda since it took office. After all, that pays off. We note that 260,000 additional jobs have been added during the current legislative period. We have also worked on increasing our competitiveness, a very important challenge for the current federal government. The purchasing power of the people has also increased, especially for the category of the lowest wages. We therefore note that the growth and reform agenda certainly pays off. Minister, I would ask you to make sure that the growth agenda continues in the coming months. Yesterday, we heard from KBC that if there was a threat of an adjustment in economic growth, there would be an adjustment down by 0.3% of GDP, which would have a huge impact on budgetary efforts. Mr President, I would just like to point out that the European Commission's country report also focuses on reducing prices in retail and supermarkets, on increasing competitiveness and on working on the labour cut. There is a risk of labour shortages and additional efforts still need to be made for a number of groups of opportunities. That is why I have the following questions for you. How do you and the government evaluate the European Commission's country report? What additional efforts under your important competences in the field of Work and Economy do you see to strengthen the growth engine?
ParlaMint-BE_2018-05-24-54-plenair-ip230x.u7	Mr President, Mr Vice-President, ladies and gentlemen, yesterday, as every year, we received the country report. It was certainly not all bad and bad, because we were praised for the reforms in the areas of pensions, the labour market and health care. Minister, I know that it has not always been easy for your supporters and certainly for the trade union wing to accept everything that has been put forward by the liberal-inspired parties in recent years, but it has been successful. Ladies and gentlemen of the opposition, it yielded for everyone, not just the happy few. The tax shift is the largest tax reduction for the lowest wages in years. Everyone in the government should defend it, and the opposition should, in fact, be the most social tax reform we have implemented for years. It is working, because the number of jobs and vacancies is rising and unemployment is falling. This also brings about a nice saving in the Department of Work, because on account of the RVA there are far fewer benefits to be paid. However, a major effort is still needed to achieve a balanced budget by 2020. Everyone will have to make a tooth for that, across all governments. In our country, all governments together are still 4% more expensive than the Dutch government to carry out the same tasks. So we must all work to make the government more efficient and to implement the redesign in our own organisation. There are still tasks to be done in the field of work. Belgian Prime Minister Borsus made it clear today that on average the rate of activity in Belgium is still 10% lower than in the Netherlands. There is therefore also work to be done in this area across all governments, including at the federal level. Several measures in the federal government agreement have not yet been implemented. The bridge pension reform was based on the demand of the social dialogue. I also mention the tension between pay and seniority, which has been scientifically proven to lead to fewer older people working in our labour market. Minister, we are facing important municipal elections. However, I would ask you, along with the other members of the government, not to allow your agenda to be determined. Minister, what opportunities do you see for continuing the reforms, in response to Europe's criticism? What are you planning, along with your colleagues in the federal government?
ParlaMint-BE_2018-05-24-54-plenair-ip230x.u8	Let me say something which will be very good for your constituents, Mr Lachaert, also for my constituents, who are probably the same. Firstly, as Mrs Smaers pointed out, the Commission has not stated so long ago that it expects an increase of 1.8 % for 2018, while it would fall to 1.7 % in 2019. The National Bank confirms that. The VBO even predicted that there would be a growth of 2% by 2018. If the VBO is a little too optimistic, let me put it in the middle. In any case, we are well aware of these growth rates. KBC recently said that growth might fall to 1.6 %, because, according to KBC, the international climate could deteriorate somewhat and growth might need to be adjusted downwards for all countries. I hope that the international trade environment remains positive despite the weakening. I come to an important point that I have already made here: growth is very important, but the intensity of employment of growth is even more important. In that respect, we score very well. We are among the best in Europe. Our growth is what she is. We have had discussions in the past about the fact that others have higher growth, but the labour intensity of our growth is very important and it is good. For an economic growth of 1%, we note a job creation of 1.1 %. In the past, an economic growth of 3.5 % was needed for the same number of jobs created. Secondly, and this brings me to the essence, I call for a growth agenda, in the next few weeks and months, until May 2019, when this legislative period expires. This growth agenda needs to address a number of issues. Mrs Smaers rightly referred to the obstacles to competition. We've been investigating inflation in the service sector. In this respect, decisions were taken, especially in the telecommunications sector, by Minister De Croo. There's also the Price Observatory. We have been working with the distribution to remove a number of handicaps, in particular territorial supply restrictions. We will have further discussions on this at Benelux and Europe level. Secondly, we must remove the bottlenecks and the efficacy paradox as soon as possible. Mr Lachaert, you are right. Your colleague said that last week. Belgium has an efficacy level of 68.5 %. We need to get above 73 percent. At the same time, we cannot solve many open vacancies, especially for bottleneck professions. We must resolve this paradox as quickly as possible. I myself wrote to the Group of Ten last week asking them to take an initiative. We discussed this with the Prime Minister next week at the Consultative Committee with the Länder. In addition to the initiatives you mentioned, there are still a lot of things in progress that require a lot of energy. If we are to overcome the paradox of the low level of activity versus the open vacancies, we must reflect on how we use training funds, what measures we can take in relation to the risk groups and start-ups jobs, what fiscal incentives we can take, for which Wallonia argues, and what positive actions under the 2007 anti-discrimination law we can put in place. Finally, there is the investment pact, amounting to 60 billion additional investments, in which the Prime Minister has already invested a lot of energy. I trust that we will be able to move forward with the majority and the opposition. These are elements of the growth agenda, on which we must work decisively.
ParlaMint-BE_2018-05-24-54-plenair-ip230x.u9	Thank you, Mr Vice Prime Minister, for your reply. Our country certainly needs growth. I therefore welcome your additional commitment to the growth agenda for the last year of the legislature, so that the growth engine does not weaken. You have raised a number of points, such as the shortage of labour and the need for additional activation of employment groups. I think it is important to tackle inflation and the too high prices that have to go down. I would once again encourage you to use the last year usefully for the budget and the growth agenda. The government has exactly another year. Let's use the time usefully.
ParlaMint-BE_2018-05-24-54-plenair-ip230x.u10	I can only endorse Mrs Smaers: we must use the year ahead very usefully. Not only must we go door to door in the campaign; we must continue to work here. You can count on our group to continue to make proposals for the labour market. Our labour market remains fairly rigid in an international context in various areas, which does not make it easy to respond to new developments in society, such as digitisation or new jobs. There is a real mismatch between the cut in the labour market and the number of workers at risk of losing their jobs or not having a job. You are quite right to refer to training, but we really need to be able to involve employers so that they can train their own staff, regardless of any training obligation. Let me give you the example of a proposal I made. In my view, employers themselves want to invest extra to train employees for bottleneck jobs if they are sure that that staff member will continue to work with them for a while. I call for a reform in this area. Either way, you can count on me. I will be putting on the table with my group many more reforms in the coming period. We hope that an additional cartouche can be provided during the budget negotiations in order to complete the course in beauty during the last year of the administration.
ParlaMint-BE_2018-05-24-54-plenair-ip230x.u11	Mr Vice Prime Minister, we heard from the media that you are rather sceptical about the study to calculate the costs of migration. The same goes for your chairman Wouter Beke. However, you are Deputy Prime Minister and your opinion is therefore very important. If your opinion differs from that of the other members of the government, then it is all the more interesting. Mr Vice Prime Minister, you know that not everything in this country is homogeneously split. This means that there are a lot of powers and responsibilities in the Länder. As a former Prime Minister, you will only be able to confirm that. Do you think that the failing integration policy should also be included in this study? If we look at the number of immigrants working here, our score is at the lowest in all of Europe. If we look at the representation of immigrants in higher education, then we score below average. There are problems, however, mainly at the federal level. My question then is what we will all charge. What would you say would be in that, Minister? There's something like the legal influx. We have a family reunification of non-EU citizens of 14 000 people per year. Are we looking at migration policy? Are we also considering the migration policy of the Michel Government? After all, we have an influx which is 7 % higher. Are we also looking at the expulsion policy? Are you taking that into account in your calculations? Do you want this aspect to be included? Only 20% of the expulsion orders are actually executed. There are also the illegals. However, we can draw the conclusion that these costs will be very difficult to calculate. I believe that some of your colleagues already know that cost. After all, we see that some of them in Marrakech have reached an agreement to promote legal migration between Europe and West and Central Africa. Minister, what is your position on this study? Are you in favour or against? Do you think they're useful? Do you just consider this a stunt of one of your coalition partners?
