ParlaMint-BG_2022-01-27.u1	Dear Members of Parliament, seven colleagues participate online in today's meeting: Angel Georgiev?
ParlaMint-BG_2022-01-27.u2	Here.
ParlaMint-BG_2022-01-27.u3	Andrei Gurov?
ParlaMint-BG_2022-01-27.u4	Here.
ParlaMint-BG_2022-01-27.u5	Desislava Taneva?
ParlaMint-BG_2022-01-27.u6	Here.
ParlaMint-BG_2022-01-27.u7	Ivaylo Mirchev?
ParlaMint-BG_2022-01-27.u8	Here.
ParlaMint-BG_2022-01-27.u9	Yordan Majunkov?
ParlaMint-BG_2022-01-27.u10	Here.
ParlaMint-BG_2022-01-27.u11	Peter Petrov?
ParlaMint-BG_2022-01-27.u12	Here.
ParlaMint-BG_2022-01-27.u13	Tsvetan Enchev?
ParlaMint-BG_2022-01-27.u14	Here.
ParlaMint-BG_2022-01-27.u15	Thank you. 188 registered MPs in the hall and 7 registered online There's a quorum. I'm opening the meeting. [[PHONE RINGING]] Before we go to the first item on the agenda, I say: ? RESPONSIBILITY? No 1084-НС of 26 January 2022 of the Central Election Commission on the declaration of Ventsislav Ivanov Petkov and Deyan Petev Petkov as MPs in the Fifteenth Election Region of Plevenski, in the 47th National Assembly With a letter in my letter. No НС-02-1 of 26 January 2022 of the CEC was received a decision of the National Assembly of 26 January 2022 which, on the basis of art. 72, para. 1, t. 1 and para. 2 of the Constitution of the Republic of Bulgaria are suspended the powers of the National Representative Alexander Velislavov Todorov from the 15th Election Region of Plevenski, erected by the party. By Decision No 1037-NS of 14 December 2021 the Central Election Commission announced the next in the list under No 3 Ventsislav Ivanov Petkov as MP for the time during which Radostin Petev Vassilev served as Minister. The Central Election Commission in implementation of art. 302 of the Election Code and in line with Decision No 8 of 16 May 1993 under the Code of Conduct No 5/1993 of the Constitutional Court of the Republic of Bulgaria believes that the next permanent term of office of Alexander Velislavov Todorov should be announced on the list of Ventsislav Ivanov Petkov and at the place of the elected Minister of Minister Radostin Petev Vasilev for the time during which he performs the functions of Minister should be announced Deyan Petev Petkov under No 4 on the list of party In view of the above and on the basis of art. 57, para. 1, t. Art. 1, art. 247, t. Art. 6 and art. 302, para. 1 and para. 2 of the Election Code and Decision No 8 of 16 May 1993 under the Code of Conduct No 5/1993 of the Constitutional Court of the Republic of Bulgaria HAS DECIDED Announcing as MP in the 47th National Assembly of the Fifteenth Election Region of Plevenski, Ventsislav Ivanov Petkov, EGN..., from the list of the party There is such a people. Announcing as a MP from the Fifteenth Election Region of Plevenski, Deyan Petev Petkov, EGN..., under No 4 of the party list..There is such a people, at the place of Radostin Petev Vasilev for the time during which Radostin Petev Vasilev served as a minister. The decision to promulgate in the Official Journal. I ask Mr. Petkov to be invited to the oath room as a representative of the National Assembly. Mr. Petkov, I will pronounce the oath. You repeat after me. [[Everyone gets up.]]
ParlaMint-BG_2022-01-27.u16	I swear in the name of the Republic of Bulgaria to respect the Constitution and the laws of the country and in all my actions to be guided by the interests of the people. I swore! [[Applause.]]
ParlaMint-BG_2022-01-27.u17	Can you do it the way you're supposed to do it?
ParlaMint-BG_2022-01-27.u18	Yes, Mr. Karadaye. Here you go.
ParlaMint-BG_2022-01-27.u19	Thank you, Mr. Chairman. Ladies and gentlemen of the House! Since I have just checked on the website of the National Assembly, the status of the question asked by me to Minister Boyko Rashkov of 15 December 2021 stands that it has been answered, and such an answer is not answered. I still expect the documents for those over 20,000 outrageous militias that took place during the elections in July and November. Therefore, Mr President, as I asked you yesterday, I ask you today not to mislead the MPs or the Bulgarian citizens and to correct the website of the National Assembly. And to take on your role to remind the ministers that according to the Constitution, the National Assembly exercises parliamentary control over the executive power, and they are obliged to respond to the questions of the MPs and in due time, within the time limit, to submit all the necessary documents that the MPs have requested to them, whether it is a business secret or a state secret. Thank you.
ParlaMint-BG_2022-01-27.u20	Thank you, Mr. Karadaye. Communication: The National Assembly received a Report of the Chairman of the Governing Council of the Bank Deposit Guarantee Fund on the performance of its functions under the Bankruptcy Act for the period 21 December 2021 and Protocol No 2 of a meeting of the Governing Council of the Bank Deposit Guarantee Fund held on 24 January 2022 at which the Report was reviewed and discussed. By letter of the President of the National Assembly, the report and the Protocol were sent to the Budget and Finance Committee. The materials are available to the MPs in the Library of the National Assembly. We move on to item one of our agenda under the Programme adopted yesterday: THE SECOND VOICE OF THE LAW FOR CHANGE AND COMPLIANCE OF THE LAW FOR ENERGY. A report from the Energy Commission on a Draft Law amending and supplementing the Energy Act No 47-254-01-3 was submitted by a group of MPs on 18 January 2022. I ask the President of the Commission, Radoslav Ribarski, to order the report to be presented.
ParlaMint-BG_2022-01-27.u21	Mr. Chairman, ladies and gentlemen of the House! Report on the Draft Law amending and supplementing the Energy Act, No 47-254-01-3, submitted by Victoria Vasileva, Ivaylo Mirchev, Miroslav Ivanov and Georgi Svilenski on 18 January 2022. "Repair for amendment and supplement of the Energy Act. " The Commission supports the text of the importer on the name of the Law. Under § 1, there is a proposal from the MPs Ramadan Atali, Stanislav Anastasov and Fatme Ramadan: Paragraph 1 is out. The Commission does not support the proposal. The Commission shall support the importer's proposal for § 1. Under § 2 there is a proposal from the MPs Ramadan Atali, Stanislav Anastasov and Fatme Ramadan: Paragraph 2 is out. The Commission does not support the proposal. The Commission shall support the importer's proposal for § 2. Proposal from the MPs Delyan Dobrev, Alexander Nenkov, Zhecho Stankov and Rositsa Kirova: A new § 2a is being created: sssssssssssssssssssssssssssssssssss. In Article 4 (1) (b), point (c) is replaced by the following: 12a The following amendments and additions shall be made: Alinea 2 is amended as follows: (2) Proposals for the election of members of the committee may be made: 1. the Members of the National Assembly and the Parliamentary Groups; 2. The President of the Republic of Bulgaria; 3. Bulgarian non-profit legal entities registered for public benefit, in the areas regulated by this law, under the Water Supply and Sewerage Services Regulation Act and under the Consumer Protection Act; 4. Nationally represented employers' and workers' organisations. The Commission does not support the proposal.
ParlaMint-BG_2022-01-27.u22	I am opening the discussion on the texts read by the Chairman of the Energy Commission. To make a statement, Delyan Dobrev. Here you go.
ParlaMint-BG_2022-01-27.u23	Dear Mr. Chairman, honourable Members! The point of our proposal is to give more transparency and more opportunity to all public organizations in Bulgaria, including employers, trade unions, NGOs, the President of the Republic of Bulgaria, to be able to nominate candidates for members and chairman of the KEWRC. I see nothing wrong with our proposal, and I am surprised why it was not supported by the Energy Committee yesterday. In the end, the decision will subsequently be of the Energy Commission and of the plenary, that is, no matter what candidates will propose the extended circle of persons who, according to our proposal, have the right to propose members and president, the final decision will be of the National Assembly. Yesterday after 6:00 we received even another argument in favour of our proposal: until 6:00 yesterday only two proposals were introduced for the two seats in the KEWRC, which should be selected. One is for the chair and the other is for the member. So we see that the choice in this sense is predetermined. Therefore, we do not understand: why do you not support our proposal to have the opportunity, since the MPs cannot offer more than one person for one place, why not give the President the opportunity to propose? In fact, I am also making a procedural proposal: if we can divide the vote, the possibility for the President to propose that members of the KEWRC be voted separately. So I don't understand why you're against our proposal. You have come to power with requests that you will be transparent, you will be a new morality in politics, and you are using the worst practices of the past for a post to be a candidate. Thank you.
ParlaMint-BG_2022-01-27.u24	Mr. Dobrev, just a second. You are now making a procedural proposal. Two, let's vote separately. [[Definitions between MP Delyan Dobrev and Chairman Nikola Minchev.]] Thank you, Mr. Dobrev. Are there any lines for Mr. Dobrev? Here you go, Mr. Karadaye.
ParlaMint-BG_2022-01-27.u25	Thank you, Mr. Chairman. Dear Mr. Dobrev, you claim that you do not understand, but I also remember your statements from the first reading of bills and then here in the Chamber, there were opinions that this law was a lobbying bill in the Energy Act. The aim of these changes at first reading was to control the KEWRC in the conquered state by the oligarch and media monopoly Ivo Prokopiev. [[Noise, lines and laughter.]] So, I think you've known this thing well since the first reading of the Law. Thank you. [[Applause from DPS.]]
ParlaMint-BG_2022-01-27.u26	Any other lines to Mr. Dobrev? Sincere Mitev, come on in.
ParlaMint-BG_2022-01-27.u27	Dear Mr. Chairman! I would like to thank Mr. Dobrev for confirming that the practices of the past are the darkest and also to say that you have had enough time and you have to propose...............I do not know why you haven't proposed. Thank you. [[Applause from "We are continuing the Change."]]
ParlaMint-BG_2022-01-27.u28	Third line, Tsoncho Ganev.
ParlaMint-BG_2022-01-27.u29	Mr. Chairman! Just days ago, GERB announced the name, which will most likely take over the KEWRC. The media came up with a name and confirmed it. If you think what you're doing in Parliament is something other than... [[Replications of the National Representative Nastimir Ananiev.]] I will ask Mr. Ananiev to continue wearing his mask and not replicate, because he is once again a laughingstock.
ParlaMint-BG_2022-01-27.u30	Mr. Ganev, no such words!
ParlaMint-BG_2022-01-27.u31	Just what I want to say and point out. Twelve years of darkness, you're only going on two months after you took over. Everything that's happening right now in no way improves anything, absolutely nothing! Regarding Mr. Dobrev. I would like to point out whether 12 or 9, as you have repeatedly pointed out, you had a wonderful opportunity, you had a full majority to do this thing. You didn't. And you didn't. At the moment it is not appropriate to do so for the simple reason that you have direct heirs for all that is happening.. will surpass you, with cheerful steps go towards the whole thing that is happening thanks to such people as Mr. Ananiev. [[Applause from "We are continuing the Change."]]
ParlaMint-BG_2022-01-27.u32	Mr. Ganev!
ParlaMint-BG_2022-01-27.u33	I don't think what you're proposing is appropriate, at least because these NGOs, whether or not any organizations will offer anyone, when after that, if this person is elected and takes over the KEWRC or becomes a member of the KEWRC, no one will be personally responsible for what he does or does not do with his inaction. I don't think it's a good option for this thing to happen. That is why we cannot support what you say. Thank you.
ParlaMint-BG_2022-01-27.u34	Mr. Ganev, on the grounds of art. 155 in conjunction with Art. 153, p. 2 of the Rules of Organization and Activity of the National Assembly for the insult to Mr. Ananiev I impose a remark on you. [[(Applause and cheering:]] Here you go, Mr. Dobrev, for the back.
ParlaMint-BG_2022-01-27.u35	Dear colleagues! Dear Mr. Mitev, I listen carefully to you when you speak, and I have never found any logic in what you say... [[Noise, lines and laughter.]]
ParlaMint-BG_2022-01-27.u36	Mr. Dobrev!
ParlaMint-BG_2022-01-27.u37	I'm entitled to an assessment, Mr. Chairman. ...but I congratulate you for continuing to go out and speak from this tribune, because there are fellow MPs who take years to get up to speak. In this case, however, the only logic could be that you are also following the dark practices of the past to offer for one post a candidate. You confirm that this is not a good thing, but apparently, when you're in power, you can do it. Mr. Karadayi, you are right that last time I declared very responsible from this tribune that the purpose of this bill is to take over all control of the KEWRC. Uniquely to take control of the KEWRC and give control as never before on this committee, because it has so far been a collective body unlike what will be from today on, because from now on it will be subject to two candidates, which we will probably choose next week or the week after that, which two candidates will make single decisions in the KEWRC. These are the two candidates who have been elected unalternatively because there are no other candidates. These are two candidates who have been dropped by the government to meet certain objectives. They are not the subject of a choice from the plenary.
ParlaMint-BG_2022-01-27.u38	Still unclear law for the Commission.
ParlaMint-BG_2022-01-27.u39	That's right. They are not the subject of a choice from the plenary and from the Energy Commission. We do not know what rules they must comply with.......................................................................................... This law, if it enters into force tomorrow and is published in the Official Gazette tomorrow, because such speed legislation we have never seen, but it is a fact [[(noise, lines and shouts:]] , speaks of an agreement between the National Assembly and the President for the issue of a quick decree, an agreement with the State Gazette to publish the amendment immediately, only to allow the new criteria to apply to the candidates already submitted. I am not sure, however, that they apply to them because these candidates were submitted to yesterday. Yesterday, that law wasn't a fact. Mr. Ganev, last time in the election of the Commission, in the election of Ivan Ivanov, if I am not mistaken, there were more than 10 candidates for the five seats that were free in the KEWRC, that is, there was a real choice then there were concepts. I would be happy when we choose to make the choice, unfortunately, we will not have such a choice, such a competitive procedure this time, because there are two candidates for two seats. I'd repeat it a hundred more times from this tribune, because it's embarrassing! And why we haven't done it in the past, why we haven't given an opportunity in the past to both employers and trade unions and non-governmental organisations and the president, including to give suggestions, but because somehow there was a greater democracy in this House and the MPs themselves and parliamentary groups offered more than one candidate for a place. [[(Voices: "Eee! ") We are continuing the Change.)]] Thank you. [[Applause from GERB-SDS.]]
ParlaMint-BG_2022-01-27.u40	Thank you. For a statement? Procedure? Here you go.
ParlaMint-BG_2022-01-27.u41	Mr. Chairman, with all due respect to you from the first day this National Assembly has not complied with both the Rules which have been adopted and the laws. In particular, what you are punishing me for right now, I would ask you to explain to the National Assembly what exactly... Because in no way have I offended the face of Ananiev. In no way at all! Something more important, though. Absolutely tolerated by your face Ananiev to do whatever he wants, to replicate whenever he wants, to take off his mask to replicate, then put it close to his eyes and that in no way impresses you! [[Noise and lines.]] Another extremely important point, which I would also like to point out, which is extremely disturbing. You are in no way impressed when, during the plenary session, the subcommittee of the Permanent Commission is convened finance and budget. I, as a member of this subcommittee, have not been notified. The Commission is being held, taking a decision, signing documents, after which this remains just like that, by the way, and it is explained to me: "It does not matter, it was not so important committee. " - Is this the way the National Assembly is being led? I ask you very much to exercise real judgment as to whether and who you will punish when you need it. And when there is a reciprocal attitude of the person Ananiev or much stricter penalties should be imposed when a committee is convened during a meeting of the National Assembly and the members of this subcommittee are not informed and the committee is sitting, no one is taking treatment, this is passed and once again we are breaking the law. Once again! And this is approved thanks to the new change that has come. Thank you. [[(Noise and lines. (Applause)]]
ParlaMint-BG_2022-01-27.u42	The question of the subcommittee will be reviewed, the question of the imposed punishment. We will review the express transcript and I will show you the exact words you used to Mr. Nastimir Ananiev, not to make a mistake in the Chamber. For a statement? Vasil Stefanov, come in.
ParlaMint-BG_2022-01-27.u43	Thank you, Mr. Chairman. After this zealous speech I will try to be a little more relaxed with my speech. I would like to say a few words about your proposal from GERB-SDS for the possibility of proposing applications for members of the KEWRC from the NGO sector and from employers' organizations. Firstly, neither in the Communications Regulation Commission nor in the Electronic Media Council nor in the Competition Protection Commission nor in the Financial Supervision Commission may members be offered by the NGO sector or by employers' organisations. This, in my opinion, is done in order to limit lobbying in independent regulators. This is actually what my colleague Mihailova saw yesterday in the Commission, for which I congratulate her. I'm of the same opinion. And colleague Ganev today confirmed in fact that aging would not support such a text in the Energy Act. Next, there is a study by the European Commission of 175 pages. I have not printed them all, excuse me, for the assessment of independence, the effectiveness of national energy regulators in EU member states. It's been analyzed... [[Noise and lines.]] Analysis does, yes. The European Commission is also doing this. ... Austria, Bulgaria, Croatia, Czech Republic, France, Germany, Greece, Hungary, Lithuania, Romania, Slovakia and Spain. In all of them, members of the energy regulators are offered either by the government or by the parliament. Nowhere is it intended to be proposed by the NGO sector or by employers' organisations, that is to say, this is absolutely not a practice in the European Union. I don't think we should do it here. Finally, in 2015, a proposal was made, which is almost identical with what was done now by GERB-SDSS, only then it was made by Mr. Kiril Tsochev by Party ABB. At that time, both in the Commission and in the plenary, the proposal was rejected without any motives, either in the Commission or in the plenary, i.e. there was no discussion, there was no debate, simply rejected. In order not to be naked, this happens on 26 February 2015, you can check the transcript from the plenary sitting. For this reason I ask one of the importers now to come out here and from this tribune and to explain in fact why and how GERB had experienced such catharsis and why something was then rejected, and now the same thing is actually proposed by the same people who then voted against this proposal. With regard to the fact that there are two candidates for two places only one note, although we mix things up a little bit, but Mr. Ivan Geshev was the only candidate and was elected, I didn't hear anyone say anything at the time. Thank you. [[Applause from "We are continuing the Change."]]
ParlaMint-BG_2022-01-27.u44	Thank you, Mr. Stefanov. For a replica.. Delyan Dobrev.
ParlaMint-BG_2022-01-27.u45	Mr. Stefanov, as far as I know, you're a lawyer. In fact, I think you've been working on the case that I'm taking against Elena Yoncheva, along with another of your fellow attorneys. You should know that when you tell the truth, you have to tell the whole truth. Isn't that right? However, you kept one part of the truth, one part of the proposal, which then Kiril Tsochev and not really Kiril Tsochev himself, but the Council of Ministers gives, and it is that all these organizations can make proposals to the MPs who should recognize the proposals and bring them in on their behalf. Our proposal with what was proposed then has nothing to do with it. Please don't manipulate the Chamber. You're still a lawyer, and you should be telling the whole truth from this tribune. The same possibility exists at the moment, i.e. that text at the time of the Council of Ministers and Mr. Kiril Tsochev did not make any sense, because without being explicitly written in the Law, employers' organizations can come to you, Mr. Stefanov, to give you a proposal and you can recognize it as your own. Am I right? I'm right. Therefore, in that proposal it did not make any sense, it has nothing to do with the proposal that we have made at the moment, because the proposal that we have given up at the moment does not need any MP or parliamentary group to recognise it, and this is an input proposal from the employers' organisations themselves, which is being examined independently by the Energy Commission and the plenary. Thank you.
ParlaMint-BG_2022-01-27.u46	Thanks for the line, Mr. Dobrev. Is there a second line? Okay, I won't. A hole, Mr. Stefanov? No. To speak, Ramadan Atalay.
ParlaMint-BG_2022-01-27.u47	Thank you, Mr. Chairman. Dear colleagues! Is it necessary to amend and supplement the Energy Act? Of course, the Energy Act dates back to 2003. There are many amendments and additions that have been made in these years. There are a number of things in this bill that require you to sit back and make a new law. And is an amendment and supplement law necessary for energy in the form that you are currently proposing? It's not necessary for us. The logic of our proposals is to drop all paragraphs from one to eight and adopt in the Final Rules one decision to elect a President and another Commissioner. I congratulate you last night at 6:00 p.m. at 7:00 p.m. you finally found a candidate for president. Before that, there was such a people who found their representative. From now on, our proposal is in § 1 and, Mr President, since we are looking at two paragraphs at five minutes, you will allow me, if I pass the five minutes, to have the right to speak for the next five minutes.
ParlaMint-BG_2022-01-27.u48	Yeah.
ParlaMint-BG_2022-01-27.u49	Honourable Members, you propose in § 1, the commissioners of nine to make them five. The importers could never explain why from nine to five. What do they mean? If they mean that five people are enough to be able to do a full analysis of all those imported projects to change the price of the energies of electricity, water, this means that you are trying to load five people with such work with so much weight that they cannot handle their task. It was very difficult for nine people to regain confidence in society, even the trust of the MPs. In fact, I can see that you don't have confidence either, in fact, you have taken down trust in the institutions, you have lowered confidence in the Energy and Water Regulatory Commission, which we have been trying to build for a very long time. I am convinced that the Energy and Water Regulatory Commission had a serious authority. You have also been able to overthrow the authority of this committee. I want to know why you made them from nine to five. The two committees for the water sector and for the energy sector in the following paragraphs will be concerned, I believe that with the participation of the lawyer they have taken the decisions very correctly and justified them both at an open meeting and at a closed session in order to take that decision, which is necessary by the independent Commission, by the commissioners, and not by the Commission's hygienics. Colleagues, if you think that this way you will do so that you will insult GERB because they were unable to navigate for the first five years, but then they began to know what it was about and listened to all those who worked in this sector, and they understood that this committee really should be of nine people. I have proposals, colleagues, over the years, if you want to look at them in Parliament's annals, I have proposed to you to reach 30 people, so that every price-setting enterprise can have control so that it can have to society exactly and clearly what and in what way and why the price of the regulated energy market is increased or reduced. That wasn't accepted. You went to the other extreme to reduce to five people. I think you'll find a way to explain how and how. As for the proposal and the criteria for a proposal, which in § 2 colleagues make, well, colleagues, you have lowered the level, the weight of the President as a qualified person who can be an authority and choose here the MPs that person who has a work experience. Years ago, it was a ten-year service in the sector. Then, in order to give the young people a head start, we took down five years of service, and you are currently downloading it at first reading, I told you: to that level where Cezzo from the parking lot could be a candidate for President of the Commission. You've brought him down to this level, colleagues. Therefore, colleagues who propose, apart from the MPs and the President of the Republic, that he have the opportunity to propose a President of the Commission, we will not propose Prokopiev as President of the Commission. Don't worry. Even though yesterday, yes, Bulgaria had a great desire to be him. Therefore, when proposed to have national representative employers' organisations, workers should be allowed to propose, it is because you have come down to that level where there is no end to who and how to propose, who to be. As for whether it's fast or not, because Mr. Delyan Dobrev here says you're speeding up the bill, at this speed you're moving, you're going to crash. The most recent thing you did was remove Plamen Georgiev. The second thing you quickly did is to dismantle the Energy and Water Regulatory Commission. The consequences will be very severe. Thank you. [[Applause from DPS.]]
ParlaMint-BG_2022-01-27.u50	Thank you, Mr. Atalay. A line to Mr. Atalay. There are no lines. Ah, there's a line. Here you go, Mr. Dobrev.
ParlaMint-BG_2022-01-27.u51	Dear Mr. Ramadan Atalay, you are right that we now have two very separate topics to debate in one debate. We have arguments about both. You have failed to explain, however, why it is happening and how, in fact, with the new proposals and the amendment in the Law, the newly elected members will be given full control over the Commission. I would like to draw your attention to the fact that you should have explained better that the reduction of the Commission's composition from nine to five is with one single objective that the two specialized members can meet three people, because the total number of commissioners is five The composition of energy shall meet in the composition of the President and two Energetics. The President and one of the energyists, i.e. two of the three members of this specialized staff, who sets all energy prices, will probably be one of the newly elected candidates for the two possible posts next week. Thank you.
ParlaMint-BG_2022-01-27.u52	Thank you, Mr. Dobrev.
ParlaMint-BG_2022-01-27.u53	For a line.
ParlaMint-BG_2022-01-27.u54	For a statement? There are lines before that. Here you go, Mrs. Kirova. Then Vladimir Tabutov for a line.
ParlaMint-BG_2022-01-27.u55	Mr. Chairman, ladies and gentlemen of the House! Dear Mr. Atalay, Dear Mr. Dobrev, in fact two energy specialists and two water experts may not be in the Commission because under the proposed rules they may be bankers who have worked and financed projects in the field of water and renewable energy sources. So you're making a mistake here. It may be that the Commission does not have such specialists. And they are general specialists who worked in the field of a private company and managed a company that owns an energy facility, say, a hydroelectric plant. Thank you.
ParlaMint-BG_2022-01-27.u56	Third line from Vladimir Tabutov.
