ParlaMint-BG_2022-01-19.u1	Colleagues, let's start the registration. While the registration is running, I'll read the names of the colleagues who have been quarantined so they can get into the protocol anyway. Every single one of them is online right now. In alphabetical order: Andrey Gurov, Anna Alexandrova, Alexander Nenkov, Bajram Bajram, Vladislav Panev, Georgi Ganev, Gergana Daneva, Desislava Taneva, Dimitar Ivanov, Ekaterina Zaharieva, Ivaylo Shotev, Ivaylo Mirchev, Inna Ivanova, Irena Dimova, Kaloyan Ikonomov, Kiril Ananiev, Maria Binova, Nikola Minchev, Petar Petrov, Petar Chobanov, Rositsa Kirova, Fatme Ramadan So the vote will be a challenge, but I believe we can handle it. Now we're going to have a vote, so whoever hasn't succeeded will have a chance. We have 141 registered plus 22 " 163" are the MPs who are present. [[PHONE RINGING]] We can start our work. [[Reply from..We continue the Change.]] You will now register in practice with the vote on the National Assembly Work Programme. The specified Work Programme of the National Assembly: "1." Announcement ceremony by the elected President of the Republic of Bulgaria Rumen Radev and Vice-President of the Republic of Bulgaria Iliana Iotova, 1st item for today, 19 January 2022, at 10:00 p.m. 2. Draft Law on ratification of the Parallel Agreement on a safeguard mechanism between the Republic of Bulgaria as creditor and the Single Resolution Board as borrower. Importer of the Council of Ministers. 3. A bill ratifying the Agreement amending the Agreement on the transfer and mutual use of contributions to the Single Resolution Fund. Importer of the Council of Ministers. 4. Draft Law supplementing the Law on ratification of the Convention adopted by the Council in accordance with art. 34 of the Treaty on European Union, on mutual assistance in criminal matters between the Member States of the European Union and the Protocol drawn up by the Council in accordance with art. 34 of the Treaty on European Union to the Convention on Mutual Assistance in Criminal Matters between the Member States of the European Union. Importer of the Council of Ministers. 5. Draft Law amending and supplementing the Law on the ratification of the European Convention on Mutual Assistance in Criminal Matters and the Additional Protocol thereto, the Convention on the Transfer of Condemned Persons and the European Convention on Extradition with the two Additional Protocols thereto. Importer of the Council of Ministers. 6. First vote on the Draft Law amending and supplementing the Corporate Income Tax Act. Importer "The Council of Ministers," item 1 for Thursday, January 20, 2022. 7. First vote on the Draft Law amending and supplementing the Law on excises and tax warehouses. Importer of the Council of Ministers, item 2 for Thursday. 8. First vote on the Bill amending and supplementing the Value Added Tax Act. Importer of the Council of Ministers, item 3rd for Thursday. 9. Second vote on the Bill for extension until 31 March 2022 of the provisions of the Law on the State Budget of the Republic of Bulgaria for 2021, the Law on the Budget of the State Social Security for 2021 and the Act on the Budget of the National Health Insurance Fund for 2021. 10. Parliamentary control under art. 91 " 103" of the Rules of Organization and Activity of the National Assembly. Please vote. Andrei Gurov?
ParlaMint-BG_2022-01-19.u2	Yeah.
ParlaMint-BG_2022-01-19.u3	Anna Alexandrova?
ParlaMint-BG_2022-01-19.u4	Yeah.
ParlaMint-BG_2022-01-19.u5	Alexander Nenkov?
ParlaMint-BG_2022-01-19.u6	Yeah.
ParlaMint-BG_2022-01-19.u7	Bayram Bayram?
ParlaMint-BG_2022-01-19.u8	Yeah.
ParlaMint-BG_2022-01-19.u9	Vladislav Panev?
ParlaMint-BG_2022-01-19.u10	Yeah.
ParlaMint-BG_2022-01-19.u11	Georgi Ganev?
ParlaMint-BG_2022-01-19.u12	Yeah.
ParlaMint-BG_2022-01-19.u13	Gergana Daneva?
ParlaMint-BG_2022-01-19.u14	Yeah.
ParlaMint-BG_2022-01-19.u15	Desislava Taneva?
ParlaMint-BG_2022-01-19.u16	Yeah.
ParlaMint-BG_2022-01-19.u17	Dimitar Ivanov?
ParlaMint-BG_2022-01-19.u18	Yeah.
ParlaMint-BG_2022-01-19.u19	Ekaterina Zaharieva?
ParlaMint-BG_2022-01-19.u20	Yeah.
ParlaMint-BG_2022-01-19.u21	Ivaylo Shotev?
ParlaMint-BG_2022-01-19.u22	Yeah.
ParlaMint-BG_2022-01-19.u23	Ivaylo Mirchev?
ParlaMint-BG_2022-01-19.u24	Yeah.
ParlaMint-BG_2022-01-19.u25	Inna Ivanova?
ParlaMint-BG_2022-01-19.u26	Yeah.
ParlaMint-BG_2022-01-19.u27	Irena Dimova?
ParlaMint-BG_2022-01-19.u28	Yeah.
ParlaMint-BG_2022-01-19.u29	Kaloyan Ikonomov?
ParlaMint-BG_2022-01-19.u30	Yeah.
ParlaMint-BG_2022-01-19.u31	Kiril Ananiev?
ParlaMint-BG_2022-01-19.u32	Yeah.
ParlaMint-BG_2022-01-19.u33	Maria Belova?
ParlaMint-BG_2022-01-19.u34	Yeah.
ParlaMint-BG_2022-01-19.u35	Nikola Minchev?
ParlaMint-BG_2022-01-19.u36	Yeah.
ParlaMint-BG_2022-01-19.u37	Peter Petrov?
ParlaMint-BG_2022-01-19.u38	Yeah.
ParlaMint-BG_2022-01-19.u39	Peter Chobanov?
ParlaMint-BG_2022-01-19.u40	Yeah.
ParlaMint-BG_2022-01-19.u41	Rositsa Kirova?
ParlaMint-BG_2022-01-19.u42	Yeah.
ParlaMint-BG_2022-01-19.u43	Fatme Ramadan?
ParlaMint-BG_2022-01-19.u44	Yeah.
ParlaMint-BG_2022-01-19.u45	Voted in this House 178 MPs and online 22, total 200 voted MPs: 175 plus 22 online, total 197, against 1, abstention 2. The motion is accepted. There is a proposal from a group of MPs from GERB in connection with the proposal No 47-254-076 of 12 January 2022 to be included in the weekly Programme of the National Assembly for this week for hearing of the Deputy Prime Minister and Minister of Finance Asen Vassilev and the Minister of Energy Alexander Nikolov on the future of the complex "Maritsa East" and the commitments that the government will take with the Plan for Reconstruction and Sustainability. I must put this proposal to the vote, as it was made by the parliamentary group of GERB. So if there's anything you want to say on it. If not, let's just put it to the vote, whether it should be included on the agenda. Please vote on the proposal of the GERB Parliamentary Group. Andrei Gurov?
ParlaMint-BG_2022-01-19.u46	That's against it.
ParlaMint-BG_2022-01-19.u47	Anna Alexandrova?
ParlaMint-BG_2022-01-19.u48	Yeah.
ParlaMint-BG_2022-01-19.u49	Alexander Nenkov?
ParlaMint-BG_2022-01-19.u50	Yeah.
ParlaMint-BG_2022-01-19.u51	Bayram Bayram?
ParlaMint-BG_2022-01-19.u52	Yeah.
ParlaMint-BG_2022-01-19.u53	Vladislav Panev?
ParlaMint-BG_2022-01-19.u54	Abstention.
ParlaMint-BG_2022-01-19.u55	Georgi Ganev?
ParlaMint-BG_2022-01-19.u56	Abstention.
ParlaMint-BG_2022-01-19.u57	Gergana Daneva?
ParlaMint-BG_2022-01-19.u58	That's against it.
ParlaMint-BG_2022-01-19.u59	Desislava Taneva?
ParlaMint-BG_2022-01-19.u60	Yeah.
ParlaMint-BG_2022-01-19.u61	Dimitar Ivanov?
ParlaMint-BG_2022-01-19.u62	Yeah.
ParlaMint-BG_2022-01-19.u63	Ekaterina Zaharieva?
ParlaMint-BG_2022-01-19.u64	Yeah.
ParlaMint-BG_2022-01-19.u65	Ivaylo Shotev?
ParlaMint-BG_2022-01-19.u66	That's against it.
ParlaMint-BG_2022-01-19.u67	Ivaylo Mirchev?
ParlaMint-BG_2022-01-19.u68	Abstention.
ParlaMint-BG_2022-01-19.u69	Inna Ivanova?
ParlaMint-BG_2022-01-19.u70	Abstained.
ParlaMint-BG_2022-01-19.u71	Irena Dimova?
ParlaMint-BG_2022-01-19.u72	Yeah.
ParlaMint-BG_2022-01-19.u73	Kaloyan Ikonomov?
ParlaMint-BG_2022-01-19.u74	I'm holding back.
ParlaMint-BG_2022-01-19.u75	Kiril Ananiev?
ParlaMint-BG_2022-01-19.u76	Yeah.
ParlaMint-BG_2022-01-19.u77	Maria Belova?
ParlaMint-BG_2022-01-19.u78	Yeah.
ParlaMint-BG_2022-01-19.u79	Nikola Minchev?
ParlaMint-BG_2022-01-19.u80	Abstention.
ParlaMint-BG_2022-01-19.u81	Peter Petrov?
ParlaMint-BG_2022-01-19.u82	Yeah.
ParlaMint-BG_2022-01-19.u83	Peter Chobanov?
ParlaMint-BG_2022-01-19.u84	Yeah.
ParlaMint-BG_2022-01-19.u85	Rositsa Kirova?
ParlaMint-BG_2022-01-19.u86	Yeah.
ParlaMint-BG_2022-01-19.u87	Fatme Ramadan?
ParlaMint-BG_2022-01-19.u88	Yeah.
ParlaMint-BG_2022-01-19.u89	You're making it so hard for me not to vote all the same. [[Radio.]] Voted in the House 176 MPs and online 22, became 198 MPs: 66 in the House plus 22 online, 79 against 56 plus 3 became 59, abstention 54 plus 6, became 60. The offer is not accepted. For information: A proposal has been made by the Parliamentary Group on the grounds of art. 86, para. 1 of the Constitution of the Republic of Bulgaria and art. 47, para. 3 of the Rules of Procedure of the National Assembly for inclusion as a item on the agenda for the next plenary week, i.e. this week "Project of a decision to repeal a previous decision of the National Assembly of 7 January 2022 on access to the buildings of the National Assembly in the event of an exceptional epidemic situation with reasons for it. I inform you that the proposal for a decision has been allocated to a committee which has not yet seen it, and the terms of the Rules of Procedure have not expired. So, in principle, it's unacceptable to look at this week. With that, I think we've set the agenda. We need to make one more decision that relates to the first item that we voted on just now. I propose that the first item of our agenda should be transmitted directly on BNT 1 and on the Bulgarian National Radio. Please vote. Colleagues who are online "Andrej Gurov"?
ParlaMint-BG_2022-01-19.u90	Yeah.
ParlaMint-BG_2022-01-19.u91	Anna Alexandrova? Alexander Nenkov?
ParlaMint-BG_2022-01-19.u92	That's against it.
ParlaMint-BG_2022-01-19.u93	Bayram Bayram? Vladislav Panev?
ParlaMint-BG_2022-01-19.u94	Yeah.
ParlaMint-BG_2022-01-19.u95	Georgi Ganev?
ParlaMint-BG_2022-01-19.u96	Yeah.
ParlaMint-BG_2022-01-19.u97	Gergana Daneva?
ParlaMint-BG_2022-01-19.u98	Yeah.
ParlaMint-BG_2022-01-19.u99	Desislava Taneva?
ParlaMint-BG_2022-01-19.u100	Abstention.
ParlaMint-BG_2022-01-19.u101	Dimitar Ivanov?
ParlaMint-BG_2022-01-19.u102	Abstention.
ParlaMint-BG_2022-01-19.u103	Ekaterina Zaharieva?
ParlaMint-BG_2022-01-19.u104	Abstention.
ParlaMint-BG_2022-01-19.u105	Ivaylo Shotev?
ParlaMint-BG_2022-01-19.u106	Yeah.
ParlaMint-BG_2022-01-19.u107	Ivaylo Mirchev?
ParlaMint-BG_2022-01-19.u108	Yeah.
ParlaMint-BG_2022-01-19.u109	Inna Ivanova?
ParlaMint-BG_2022-01-19.u110	Yeah.
ParlaMint-BG_2022-01-19.u111	Irena Dimova?
ParlaMint-BG_2022-01-19.u112	That's against it.
ParlaMint-BG_2022-01-19.u113	Kaloyan Ikonomov?
ParlaMint-BG_2022-01-19.u114	Yeah.
ParlaMint-BG_2022-01-19.u115	Kiril Ananiev?
ParlaMint-BG_2022-01-19.u116	Abstention.
ParlaMint-BG_2022-01-19.u117	Maria Belova?
ParlaMint-BG_2022-01-19.u118	Abstention.
ParlaMint-BG_2022-01-19.u119	Nikola Minchev?
ParlaMint-BG_2022-01-19.u120	Yeah.
ParlaMint-BG_2022-01-19.u121	Peter Petrov?
ParlaMint-BG_2022-01-19.u122	Yeah.
ParlaMint-BG_2022-01-19.u123	Peter Chobanov?
ParlaMint-BG_2022-01-19.u124	Yeah.
ParlaMint-BG_2022-01-19.u125	Rositsa Kirova?
ParlaMint-BG_2022-01-19.u126	That's against it.
ParlaMint-BG_2022-01-19.u127	Fatme Ramadan?
ParlaMint-BG_2022-01-19.u128	Yeah.
ParlaMint-BG_2022-01-19.u129	Vote in this House 160 MPs and online 20 "180": for 151 and 12 online " 163," against 3, abstentions in total 14. The decision's been made. We've run out of procedural questions at the beginning of our session, and if there's nothing else, I'm giving it until 10:00. Please, just before 10:00 p.m. to be in the gym to start at exactly 10:00 p.m. Thank you. [[After the break.]]
ParlaMint-BG_2022-01-19.u130	We move on to item one of the National Assembly's agenda for today: TRADE CEREMONIA BY THE CUT OF THE SELECTED PRESIDENT OF THE REPUBLIC OF BULGARIA ROMAN RADEV AND THE WITNESS PRIZED BY THE REPUBLIC OF BULGARIA ILIANA YOTOVA. Please, Mr. President and Mrs. Vice President, come into the room. [[Everyone's up. Long applause.]] Dear Mr. President, Mr. Prime Minister, Mr. Vice President, Mrs. Mayor of Sofia, honourable Members of the Constitutional Court, honourable Members of the Constitutional Court, honourable Members of Parliament, ladies and gentlemen Ministers, honourable representatives of the judiciary, honourable President of the Supreme Council of Law, honourable Presidents of the Republic of Bulgaria and Presidents of the National Assembly, honourable Mr. Chief of Defence, honourable Generals, honourable Presidents of the Religious Communities in the Republic of Bulgaria, Your Excellencies, ladies and gentlemen, dear compatriots! I'll introduce you to: ? RESPONSIBILITY? of the Central Election Commission of 23 November 2021 declaring the final results of the elections as President and Vice-President of the Republic and the names of the elected President and Vice-President of the Republic On the basis of art. Art. 93 94 of the Constitution of the Republic of Bulgaria, art. 57, para. 1, t. Art. 1, art. 311, para. 1, t. Art. 5 and art. 344 of the Election Code and Decision No 956 of 16 November 2021, Decision No 957 of 16 November 2021 and Decision No 1014 of 23 November 2021 HAS DECIDED 1. Announces as elected President of the Republic of Bulgaria Rumen Georgiev Radev. 2. Announces as Vice-President of the Republic of Bulgaria Iliana Malinova Yotova. [[Applause.]] Mr. President, please come to the stand for an oath. [[Everyone gets up.]] Please repeat after me.
ParlaMint-BG_2022-01-19.u131	I swear in the name of the Republic of Bulgaria to respect the Constitution and the laws of the country and in all my actions to be guided by the interests of the people. I swore! [[Applause.]]
ParlaMint-BG_2022-01-19.u132	Please sign the affidavit. [[President Rumen Radev signs the affidavit.]] Thank you. Mrs. Yotova, come in for an oath. [[Everyone gets up.]] Please repeat after me.
ParlaMint-BG_2022-01-19.u133	I swear in the name of the Republic of Bulgaria to respect the Constitution and the laws of the country and in all my actions to be guided by the interests of the people. I swore! [[Applause.]]
ParlaMint-BG_2022-01-19.u134	Here's the vowed list. [[Vice President Iliana Iotova signs the affidavit.]] Thank you. Please hear the anthems of the Republic of Bulgaria and of the European Union. [[Everyone's up. Sounds the anthem of the Republic of Bulgaria and the anthem of the European Union.]] Dear Mr. President, you have the floor to make your address to the National Assembly.
