ParlaMint-BG_2022-02-04.u1	Honourable colleagues, please register. Colleagues online. Vladislav Panev? Desislava Taneva?
ParlaMint-BG_2022-02-04.u2	Here.
ParlaMint-BG_2022-02-04.u3	Dimitar Gochev?
ParlaMint-BG_2022-02-04.u4	Here.
ParlaMint-BG_2022-02-04.u5	Yordan Majunkov?
ParlaMint-BG_2022-02-04.u6	Here.
ParlaMint-BG_2022-02-04.u7	And Peter Chobanov?
ParlaMint-BG_2022-02-04.u8	Here.
ParlaMint-BG_2022-02-04.u9	Registered 198 MPs in the hall and 4 online There's a quorum, I'm opening the meeting. [[PHONE RINGING]] For a statement please come in.
ParlaMint-BG_2022-02-04.u10	Mr. Chairman, ladies and gentlemen of the House! Today Bulgaria and all Bulgarians around the world celebrate an important anniversary the anniversary of the birth of the great political leader, revolutionary and fighter for the freedom of the Bulgarians from Macedonia and Edirne Thrace Gotse Delchev. Georgi Delchev was born on 23 January in an old style, or 4 February in a new one, in 1872 in the town of Kukush, then within the Ottoman Empire. Initially he studied in the Bulgarian Uniat primary school and then in the Bulgarian Exarchic secondary school in his home town. After completing it, he continued his education at the Thessaloniki Men's High School. Valentine's Day. Cyril and Methodius. There, thanks to his teacher Konstantin Velichkov, young Delchev is acquainted with the creativity and political activity of Hristo Botev, with whom he will then identify himself for years. In 1891 Delchev accepted a Bulgarian citizenship and was accepted as a Juncker in the Military of His Majesty's school in Sofia, a school which is available only for Bulgarians, with the Junckers taking an oath of allegiance except to the state, and to the prince and dynasty. Unfortunately, just a month before his graduation, he was expelled from the school because he visited a political club that was strictly forbidden to officers. As usual, however, with the great figures of history, this difficulty, rather than hindering it, reveals the true calling of Gotse Delchev, who decided to dedicate his life to the battle for the freedom of the rest of the Ottoman rule Bulgarian lands and in 1894 he went as an exarchic teacher in the town of Stip. There he met with Dame Gruev one of the founders of the Bulgarian Macedonian-Odrin revolutionary committee and was attracted to the organization, which later became the actual leader. From that time his words have remained, I quote: The time has come for us to work for Bulgaria, because we are all Bulgarians. We have to work for Bulgaria because it will come and help us. " and also: "We have to fight for the autonomy of Macedonia and Adrianople in order to preserve them in their entirety as a stage for their future accession to the common Bulgarian country. In May 1903, the reading led by Gotse Delchev faced Turkish troops near the Seri village of Banitsa, and during the subsequent battle the Voivoda was killed.. one of the worst moments in the history of IMRO. The death of the great Bulgarian does not end the legend of him or give rest to his remains. When during World War I Banitsa fell within Bulgaria, the bones of Gotse Delchev were first transferred to Xanthi, then to Plovdiv and finally to Sofia. After the coup of 1944, however, the new communist power, following its anti-national policy to create a Macedonian nation, decided to hand over the bones of Gotse Delchev to the Yugoslav Republic of Macedonia, although then Macedonian Prime Minister Lazar Kulishevski defined Gotse Delchev as saying: "A Bulgarian does not matter for the liberation struggles. Over time, the personality of the great Voivoda became one of the foundations of the newly built Macedonian identity, and for this purpose its political heritage has been purposefully falsified and reversed until today, when Macedonian President Stevo Pendarovski acknowledged in an interview from 2019 that, again, I quote: Since the grave of Gotse Delchev is located in Skopje, it is a mandatory place of worship for any official Bulgarian delegation visiting the Macedonian capital, with the only unexplained exception made by the current Prime Minister Kiril Petkov. Why did we tell all this? Why did we remind of the life and causes of Gotse Delchev? Not only to honor a great Bulgarian from Macedonia, but also to show the importance of history for our present, to show that only a nation that knows, respects and keeps the memory of its heroes can be free and prosperous today and that a society that allows itself to fake history, rewrite the fates of our ancestors is not and cannot be part of the European family of shared values. God save Bulgaria, the homeland of Gotse Delchev! Thank you. [[Applause from GERB-SDS.]]
ParlaMint-BG_2022-02-04.u11	Affidavit? Here you go.
