ParlaMint-BG_2022-01-26.u1	Please register! Eight MPs participate online on a list. Angel Georgiev?
ParlaMint-BG_2022-01-26.u2	Here.
ParlaMint-BG_2022-01-26.u3	Andrei Gurov?
ParlaMint-BG_2022-01-26.u4	Here.
ParlaMint-BG_2022-01-26.u5	Desislava Taneva?
ParlaMint-BG_2022-01-26.u6	Here.
ParlaMint-BG_2022-01-26.u7	Ivaylo Mirchev?
ParlaMint-BG_2022-01-26.u8	Here.
ParlaMint-BG_2022-01-26.u9	Yordan Majunkov?
ParlaMint-BG_2022-01-26.u10	Here.
ParlaMint-BG_2022-01-26.u11	Peter Petrov?
ParlaMint-BG_2022-01-26.u12	Here.
ParlaMint-BG_2022-01-26.u13	Tsvetan Enchev?
ParlaMint-BG_2022-01-26.u14	Here.
ParlaMint-BG_2022-01-26.u15	Inna Ivanova?
ParlaMint-BG_2022-01-26.u16	Here.
ParlaMint-BG_2022-01-26.u17	Thank you. 202 Members of parliament registered in the Chamber and 8 online There's a quorum. I'm opening the meeting. [[PHONE RINGING]] The draft work programme of the National Assembly for this week from 26 January to 28 January 2022 shall be as follows: "1." Abort the authority of the MP for resignation by the National Representative Alexander Todorov. 2. Draft decision to complete the composition of the Committee on Human Rights, Religions and Complaints of Citizens. Importers group of Members of the National Assembly. 3. First vote on the Law amending and supplementing the Law on Environmental Protection. Importer of the Council of Ministers. 4. Annual Report of the Communications Regulation Commission for 2020. Importer "The Communications Regulation Commission." 5. Annual Report of the Communications Regulation Commission for 2020 ? Analysis of the postal market. Importer supposed to the Communications Regulation Commission. 6. Second vote on the Draft Law amending and supplementing the Energy Act. Importers - group of MPs - first item for Thursday 27 January 2022 7. First vote on the Draft Law amending and supplementing the Financial Instruments Markets Act. Importer "The Council of Ministers" point two for Thursday, 27 January 2022. 8. First vote on the Bill on Covered Bonds. Importer "The Council of Ministers" point 3 for Thursday, 27 January 2022. 9. First vote on the Draft Law amending and supplementing the Preschool and School Education Act. Importer "The Council of Ministers" point one for Friday, 28 January 2022. 10. Parliamentary control under art. 91 " 103" of the Rules of Organization and Activity of the National Assembly. Please vote on the proposed project. Colleagues online. Angel Georgiev?
ParlaMint-BG_2022-01-26.u18	Yeah.
ParlaMint-BG_2022-01-26.u19	Andrei Gurov?
ParlaMint-BG_2022-01-26.u20	Yeah.
ParlaMint-BG_2022-01-26.u21	Desislava Taneva?
ParlaMint-BG_2022-01-26.u22	Yeah.
ParlaMint-BG_2022-01-26.u23	Ivaylo Mirchev?
ParlaMint-BG_2022-01-26.u24	Yeah.
ParlaMint-BG_2022-01-26.u25	Yordan Majunkov? Peter Petrov?
ParlaMint-BG_2022-01-26.u26	Yeah.
ParlaMint-BG_2022-01-26.u27	Tsvetan Enchev?
ParlaMint-BG_2022-01-26.u28	Yeah.
ParlaMint-BG_2022-01-26.u29	Thank you. Inna Ivanova?
ParlaMint-BG_2022-01-26.u30	Yeah.
ParlaMint-BG_2022-01-26.u31	Mr. Madjunkov, last time?
ParlaMint-BG_2022-01-26.u32	Yeah.
ParlaMint-BG_2022-01-26.u33	They voted 197 MPs in the Chamber and 8 online " 205" total: 146 in the Chamber and 8 online " 154" total, against 4, abstention 47. The motion is accepted. Here you go, Mr. Letifov.
ParlaMint-BG_2022-01-26.u34	Thank you, Mr. Chairman. Dear colleagues! My procedure is in the manner in which you are led, Mr. Chairman! I will ask you again to follow the Rules, this time art. 60, para. 3, and I will quote it to you if you do not know it: We warned you last week. You've put in a very uncomfortable situation for all your colleagues here to resort and vote with other people's cards to a very unpleasant job. But this happened 12 years ago in GERB. [[Voices from GERB-SDS: "Eee! "]] You're doing the same thing to vote with other people's biometrics. So let's follow the rules and show what integrity really is. I'm asking you to turn on the biometrics!
ParlaMint-BG_2022-01-26.u35	Thank you, Mr. Letifov. Indeed, all biometric data has been collected. I checked. As soon as possible, please switch the system to biometric voting. [[Reply by MP Mustafa Karadayi.]] I think it takes some technical time, Mr. Karadaye, just for this.
ParlaMint-BG_2022-01-26.u36	We know that! This technical time could be 12 years!
ParlaMint-BG_2022-01-26.u37	Hristo Gadget, come in.
ParlaMint-BG_2022-01-26.u38	Ladies and gentlemen of the House, Mr. Chairman! I'm taking a procedure in the manner of conduct and it's related to the fiasco that went through the parliamentary control meeting on Friday. For the people who were not here in the Chamber, since we had stayed at the meeting about twenty-twenty-five people... [[Relations from MP Mustafa Karadayi.]] Yeah. Which cards were, I don't know, dears. The point is that then the parliamentary control meeting continued, but there were no ministers to answer the questions and there was a very awkward situation to sit in silence because there was no one to ask questions. Some of the ministers released, so to speak, apology notes that they had business appointments, others got sick, but a third did not come at all. Now, as you know, even if there is an apology note of a minister's official commitment, it is the President's duty to ensure that the next minister on the list comes here and answers the questions. Something like that didn't happen. You then made a commitment that you would check why the ministers were not present at the parliamentary control meeting, and why did not some people actually come here at all, even those who said that they had a professional commitment........................ In this regard, Mr President, I ask you: will you carry out an inspection or have you rather carried out an inspection as you promised, to understand why these ministers failed to comply with their obligation to come to parliamentary control? Because, if not, we really need to refer again to the Staff Regulations, within ten days, to come to give a personal explanation as to why they were not in parliamentary control. Because in a similar way, first of all, they did not expose the opposition, they humiliated the entire National Assembly, including you, and put you in an extremely awkward situation. I hope this doesn't happen again, but it's important that we find out why these people aren't here.
ParlaMint-BG_2022-01-26.u39	Thank you, Mr. Gadget. I checked all the excuses received from the ministers and really had those who had made commitments, such commitments I personally checked. Now I can't tell you the specific commitments, since I still can't make them public, but indeed the minister who wrote that he was sick even sent me a medical course. And just to say, the ministers who had released similar ones are placed in parliamentary control for this week in the first place among the ministers who will be responsible. Since, you know, the prime minister and deputy prime ministers are always first in parliamentary control, the ministers are rotting. The ministers who had such an apology are now at the top of the list of questions for Friday to answer. Here you go, Mr. Karadaye.
ParlaMint-BG_2022-01-26.u40	Thank you, Mr. Chairman. Ladies and gentlemen of the House! It's the way it's supposed to be. Mr. Chairman, on Friday I objected and presented to you one thing which is registered in the system as an answer to my question to Minister Rashkov. At present, it has not yet been corrected that I have not received an answer to my question, which is asked on 15 December. I would ask you to correct the system because I have not received an answer from Minister Rashkov, to take on the role of President of the National Assembly and to answer me when I will receive an answer from Minister Rashkov to the question I have asked. And correct the system so we don't let the public down that there's an answer to my question! Thank you.
ParlaMint-BG_2022-01-26.u41	Thank you, Mr. Karadaye. It is forwarded to the Minister of Interior along with a copy of the express transcription in which your arguments are really exposed.
ParlaMint-BG_2022-01-26.u42	There's no answer. Correct the system!
ParlaMint-BG_2022-01-26.u43	Thank you. We move on to proposals for inclusion on the agenda received on the basis of art. 47, para. 3 of the Rules of Procedure of the National Assembly. A proposal was made by the MPs Daniel Mitov and Ekaterina Zaharieva to hold a hearing of the Prime Minister of the Republic of Bulgaria, subject to parliamentary control by the National Assembly, concerning the consequences of the Prime Minister's visit to the Republic of Northern Macedonia and the intergovernmental meeting held between the two countries. We discussed at the Chairman's Council because the request itself does not specify what day of the week to be included that it would be appropriate, if voted, to be the first point on Friday, i.e. to be the eighth of the Programme, respectively nine and ten being renumbered. Please vote on the proposal of Daniel Mitov and Ekaterina Zaharieva. [[Replying in the hall.]] First point for Friday, that is, a ninth will appear in the program, and the existing ninth and tenth will be renumbered to the tenth and eleventh. I apologize. Colleagues online. Angel Georgiev?
ParlaMint-BG_2022-01-26.u44	Yeah.
ParlaMint-BG_2022-01-26.u45	Andrei Gurov?
ParlaMint-BG_2022-01-26.u46	That's against it.
ParlaMint-BG_2022-01-26.u47	Desislava Taneva?
ParlaMint-BG_2022-01-26.u48	Yeah.
ParlaMint-BG_2022-01-26.u49	Ivaylo Mirchev?
ParlaMint-BG_2022-01-26.u50	Abstention.
ParlaMint-BG_2022-01-26.u51	Yordan Majunkov? Peter Petrov?
ParlaMint-BG_2022-01-26.u52	Yeah.
ParlaMint-BG_2022-01-26.u53	Tsvetan Enchev? Inna Ivanova?
ParlaMint-BG_2022-01-26.u54	That's against it.
ParlaMint-BG_2022-01-26.u55	Yordan Majunkov, last time? 196 votes in the hall and 6 votes online in total 202: for 110 in the hall and 3 online The motion is accepted. [[Reply: "Prevoting! "]] There's been a request for a re-vote. We're revoting, colleagues. Colleagues online: Angel Georgiev?
ParlaMint-BG_2022-01-26.u56	Yeah.
ParlaMint-BG_2022-01-26.u57	Andrei Gurov?
ParlaMint-BG_2022-01-26.u58	That's against it.
ParlaMint-BG_2022-01-26.u59	Desislava Taneva?
ParlaMint-BG_2022-01-26.u60	Yeah.
ParlaMint-BG_2022-01-26.u61	Ivaylo Mirchev?
ParlaMint-BG_2022-01-26.u62	Abstention.
ParlaMint-BG_2022-01-26.u63	Yordan Majunkov?
ParlaMint-BG_2022-01-26.u64	That's against it.
ParlaMint-BG_2022-01-26.u65	Peter Petrov?
ParlaMint-BG_2022-01-26.u66	Yeah.
ParlaMint-BG_2022-01-26.u67	Tsvetan Enchev?
ParlaMint-BG_2022-01-26.u68	Yeah.
ParlaMint-BG_2022-01-26.u69	Inna Ivanova?
ParlaMint-BG_2022-01-26.u70	That's against it.
