Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-02-14-tweedekamer-39	ParlaMint-NL_2017-02-14-tweedekamer-39.u1	Report of the meeting of the Dutch Lower House, Meeting 52, Session 39 (2017-02-14)	2017-02-14	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 52	Sitting 2017-02-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-14-tweedekamer-39	ParlaMint-NL_2017-02-14-tweedekamer-39.u2	Report of the meeting of the Dutch Lower House, Meeting 52, Session 39 (2017-02-14)	2017-02-14	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 52	Sitting 2017-02-14	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	AlbertdeVries	de Vries, Albert	M	1955	
ParlaMint-NL-en_2017-02-14-tweedekamer-39	ParlaMint-NL_2017-02-14-tweedekamer-39.u3	Report of the meeting of the Dutch Lower House, Meeting 52, Session 39 (2017-02-14)	2017-02-14	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 52	Sitting 2017-02-14	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RoaldvanderLinde	van der Linde, Roald	M	1968	
ParlaMint-NL-en_2017-02-14-tweedekamer-39	ParlaMint-NL_2017-02-14-tweedekamer-39.u4	Report of the meeting of the Dutch Lower House, Meeting 52, Session 39 (2017-02-14)	2017-02-14	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 52	Sitting 2017-02-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-14-tweedekamer-39	ParlaMint-NL_2017-02-14-tweedekamer-39.u5	Report of the meeting of the Dutch Lower House, Meeting 52, Session 39 (2017-02-14)	2017-02-14	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 52	Sitting 2017-02-14	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	StefBlok	Blok, Stef	M	1964	
ParlaMint-NL-en_2017-02-14-tweedekamer-39	ParlaMint-NL_2017-02-14-tweedekamer-39.u6	Report of the meeting of the Dutch Lower House, Meeting 52, Session 39 (2017-02-14)	2017-02-14	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 52	Sitting 2017-02-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-14-tweedekamer-39	ParlaMint-NL_2017-02-14-tweedekamer-39.u7	Report of the meeting of the Dutch Lower House, Meeting 52, Session 39 (2017-02-14)	2017-02-14	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 52	Sitting 2017-02-14	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	AlbertdeVries	de Vries, Albert	M	1955	
ParlaMint-NL-en_2017-02-14-tweedekamer-39	ParlaMint-NL_2017-02-14-tweedekamer-39.u8	Report of the meeting of the Dutch Lower House, Meeting 52, Session 39 (2017-02-14)	2017-02-14	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 52	Sitting 2017-02-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-14-tweedekamer-39	ParlaMint-NL_2017-02-14-tweedekamer-39.u9	Report of the meeting of the Dutch Lower House, Meeting 52, Session 39 (2017-02-14)	2017-02-14	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 52	Sitting 2017-02-14	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	StefBlok	Blok, Stef	M	1964	
ParlaMint-NL-en_2017-02-14-tweedekamer-39	ParlaMint-NL_2017-02-14-tweedekamer-39.u10	Report of the meeting of the Dutch Lower House, Meeting 52, Session 39 (2017-02-14)	2017-02-14	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 52	Sitting 2017-02-14	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	AlbertdeVries	de Vries, Albert	M	1955	
ParlaMint-NL-en_2017-02-14-tweedekamer-39	ParlaMint-NL_2017-02-14-tweedekamer-39.u11	Report of the meeting of the Dutch Lower House, Meeting 52, Session 39 (2017-02-14)	2017-02-14	Lower house	Meeting of the 28th Tweede Kamer	Session 39	Meeting 52	Sitting 2017-02-14	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
