Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-02-01-tweedekamer-5	ParlaMint-NL_2017-02-01-tweedekamer-5.u1	Report of the meeting of the Dutch Lower House, Meeting 47, Session 5 (2017-02-01)	2017-02-01	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 47	Sitting 2017-02-01	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-01-tweedekamer-5	ParlaMint-NL_2017-02-01-tweedekamer-5.u2	Report of the meeting of the Dutch Lower House, Meeting 47, Session 5 (2017-02-01)	2017-02-01	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 47	Sitting 2017-02-01	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-01-tweedekamer-5	ParlaMint-NL_2017-02-01-tweedekamer-5.u3	Report of the meeting of the Dutch Lower House, Meeting 47, Session 5 (2017-02-01)	2017-02-01	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 47	Sitting 2017-02-01	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	JacoGeurts	Geurts, Jaco	M	1970	
ParlaMint-NL-en_2017-02-01-tweedekamer-5	ParlaMint-NL_2017-02-01-tweedekamer-5.u4	Report of the meeting of the Dutch Lower House, Meeting 47, Session 5 (2017-02-01)	2017-02-01	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 47	Sitting 2017-02-01	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HelmaLodders	Lodders, Helma	F	1968	
ParlaMint-NL-en_2017-02-01-tweedekamer-5	ParlaMint-NL_2017-02-01-tweedekamer-5.u5	Report of the meeting of the Dutch Lower House, Meeting 47, Session 5 (2017-02-01)	2017-02-01	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 47	Sitting 2017-02-01	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	StevenvanWeyenberg	van Weyenberg, Steven	M	1973	
ParlaMint-NL-en_2017-02-01-tweedekamer-5	ParlaMint-NL_2017-02-01-tweedekamer-5.u6	Report of the meeting of the Dutch Lower House, Meeting 47, Session 5 (2017-02-01)	2017-02-01	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 47	Sitting 2017-02-01	-	Reference	English	Regular	MP	notMinister	CU	ChristenUnie	Opposition	Centre-right	CarlaDik-Faber	Dik-Faber, Carla	F	1971	
ParlaMint-NL-en_2017-02-01-tweedekamer-5	ParlaMint-NL_2017-02-01-tweedekamer-5.u7	Report of the meeting of the Dutch Lower House, Meeting 47, Session 5 (2017-02-01)	2017-02-01	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 47	Sitting 2017-02-01	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	RoelofBisschop	Bisschop, Roelof	M	1956	
ParlaMint-NL-en_2017-02-01-tweedekamer-5	ParlaMint-NL_2017-02-01-tweedekamer-5.u8	Report of the meeting of the Dutch Lower House, Meeting 47, Session 5 (2017-02-01)	2017-02-01	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 47	Sitting 2017-02-01	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	TomLeenders	Leenders, Tom	M	-	
ParlaMint-NL-en_2017-02-01-tweedekamer-5	ParlaMint-NL_2017-02-01-tweedekamer-5.u9	Report of the meeting of the Dutch Lower House, Meeting 47, Session 5 (2017-02-01)	2017-02-01	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 47	Sitting 2017-02-01	-	Reference	English	Regular	notMP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	JacoGeurts	Geurts, Jaco	M	1970	
ParlaMint-NL-en_2017-02-01-tweedekamer-5	ParlaMint-NL_2017-02-01-tweedekamer-5.u10	Report of the meeting of the Dutch Lower House, Meeting 47, Session 5 (2017-02-01)	2017-02-01	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 47	Sitting 2017-02-01	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-01-tweedekamer-5	ParlaMint-NL_2017-02-01-tweedekamer-5.u11	Report of the meeting of the Dutch Lower House, Meeting 47, Session 5 (2017-02-01)	2017-02-01	Lower house	Meeting of the 28th Tweede Kamer	Session 5	Meeting 47	Sitting 2017-02-01	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	PieterOmtzigt	Omtzigt, Pieter	M	1974	
