Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-02-21-tweedekamer-36	ParlaMint-NL_2017-02-21-tweedekamer-36.u1	Report of the meeting of the Dutch Lower House, Meeting 55, Session 36 (2017-02-21)	2017-02-21	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 55	Sitting 2017-02-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-21-tweedekamer-36	ParlaMint-NL_2017-02-21-tweedekamer-36.u2	Report of the meeting of the Dutch Lower House, Meeting 55, Session 36 (2017-02-21)	2017-02-21	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 55	Sitting 2017-02-21	-	Reference	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	EstherOuwehand	Ouwehand, Esther	F	1976	
ParlaMint-NL-en_2017-02-21-tweedekamer-36	ParlaMint-NL_2017-02-21-tweedekamer-36.u3	Report of the meeting of the Dutch Lower House, Meeting 55, Session 36 (2017-02-21)	2017-02-21	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 55	Sitting 2017-02-21	-	Reference	English	Regular	MP	notMinister	PvdD	Partij voor de Dieren	Opposition	Left	EstherOuwehand	Ouwehand, Esther	F	1976	
ParlaMint-NL-en_2017-02-21-tweedekamer-36	ParlaMint-NL_2017-02-21-tweedekamer-36.u4	Report of the meeting of the Dutch Lower House, Meeting 55, Session 36 (2017-02-21)	2017-02-21	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 55	Sitting 2017-02-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-21-tweedekamer-36	ParlaMint-NL_2017-02-21-tweedekamer-36.u5	Report of the meeting of the Dutch Lower House, Meeting 55, Session 36 (2017-02-21)	2017-02-21	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 55	Sitting 2017-02-21	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RemcoBosma	Bosma, Remco	M	1971	
ParlaMint-NL-en_2017-02-21-tweedekamer-36	ParlaMint-NL_2017-02-21-tweedekamer-36.u6	Report of the meeting of the Dutch Lower House, Meeting 55, Session 36 (2017-02-21)	2017-02-21	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 55	Sitting 2017-02-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-21-tweedekamer-36	ParlaMint-NL_2017-02-21-tweedekamer-36.u7	Report of the meeting of the Dutch Lower House, Meeting 55, Session 36 (2017-02-21)	2017-02-21	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 55	Sitting 2017-02-21	-	Reference	English	Regular	MP	notMinister	SP	Socialistische Partij	Opposition	Left	EricSmaling	Smaling, Eric	M	1957	
ParlaMint-NL-en_2017-02-21-tweedekamer-36	ParlaMint-NL_2017-02-21-tweedekamer-36.u8	Report of the meeting of the Dutch Lower House, Meeting 55, Session 36 (2017-02-21)	2017-02-21	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 55	Sitting 2017-02-21	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	ChrisvanDam	van Dam, Chris	M	1963	
ParlaMint-NL-en_2017-02-21-tweedekamer-36	ParlaMint-NL_2017-02-21-tweedekamer-36.u9	Report of the meeting of the Dutch Lower House, Meeting 55, Session 36 (2017-02-21)	2017-02-21	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 55	Sitting 2017-02-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-21-tweedekamer-36	ParlaMint-NL_2017-02-21-tweedekamer-36.u10	Report of the meeting of the Dutch Lower House, Meeting 55, Session 36 (2017-02-21)	2017-02-21	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 55	Sitting 2017-02-21	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	SharonDijksma	Dijksma, Sharon	F	1971	
ParlaMint-NL-en_2017-02-21-tweedekamer-36	ParlaMint-NL_2017-02-21-tweedekamer-36.u11	Report of the meeting of the Dutch Lower House, Meeting 55, Session 36 (2017-02-21)	2017-02-21	Lower house	Meeting of the 28th Tweede Kamer	Session 36	Meeting 55	Sitting 2017-02-21	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
