Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u1	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u2	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	RaymonddeRoon	de Roon, Raymond	M	1952	
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u3	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u4	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	RaymonddeRoon	de Roon, Raymond	M	1952	
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u5	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u6	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	RaymonddeRoon	de Roon, Raymond	M	1952	
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u7	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	RaymonddeRoon	de Roon, Raymond	M	1952	
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u8	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u9	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	notMP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HantenBroeke	ten Broeke, Han	M	1969	
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u10	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	MichielvanNispen	van Nispen, Michiel	M	1982	
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u11	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	MichielServaes	Servaes, Michiel	M	1972	
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u12	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	RaymonddeRoon	de Roon, Raymond	M	1952	
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u13	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	MichielServaes	Servaes, Michiel	M	1972	
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u14	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	notMP	notMinister	PVV	Partij voor de Vrijheid	Opposition	Right to far-right	RaymonddeRoon	de Roon, Raymond	M	1952	
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u15	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	MichielServaes	Servaes, Michiel	M	1972	
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u16	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	notMP	Minister	PvdA	Partij van de Arbeid	Coalition	Centre-left	BertKoenders	Koenders, Bert	M	1958	
ParlaMint-NL-en_2017-01-19-tweedekamer-12	ParlaMint-NL_2017-01-19-tweedekamer-12.u17	Report of the meeting of the Dutch Lower House, Meeting 42, Session 12 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 12	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	MichielvanNispen	van Nispen, Michiel	M	1982	
