Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u1	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u2	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RemcoDijkstra	Dijkstra, Remco	M	1972	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u3	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u4	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RemcoDijkstra	Dijkstra, Remco	M	1972	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u5	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u6	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RemcoDijkstra	Dijkstra, Remco	M	1972	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u7	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	RienvanderVelde	van der Velde, Rien	M	1957	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u8	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u9	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u10	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u11	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u12	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u13	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	SharonDijksma	Dijksma, Sharon	F	1971	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u14	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RemcoDijkstra	Dijkstra, Remco	M	1972	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u15	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	SharonDijksma	Dijksma, Sharon	F	1971	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u16	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RemcoDijkstra	Dijkstra, Remco	M	1972	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u17	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	SharonDijksma	Dijksma, Sharon	F	1971	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u18	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	MP	notMinister	D66	Democraten 66	Opposition	Centre	StientjevanVeldhoven	van Veldhoven, Stientje	F	1973	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u19	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	SharonDijksma	Dijksma, Sharon	F	1971	
ParlaMint-NL-en_2017-02-23-tweedekamer-11	ParlaMint-NL_2017-02-23-tweedekamer-11.u20	Report of the meeting of the Dutch Lower House, Meeting 57, Session 11 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 11	Meeting 57	Sitting 2017-02-23	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
