Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-02-07-tweedekamer-19	ParlaMint-NL_2017-02-07-tweedekamer-19.u1	Report of the meeting of the Dutch Lower House, Meeting 49, Session 19 (2017-02-07)	2017-02-07	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 49	Sitting 2017-02-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-07-tweedekamer-19	ParlaMint-NL_2017-02-07-tweedekamer-19.u2	Report of the meeting of the Dutch Lower House, Meeting 49, Session 19 (2017-02-07)	2017-02-07	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 49	Sitting 2017-02-07	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RemcoBosma	Bosma, Remco	M	1971	
ParlaMint-NL-en_2017-02-07-tweedekamer-19	ParlaMint-NL_2017-02-07-tweedekamer-19.u3	Report of the meeting of the Dutch Lower House, Meeting 49, Session 19 (2017-02-07)	2017-02-07	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 49	Sitting 2017-02-07	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	SharonGesthuizen	Gesthuizen, Sharon	F	1976	
ParlaMint-NL-en_2017-02-07-tweedekamer-19	ParlaMint-NL_2017-02-07-tweedekamer-19.u4	Report of the meeting of the Dutch Lower House, Meeting 49, Session 19 (2017-02-07)	2017-02-07	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 49	Sitting 2017-02-07	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	AstridOosenbrug	Oosenbrug, Astrid	F	1968	
ParlaMint-NL-en_2017-02-07-tweedekamer-19	ParlaMint-NL_2017-02-07-tweedekamer-19.u5	Report of the meeting of the Dutch Lower House, Meeting 49, Session 19 (2017-02-07)	2017-02-07	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 49	Sitting 2017-02-07	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HenkKamp	Kamp, Henk	M	1952	
ParlaMint-NL-en_2017-02-07-tweedekamer-19	ParlaMint-NL_2017-02-07-tweedekamer-19.u6	Report of the meeting of the Dutch Lower House, Meeting 49, Session 19 (2017-02-07)	2017-02-07	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 49	Sitting 2017-02-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-07-tweedekamer-19	ParlaMint-NL_2017-02-07-tweedekamer-19.u7	Report of the meeting of the Dutch Lower House, Meeting 49, Session 19 (2017-02-07)	2017-02-07	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 49	Sitting 2017-02-07	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	RemcoBosma	Bosma, Remco	M	1971	
ParlaMint-NL-en_2017-02-07-tweedekamer-19	ParlaMint-NL_2017-02-07-tweedekamer-19.u8	Report of the meeting of the Dutch Lower House, Meeting 49, Session 19 (2017-02-07)	2017-02-07	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 49	Sitting 2017-02-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-07-tweedekamer-19	ParlaMint-NL_2017-02-07-tweedekamer-19.u9	Report of the meeting of the Dutch Lower House, Meeting 49, Session 19 (2017-02-07)	2017-02-07	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 49	Sitting 2017-02-07	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	AstridOosenbrug	Oosenbrug, Astrid	F	1968	
ParlaMint-NL-en_2017-02-07-tweedekamer-19	ParlaMint-NL_2017-02-07-tweedekamer-19.u10	Report of the meeting of the Dutch Lower House, Meeting 49, Session 19 (2017-02-07)	2017-02-07	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 49	Sitting 2017-02-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-07-tweedekamer-19	ParlaMint-NL_2017-02-07-tweedekamer-19.u11	Report of the meeting of the Dutch Lower House, Meeting 49, Session 19 (2017-02-07)	2017-02-07	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 49	Sitting 2017-02-07	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HenkKamp	Kamp, Henk	M	1952	
ParlaMint-NL-en_2017-02-07-tweedekamer-19	ParlaMint-NL_2017-02-07-tweedekamer-19.u12	Report of the meeting of the Dutch Lower House, Meeting 49, Session 19 (2017-02-07)	2017-02-07	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 49	Sitting 2017-02-07	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	AstridOosenbrug	Oosenbrug, Astrid	F	1968	
ParlaMint-NL-en_2017-02-07-tweedekamer-19	ParlaMint-NL_2017-02-07-tweedekamer-19.u13	Report of the meeting of the Dutch Lower House, Meeting 49, Session 19 (2017-02-07)	2017-02-07	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 49	Sitting 2017-02-07	-	Reference	English	Regular	notMP	Minister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	HenkKamp	Kamp, Henk	M	1952	
ParlaMint-NL-en_2017-02-07-tweedekamer-19	ParlaMint-NL_2017-02-07-tweedekamer-19.u14	Report of the meeting of the Dutch Lower House, Meeting 49, Session 19 (2017-02-07)	2017-02-07	Lower house	Meeting of the 28th Tweede Kamer	Session 19	Meeting 49	Sitting 2017-02-07	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
