Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-01-19-tweedekamer-8	ParlaMint-NL_2017-01-19-tweedekamer-8.u1	Report of the meeting of the Dutch Lower House, Meeting 42, Session 8 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 42	Sitting 2017-01-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-01-19-tweedekamer-8	ParlaMint-NL_2017-01-19-tweedekamer-8.u2	Report of the meeting of the Dutch Lower House, Meeting 42, Session 8 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 42	Sitting 2017-01-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-01-19-tweedekamer-8	ParlaMint-NL_2017-01-19-tweedekamer-8.u3	Report of the meeting of the Dutch Lower House, Meeting 42, Session 8 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MartijnvanHelvert	van Helvert, Martijn	M	1978	
ParlaMint-NL-en_2017-01-19-tweedekamer-8	ParlaMint-NL_2017-01-19-tweedekamer-8.u4	Report of the meeting of the Dutch Lower House, Meeting 42, Session 8 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 42	Sitting 2017-01-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-01-19-tweedekamer-8	ParlaMint-NL_2017-01-19-tweedekamer-8.u5	Report of the meeting of the Dutch Lower House, Meeting 42, Session 8 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	-	Centre to centre-right	MartijnvanHelvert	van Helvert, Martijn	M	1978	
ParlaMint-NL-en_2017-01-19-tweedekamer-8	ParlaMint-NL_2017-01-19-tweedekamer-8.u6	Report of the meeting of the Dutch Lower House, Meeting 42, Session 8 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 42	Sitting 2017-01-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-01-19-tweedekamer-8	ParlaMint-NL_2017-01-19-tweedekamer-8.u7	Report of the meeting of the Dutch Lower House, Meeting 42, Session 8 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	MP	notMinister	VVD	Volkspartij voor Vrijheid en Democratie	Coalition	Centre-right	BarbaraVisser	Visser, Barbara	F	1977	
ParlaMint-NL-en_2017-01-19-tweedekamer-8	ParlaMint-NL_2017-01-19-tweedekamer-8.u8	Report of the meeting of the Dutch Lower House, Meeting 42, Session 8 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Opposition	Centre	SalimaBelhaj	Belhaj, Salima	F	1978	
ParlaMint-NL-en_2017-01-19-tweedekamer-8	ParlaMint-NL_2017-01-19-tweedekamer-8.u9	Report of the meeting of the Dutch Lower House, Meeting 42, Session 8 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 42	Sitting 2017-01-19	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-01-19-tweedekamer-8	ParlaMint-NL_2017-01-19-tweedekamer-8.u10	Report of the meeting of the Dutch Lower House, Meeting 42, Session 8 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	notMP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LutzJacobi	Jacobi, Lutz	F	1955	
ParlaMint-NL-en_2017-01-19-tweedekamer-8	ParlaMint-NL_2017-01-19-tweedekamer-8.u11	Report of the meeting of the Dutch Lower House, Meeting 42, Session 8 (2017-01-19)	2017-01-19	Lower house	Meeting of the 28th Tweede Kamer	Session 8	Meeting 42	Sitting 2017-01-19	-	Reference	English	Regular	notMP	notMinister	SGP	Staatkundig Gereformeerde Partij	Opposition	Right	RoelofBisschop	Bisschop, Roelof	M	1956	
