Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2017-02-23-tweedekamer-52	ParlaMint-NL_2017-02-23-tweedekamer-52.u1	Report of the meeting of the Dutch Lower House, Meeting 57, Session 52 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 57	Sitting 2017-02-23	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-23-tweedekamer-52	ParlaMint-NL_2017-02-23-tweedekamer-52.u2	Report of the meeting of the Dutch Lower House, Meeting 57, Session 52 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LeaBouwmeester	Bouwmeester, Lea	F	1979	
ParlaMint-NL-en_2017-02-23-tweedekamer-52	ParlaMint-NL_2017-02-23-tweedekamer-52.u3	Report of the meeting of the Dutch Lower House, Meeting 57, Session 52 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LeaBouwmeester	Bouwmeester, Lea	F	1979	
ParlaMint-NL-en_2017-02-23-tweedekamer-52	ParlaMint-NL_2017-02-23-tweedekamer-52.u4	Report of the meeting of the Dutch Lower House, Meeting 57, Session 52 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	LeaBouwmeester	Bouwmeester, Lea	F	1979	
ParlaMint-NL-en_2017-02-23-tweedekamer-52	ParlaMint-NL_2017-02-23-tweedekamer-52.u5	Report of the meeting of the Dutch Lower House, Meeting 57, Session 52 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 57	Sitting 2017-02-23	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-23-tweedekamer-52	ParlaMint-NL_2017-02-23-tweedekamer-52.u6	Report of the meeting of the Dutch Lower House, Meeting 57, Session 52 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	notMP	notMinister	Klein	Fractie Klein	Opposition	-	GerKlein	Klein, Ger	M	-	
ParlaMint-NL-en_2017-02-23-tweedekamer-52	ParlaMint-NL_2017-02-23-tweedekamer-52.u7	Report of the meeting of the Dutch Lower House, Meeting 57, Session 52 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	notMP	notMinister	SP	Socialistische Partij	Opposition	Left	RenskeLeijten	Leijten, Renske	F	1979	
ParlaMint-NL-en_2017-02-23-tweedekamer-52	ParlaMint-NL_2017-02-23-tweedekamer-52.u8	Report of the meeting of the Dutch Lower House, Meeting 57, Session 52 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 57	Sitting 2017-02-23	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-23-tweedekamer-52	ParlaMint-NL_2017-02-23-tweedekamer-52.u9	Report of the meeting of the Dutch Lower House, Meeting 57, Session 52 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	notMP	notMinister	CU	ChristenUnie	Opposition	Centre-right	JoëlVoordewind	Voordewind, Joël	M	1965	
ParlaMint-NL-en_2017-02-23-tweedekamer-52	ParlaMint-NL_2017-02-23-tweedekamer-52.u10	Report of the meeting of the Dutch Lower House, Meeting 57, Session 52 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 57	Sitting 2017-02-23	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	Coalition	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2017-02-23-tweedekamer-52	ParlaMint-NL_2017-02-23-tweedekamer-52.u11	Report of the meeting of the Dutch Lower House, Meeting 57, Session 52 (2017-02-23)	2017-02-23	Lower house	Meeting of the 28th Tweede Kamer	Session 52	Meeting 57	Sitting 2017-02-23	-	Reference	English	Regular	notMP	notMinister	CU	ChristenUnie	Opposition	Centre-right	JoëlVoordewind	Voordewind, Joël	M	1965	
