Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BA-en_1999-01-11-0	ParlaMint-BA_1999-01-11-0.u33	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 02	1999-01-11	Unicameralism	2. mandat	-	Sjednica 02	1999-01-11	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
ParlaMint-BA-en_1999-01-11-0	ParlaMint-BA_1999-01-11-0.u35	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 02	1999-01-11	Unicameralism	2. mandat	-	Sjednica 02	1999-01-11	-	Reference	English	Regular	MP	notMinister	SNS	Srpski narodni savez	-	Centre-right	LjubičićDrago	Ljubičić, Drago	M	1949	
ParlaMint-BA-en_1999-01-11-0	ParlaMint-BA_1999-01-11-0.u36	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 02	1999-01-11	Unicameralism	2. mandat	-	Sjednica 02	1999-01-11	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
ParlaMint-BA-en_1999-01-11-0	ParlaMint-BA_1999-01-11-0.u37	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 02	1999-01-11	Unicameralism	2. mandat	-	Sjednica 02	1999-01-11	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	ĆemanMirsad	Ćeman, Mirsad	M	1955	
ParlaMint-BA-en_1999-01-11-0	ParlaMint-BA_1999-01-11-0.u38	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 02	1999-01-11	Unicameralism	2. mandat	-	Sjednica 02	1999-01-11	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
ParlaMint-BA-en_1999-01-11-0	ParlaMint-BA_1999-01-11-0.u39	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 02	1999-01-11	Unicameralism	2. mandat	-	Sjednica 02	1999-01-11	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MađarPero	Mađar, Pero	U	-	
ParlaMint-BA-en_1999-01-11-0	ParlaMint-BA_1999-01-11-0.u40	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 02	1999-01-11	Unicameralism	2. mandat	-	Sjednica 02	1999-01-11	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
ParlaMint-BA-en_1999-01-11-0	ParlaMint-BA_1999-01-11-0.u41	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 02	1999-01-11	Unicameralism	2. mandat	-	Sjednica 02	1999-01-11	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	ĆemanMirsad	Ćeman, Mirsad	M	1955	
ParlaMint-BA-en_1999-01-11-0	ParlaMint-BA_1999-01-11-0.u42	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 02	1999-01-11	Unicameralism	2. mandat	-	Sjednica 02	1999-01-11	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
ParlaMint-BA-en_1999-01-11-0	ParlaMint-BA_1999-01-11-0.u43	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 02	1999-01-11	Unicameralism	2. mandat	-	Sjednica 02	1999-01-11	-	Reference	English	Regular	MP	notMinister	SBiH	Stranka za Bosnu i Hercegovinu	-	Centre	ŽigićIzet	Žigić, Izet	M	1956	
ParlaMint-BA-en_1999-01-11-0	ParlaMint-BA_1999-01-11-0.u44	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 02	1999-01-11	Unicameralism	2. mandat	-	Sjednica 02	1999-01-11	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
ParlaMint-BA-en_1999-01-11-0	ParlaMint-BA_1999-01-11-0.u45	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 02	1999-01-11	Unicameralism	2. mandat	-	Sjednica 02	1999-01-11	-	Reference	English	Regular	MP	notMinister	SDP_BiH	Socijaldemokratska partija Bosne i Hercegovine	Opposition	Centre-left	HercegMugdin	Herceg, Mugdin	M	1951	
ParlaMint-BA-en_1999-01-11-0	ParlaMint-BA_1999-01-11-0.u46	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 02	1999-01-11	Unicameralism	2. mandat	-	Sjednica 02	1999-01-11	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
