Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BA-en_1999-07-19-0	ParlaMint-BA_1999-07-19-0.u220	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 06	1999-07-19	Unicameralism	2. mandat	-	Sjednica 06	1999-07-19	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
ParlaMint-BA-en_1999-07-19-0	ParlaMint-BA_1999-07-19-0.u221	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 06	1999-07-19	Unicameralism	2. mandat	-	Sjednica 06	1999-07-19	-	Reference	English	Regular	MP	notMinister	KCD_BiH	Koalicija za cjelovitu i demokratsku BiH	Coalition	-	SilajdžićHaris	Silajdžić, Haris	M	1945	
ParlaMint-BA-en_1999-07-19-0	ParlaMint-BA_1999-07-19-0.u222	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 06	1999-07-19	Unicameralism	2. mandat	-	Sjednica 06	1999-07-19	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
ParlaMint-BA-en_1999-07-19-0	ParlaMint-BA_1999-07-19-0.u223	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 06	1999-07-19	Unicameralism	2. mandat	-	Sjednica 06	1999-07-19	-	Reference	English	Regular	MP	notMinister	KCD_BiH	Koalicija za cjelovitu i demokratsku BiH	Coalition	-	SilajdžićHaris	Silajdžić, Haris	M	1945	
ParlaMint-BA-en_1999-07-19-0	ParlaMint-BA_1999-07-19-0.u224	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 06	1999-07-19	Unicameralism	2. mandat	-	Sjednica 06	1999-07-19	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
ParlaMint-BA-en_1999-07-19-0	ParlaMint-BA_1999-07-19-0.u225	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 06	1999-07-19	Unicameralism	2. mandat	-	Sjednica 06	1999-07-19	-	Reference	English	Regular	MP	notMinister	SDS	Srpska demokratska stranka	Opposition	Centre-right to right	TošićMomir	Tošić, Momir	M	1954	
ParlaMint-BA-en_1999-07-19-0	ParlaMint-BA_1999-07-19-0.u226	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 06	1999-07-19	Unicameralism	2. mandat	-	Sjednica 06	1999-07-19	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
ParlaMint-BA-en_1999-07-19-0	ParlaMint-BA_1999-07-19-0.u227	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 06	1999-07-19	Unicameralism	2. mandat	-	Sjednica 06	1999-07-19	-	Reference	English	Regular	MP	notMinister	SDS	Srpska demokratska stranka	Opposition	Centre-right to right	TošićMomir	Tošić, Momir	M	1954	
ParlaMint-BA-en_1999-07-19-0	ParlaMint-BA_1999-07-19-0.u228	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 06	1999-07-19	Unicameralism	2. mandat	-	Sjednica 06	1999-07-19	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
ParlaMint-BA-en_1999-07-19-0	ParlaMint-BA_1999-07-19-0.u229	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 06	1999-07-19	Unicameralism	2. mandat	-	Sjednica 06	1999-07-19	-	Reference	English	Regular	MP	notMinister	SDS	Srpska demokratska stranka	Opposition	Centre-right to right	TošićMomir	Tošić, Momir	M	1954	
ParlaMint-BA-en_1999-07-19-0	ParlaMint-BA_1999-07-19-0.u230	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 06	1999-07-19	Unicameralism	2. mandat	-	Sjednica 06	1999-07-19	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
ParlaMint-BA-en_1999-07-19-0	ParlaMint-BA_1999-07-19-0.u231	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 06	1999-07-19	Unicameralism	2. mandat	-	Sjednica 06	1999-07-19	-	Reference	English	Regular	MP	notMinister	SDA	Stranka demokratske akcije	-	Centre-right to right	ČamparaAvdo	Čampara, Avdo	M	1937	
ParlaMint-BA-en_1999-07-19-0	ParlaMint-BA_1999-07-19-0.u232	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 06	1999-07-19	Unicameralism	2. mandat	-	Sjednica 06	1999-07-19	-	Reference	English	Chairperson	MP	notMinister	HDZ_BiH	Hrvatska demokratska zajednica Bosne i Hercegovine	Opposition	Centre-right	ŠoljićVladimir	Šoljić, Vladimir	M	1943	
ParlaMint-BA-en_1999-07-19-0	ParlaMint-BA_1999-07-19-0.u233	Minutes of the Parliamentary Assembly of Bosnia and Herzegovina, Term 2, Session 06	1999-07-19	Unicameralism	2. mandat	-	Sjednica 06	1999-07-19	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MlaćoDževad	Mlaćo, Dževad	U	-	
