Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-04-30-ps2013-027-03-002-140	ParlaMint-CZ_2015-04-30-ps2013-027-03-002-140.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-30	2015-04-30	Lower house	ps2013	-	ps2013/027	ps2013/027/03	ps2013/027/140	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2015-04-30-ps2013-027-03-002-140	ParlaMint-CZ_2015-04-30-ps2013-027-03-002-140.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-30	2015-04-30	Lower house	ps2013	-	ps2013/027	ps2013/027/03	ps2013/027/140	Reference	English	Regular	MP	notMinister	Úsvit	Political group of Usvit - Narodni Koalice	Opposition	Far-right	PetrAdam.1982	Adam, Petr	M	1982	
ParlaMint-CZ-en_2015-04-30-ps2013-027-03-002-140	ParlaMint-CZ_2015-04-30-ps2013-027-03-002-140.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-30	2015-04-30	Lower house	ps2013	-	ps2013/027	ps2013/027/03	ps2013/027/140	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2015-04-30-ps2013-027-03-002-140	ParlaMint-CZ_2015-04-30-ps2013-027-03-002-140.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-30	2015-04-30	Lower house	ps2013	-	ps2013/027	ps2013/027/03	ps2013/027/140	Reference	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	KristynaZelienkova.1974	Zelienková, Kristýna	F	1974	
ParlaMint-CZ-en_2015-04-30-ps2013-027-03-002-140	ParlaMint-CZ_2015-04-30-ps2013-027-03-002-140.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-30	2015-04-30	Lower house	ps2013	-	ps2013/027	ps2013/027/03	ps2013/027/140	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2015-04-30-ps2013-027-03-002-140	ParlaMint-CZ_2015-04-30-ps2013-027-03-002-140.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-30	2015-04-30	Lower house	ps2013	-	ps2013/027	ps2013/027/03	ps2013/027/140	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
ParlaMint-CZ-en_2015-04-30-ps2013-027-03-002-140	ParlaMint-CZ_2015-04-30-ps2013-027-03-002-140.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-30	2015-04-30	Lower house	ps2013	-	ps2013/027	ps2013/027/03	ps2013/027/140	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2015-04-30-ps2013-027-03-002-140	ParlaMint-CZ_2015-04-30-ps2013-027-03-002-140.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-30	2015-04-30	Lower house	ps2013	-	ps2013/027	ps2013/027/03	ps2013/027/140	Reference	English	Guest	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2015-04-30-ps2013-027-03-002-140	ParlaMint-CZ_2015-04-30-ps2013-027-03-002-140.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-30	2015-04-30	Lower house	ps2013	-	ps2013/027	ps2013/027/03	ps2013/027/140	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2015-04-30-ps2013-027-03-002-140	ParlaMint-CZ_2015-04-30-ps2013-027-03-002-140.u10	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-30	2015-04-30	Lower house	ps2013	-	ps2013/027	ps2013/027/03	ps2013/027/140	Reference	English	Guest	MP	Minister	ANO	Political group ANO 2011	Coalition	Centre to centre-right	AndrejBabis.1954	Babiš, Andrej	M	1954	
ParlaMint-CZ-en_2015-04-30-ps2013-027-03-002-140	ParlaMint-CZ_2015-04-30-ps2013-027-03-002-140.u11	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-30	2015-04-30	Lower house	ps2013	-	ps2013/027	ps2013/027/03	ps2013/027/140	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2015-04-30-ps2013-027-03-002-140	ParlaMint-CZ_2015-04-30-ps2013-027-03-002-140.u12	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-30	2015-04-30	Lower house	ps2013	-	ps2013/027	ps2013/027/03	ps2013/027/140	Reference	English	Regular	notMP	Minister	-	-	-	-	KarlaSlechtova.1977	Šlechtová, Karla	F	1977	
ParlaMint-CZ-en_2015-04-30-ps2013-027-03-002-140	ParlaMint-CZ_2015-04-30-ps2013-027-03-002-140.u13	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-30	2015-04-30	Lower house	ps2013	-	ps2013/027	ps2013/027/03	ps2013/027/140	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2015-04-30-ps2013-027-03-002-140	ParlaMint-CZ_2015-04-30-ps2013-027-03-002-140.u14	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-30	2015-04-30	Lower house	ps2013	-	ps2013/027	ps2013/027/03	ps2013/027/140	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	MiroslavKalousek.1960	Kalousek, Miroslav	M	1960	
ParlaMint-CZ-en_2015-04-30-ps2013-027-03-002-140	ParlaMint-CZ_2015-04-30-ps2013-027-03-002-140.u15	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-30	2015-04-30	Lower house	ps2013	-	ps2013/027	ps2013/027/03	ps2013/027/140	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2015-04-30-ps2013-027-03-002-140	ParlaMint-CZ_2015-04-30-ps2013-027-03-002-140.u16	Parliament of the Czech Republic, Chamber of Deputies, 2015-04-30	2015-04-30	Lower house	ps2013	-	ps2013/027	ps2013/027/03	ps2013/027/140	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	ZbynekStanjura.1964	Stanjura, Zbyněk	M	1964	
