Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2015-10-21-ps2013-033-06-009-108	ParlaMint-CZ_2015-10-21-ps2013-033-06-009-108.u1	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-21	2015-10-21	Lower house	ps2013	-	ps2013/033	ps2013/033/06	ps2013/033/108	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2015-10-21-ps2013-033-06-009-108	ParlaMint-CZ_2015-10-21-ps2013-033-06-009-108.u2	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-21	2015-10-21	Lower house	ps2013	-	ps2013/033	ps2013/033/06	ps2013/033/108	Reference	English	Regular	MP	notMinister	ODS	Political group Civic Democratic Party	Opposition	Centre-right to right	JanZahradnik.1949	Zahradník, Jan	M	1949	
ParlaMint-CZ-en_2015-10-21-ps2013-033-06-009-108	ParlaMint-CZ_2015-10-21-ps2013-033-06-009-108.u3	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-21	2015-10-21	Lower house	ps2013	-	ps2013/033	ps2013/033/06	ps2013/033/108	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2015-10-21-ps2013-033-06-009-108	ParlaMint-CZ_2015-10-21-ps2013-033-06-009-108.u4	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-21	2015-10-21	Lower house	ps2013	-	ps2013/033	ps2013/033/06	ps2013/033/108	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JiriMihola.1972	Mihola, Jiří	M	1972	
ParlaMint-CZ-en_2015-10-21-ps2013-033-06-009-108	ParlaMint-CZ_2015-10-21-ps2013-033-06-009-108.u5	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-21	2015-10-21	Lower house	ps2013	-	ps2013/033	ps2013/033/06	ps2013/033/108	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2015-10-21-ps2013-033-06-009-108	ParlaMint-CZ_2015-10-21-ps2013-033-06-009-108.u6	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-21	2015-10-21	Lower house	ps2013	-	ps2013/033	ps2013/033/06	ps2013/033/108	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JiriMihola.1972	Mihola, Jiří	M	1972	
ParlaMint-CZ-en_2015-10-21-ps2013-033-06-009-108	ParlaMint-CZ_2015-10-21-ps2013-033-06-009-108.u7	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-21	2015-10-21	Lower house	ps2013	-	ps2013/033	ps2013/033/06	ps2013/033/108	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2015-10-21-ps2013-033-06-009-108	ParlaMint-CZ_2015-10-21-ps2013-033-06-009-108.u8	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-21	2015-10-21	Lower house	ps2013	-	ps2013/033	ps2013/033/06	ps2013/033/108	Reference	English	Regular	MP	notMinister	KDU-ČSL	Political Group of the Christian and Democratic Union - Czechoslovak People's Party	Coalition	Centre to centre-right	JiriMihola.1972	Mihola, Jiří	M	1972	
ParlaMint-CZ-en_2015-10-21-ps2013-033-06-009-108	ParlaMint-CZ_2015-10-21-ps2013-033-06-009-108.u9	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-21	2015-10-21	Lower house	ps2013	-	ps2013/033	ps2013/033/06	ps2013/033/108	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
ParlaMint-CZ-en_2015-10-21-ps2013-033-06-009-108	ParlaMint-CZ_2015-10-21-ps2013-033-06-009-108.u10	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-21	2015-10-21	Lower house	ps2013	-	ps2013/033	ps2013/033/06	ps2013/033/108	Reference	English	Regular	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	FrantisekVacha.1966	Vácha, František	M	1966	
ParlaMint-CZ-en_2015-10-21-ps2013-033-06-009-108	ParlaMint-CZ_2015-10-21-ps2013-033-06-009-108.u11	Parliament of the Czech Republic, Chamber of Deputies, 2015-10-21	2015-10-21	Lower house	ps2013	-	ps2013/033	ps2013/033/06	ps2013/033/108	Reference	English	Chairperson	MP	notMinister	TOP09-S	Political group TOP 09 a Starostové	Opposition	Centre-right	PetrGazdik.1974	Gazdík, Petr	M	1974	
