ParlaMint-BE_2016-10-11-54-plenair-ip129x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u2	Ladies and gentlemen, ladies and gentlemen, today the Chamber meets automatically on the basis of Article 44 of the Constitution. Ladies and gentlemen, ladies and gentlemen, the House is meeting today, as a matter of law, under section 44 of the Constitution. I declare the session open 2016-2017. I declare the session 2016-2017 open.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u3	The next item is the appointment of the permanent Bureau. The next item is the nomination of the final Bureau. 1. The Agency shall consist of: - the President, - the three Vice-Presidents; - the Bureau members. 2. The Office shall be supplemented by: (a) former Presidents, members of the Chamber; (b) the chairmen of the political groups; (c) an additional member per political group with fewer than 12 members who are not members in No. 1 member of the Office referred to. 1. The Bureau shall be composed as follows: - the President; - the three Vice-Presidents; - members of the bureau. 2. The Bureau shall be supplemented by: (a) former Presidents, members of the House; (b) the chairmen of the political groups; (c) one associate member per political group with fewer than 12 members and without a member of the Bureau referred to in point 1. The President shall be elected in accordance with Rule 157 of the Rules of Procedure. The President shall be appointed in accordance with rule 157 of the Rules of Procedure. The Chamber shall appoint the Vice-Presidents and Bureau members in accordance with Rule 158 No. 1, first sentence, on a proposal from the political groups. The Presidency shall be included in the allocation of these functions according to the proportional representation of the political groups. In addition, as many members as are necessary for each political group with at least 12 members to have at least one member of the Bureau. The Vice-Presidents and members of the Bureau shall be appointed by the Chamber in accordance with Rule 158(1), first sentence, and on the proposal of the political groups, provided that the Presidency is taken into account for the allocation of these functions according to the rule of proportional representation of political groups and that as many appointments are made as is necessary for each political group of at least 12 members to have at least one member on the Bureau.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u4	The only election to be held is that of the President of the Chamber. The only appointment to be made is that of the Speaker of the House. Is anyone asking for the floor? Is anyone asking for the floor? Mr. De Roover, are you deeply pondering?
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u5	Mr President, we will no longer increase the tension: we propose Mr Siegfried Bracke.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u6	As only one candidate is nominated, no vote shall be taken. Consequently, Mr Siegfried Bracke was elected President of the Chamber. Since there is only one candidate, there is no vote. As a result, Mr. Siegfried Bracke was elected Speaker of the House.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u7	The next item is the appointment of the three Vice-Presidents and the Bureau members. The three Vice-Presidents and the members of the Bureau should be appointed. In accordance with Rules 3, 1 and 158, 1 of our Rules of Procedure, we shall appoint 1 PS, 1 MR, 1 CD&V, 1 N-VA, 1 Open Vld, 1 sp.a and 1 Ecolo-Green in the following order. In accordance with Articles 3, 1, and 158, 1 of our Rules of Procedure, we must appoint in order 1 PS, 1 MR, 1 CD&V, 1 N-VA, 1 Open Vld, 1 sp.a. and 1 Ecolo-Groen. Is anyone asking for the floor? Is anyone asking for the floor?
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u8	Mr President, on behalf of the PS Group, I propose the candidature of the excellent current Vice-President, André Frédéric, to continue his mission.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u9	Thank you, Mrs. Onkelinx.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u10	Mr President, Mrs Françoise Schepmans is nominated by the MR Group.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u11	Thank you, Mr. Ducrame.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u12	Mr President, I propose Mr Sonja Becq as Vice-President.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u13	Thank you very much, Mr Verherstraeten. The PS Group proposes Mr André Frédéric as Vice-President; - the MR Group proposes Mrs Françoise Schepmans as Vice-President; - the CD&V Group proposes Ms Sonja Becq as Vice-President. The PS Group proposed Mr André Frédéric as Vice-President; - the MR Group proposed Ms Françoise Schepmans as Vice-President; - the CD&V Group proposed Ms Sonja Becq as Vice-President. I declare Mr Frédéric, Mrs Schepmans and Mrs Becq elected Vice-Presidents. I declare Mr. Frédéric, Mrs. Schepmans and Mrs. Becq elected as Vice-Presidents of the House. For the members of the Bureau, is anyone asking to speak?
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u14	Mr President, we are introducing Mr Inez De Coninck.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u15	Thank you, Mr De Roover.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u16	Mr President, we would like to introduce Mr Dirk Van Mechelen.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u17	Thank you very much, Mr Dewael.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u18	Mr President, we would like to introduce Mrs Karin Temmerman.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u19	Thank you, Mrs Kitir.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u20	Mr President, our group would like to propose Mr Stefaan Van Hecke as an added value for the Bureau.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u21	Thank you. The N-VA Group proposes Ms Inez De Coninck as Bureau member; - the Open Vld Group proposes Mr Dirk Van Mechelen as Bureau member; - the sp.a Group proposes Ms Karin Temmerman as Bureau member; - the Ecolo-Green Group proposes Mr Stefaan Van Hecke as Bureau member. The N-VA Group proposed Ms Inez De Coninck as a member of the Bureau; - the Open Vld Group proposes Mr Dirk Van Mechelen as a member of the Bureau; - the sp.a group proposed Ms Karin Temmerman as a member of the Bureau; - the Ecolo-Groen Group proposes Mr Stefaan Van Hecke as a member of the Bureau. I declare Mrs Inez De Coninck, Mr Van Mechelen, Mrs Temmerman and Mr Van Hecke elected members of the Bureau of the Chamber. I proclaim Mrs. Inez De Coninck, Mr. Van Mechelen, Mrs Temmerman and Mr. Van Hecke elected as members of the Bureau of the House. The Office shall also include: - former Presidents, member of the Chamber; - the chairmen of the political groups: - Mr Peter De Roover, Chairman of the N-VA Group; - Ms Laurette Onkelinx, Chairman of the PS Group; - Mr Denis Ducarme, Chairman of the MR Group; - Mr Servais Verherstraeten, Chairman of the CD&V Group; - Mr Patrick Dewael, President of the Open Group; - Ms Meryame Kitir, Chairman of the sp.a Group; - Mr Kristof Calvo, Chairman of the Group of the Greens/European Free Alliance; - Ms Catherine Fonck, Chairman of the CdH Group; - an additional member per political group with fewer than 12 members who do not have a bureau member. I give the floor to the chairman of the CdH Group, who has not been appointed to the Bureau by the Chamber, for the appointment of an additional member. The following members of the Bureau are also members of the Bureau: - former presidents, members of the House; - the presidents of the political groups: - Mr Peter De Roover, Chairman of the N-VA Group; - Ms Laurette Onkelinx, President of the PS Group; - Mr Denis Ducrame, Chairman of the MR Group; - Mr Servais Verherstraeten, Chairman of the CD&V Group; - Mr Patrick Dewael, Chairman of the Open Vld Group; - Ms Meryame Kitir, chairman of the sp.a. group; - Mr Kristof Calvo, Chairman of the Ecolo-Groen Group; - Catherine Fonck, president of the cdH group; - one associate member per political group with fewer than 12 members and without a member on the Bureau. I give the floor to the chair of the cdH group who does not have a member of the Bureau appointed by the House for the appointment of an associate member.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u22	Mr President, I propose Mr Francis Delperée.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u23	I declare Mr Francis Delpérée elected as an additional member of the Bureau. I declare Mr. Francis Delperee an associate member of the Bureau.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u24	The Chamber has been declared lawful and complete. This will be notified to the King, to the Senate and to the community and regional parliaments. The Chamber is constituted. This will be made known to the King, the Senate and the community and regional parliaments. That Kammer ist zusammengestellt. Seine Majestät der König, der Senat sowie die Regional- und Gemeinschaftsparlamente became hiervon in Kentnis gesetzt.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u25	Today, we received a letter from the Prime Minister saying, "In view of the need to continue discussions on the budget and structural reforms, the government is asking for a postponement of the government statement normally scheduled for this afternoon. The Government undertakes to present to the Chamber the outcome of these discussions as soon as they are concluded." Today we received a letter from the Prime Minister informing us that "The government is calling for the postponement of the government statement originally scheduled this afternoon because of the need to continue discussions on the budget and structural reforms for the future. The government is committed to coming to the House and presenting the results as soon as the discussions are over."
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u26	Mrs Meryame Kitir, Mr Kristof Calvo and Mr Jean-Marc Nollet, Mrs Laurette Onkelinx and Mrs Catherine Fonck and Mr Olivier Maingain have requested, under Rule 50 of the Rules of Procedure, that the Prime Minister be present. Mrs Meryame Kitir, Messrs. Kristof Calvo and Jean-Marc Nollet, Laurette Onkelinx and Catherine Fonck and Olivier Maingain have requested, pursuant to Rule 50 of the Rules of Procedure, the presence of the Prime Minister. There are therefore two elements on the agenda. First, the change of agenda and second, the application of rule 50. I propose that you have a debate on these two elements, that is, Rule 50 and the change of agenda. The Rules of Procedure provide that speaking time shall be 10 minutes per political group in order to amend the agenda. I suggest we apply this.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u27	Mr President, I note that no member of the government is present in this chamber. However, in my opinion, the least polite thing would have been for a member of the government to come and explain the situation and let us know why the government sent you a letter. Before I even have a debate on the substance and out of respect for Parliament, I therefore ask for the presence of a member of the government.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u28	Mr President, we have two important points to discuss: the change in the agenda and Article 50, the requisition of the Prime Minister. It was already in the air that the Prime Minister would not be there, but we will have that debate later. For me, however, it is a complete surprise to be faced with a collective strike by the entire government. My fellow Members are right to whisper to me that this government is in favour of minimum services. It therefore seems to me that this should at least be applied in this House, especially since a number of people are concerned about Kris Peeters who had disappeared and had not returned to the core. Kris Peeters is in the House, Kris Peeters is alive, Kris Peeters is available. I've seen other government members, too. It would therefore be a minimum of courtesy and involvement, should anyone from the government be present. If not, I think we should suspend for a while. Mr President, you have just been appointed by the Chamber, majority and opposition. I would like you to play your part, not only for the majority, but also for the opposition and thus for the entire House.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u29	Mr President, indeed, this observation of a completely empty government bench is a matter of concern. It's never before seen! When before, there was a postponement, the government was there and assumed it. If the government is not here today, my colleague would say, "Maybe it's because he's on strike," but maybe there's another hypothesis. Perhaps it is simply that this government is no longer supported by its majority. That is why today he does not dare to appear here in the House. Your responsibility, Mr. President, is to be president of the whole assembly. You are the one who must uphold the Constitution. This morning, the Budget Minister spoke extensively about the reasons why the government had not yet achieved its goal. She still said there was 95 percent agreement. So if the government is able to explain itself in the morning on live radio, the government must also have the minimum of respect for the parliamentary assembly. It is here that the government must come to shoulder its responsibilities, the consequences of its non-decisions before parliamentarians and thus before all citizens. And it is up to you, Mr. President, to enforce this!
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u30	Mr President, I would like to join with the previous speakers and certainly strengthen their vocation. It is a matter of basic courtesy that at least someone from the government is present. That was never seen at an opening session in this House. I don't care who it is, even if it's Secretary of State De Crem. At least he didn't come back from Havard for nothing. I think you should make sure that at least someone from the government is present today.
ParlaMint-BE_2016-10-11-54-plenair-ip129x.u31	Mr. President, you have just been re-elected. I'm not saying I would have voted for you: let's be honest. But now that you are elected, use your prerogatives somewhat to defend the rights of this Parliament. For months, everyone knows that the government must be present today, carrying a general declaration. This is not an arrangement last week. It's an annual tradition. We haven't been here for a long time, but I've been told, "Raoul, you have to block the second Tuesday of October to come here." Now the debate is postponed, without a word of explanation. Mr President, you must defend this right to democracy. An executive that despises the people like that is unacceptable. I agree with all my colleagues: we ask you to ask a member of the government to at least provide an explanation for the fact that the debate on the general statement will not take place today.
