ParlaMint-BE_2016-10-17-54-plenair-ip133x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2016-10-17-54-plenair-ip133x.u2	We shall resume the discussion of the Government's statement. We resume the discussion of the government's statement. I call Mr Servais Verherstraeten. The next speaker is Mr Servais Verherstraeten.
ParlaMint-BE_2016-10-17-54-plenair-ip133x.u3	Mr President, Prime Minister, ladies and gentlemen of the government, ladies and gentlemen, I actually have the impression that we are having a debate on the State of the Union for the second time this year. I thought we had a debate last Thursday, although a rather virtual debate. Last Thursday, I heard colleagues from the opposition use great words, because the government was not ready for its policy statement. The opposition mainly suspected that the government would take measures that would affect the common man in particular. Ladies and gentlemen, I have the disadvantage that I have been working with this for a number of years, and that has taught me that many rumours and speculations, Mr Dewael, will certainly be able to confirm that reality often exceeds. Ladies and gentlemen, today we are discussing the real declaration of government and I note that a whole series of measures, which the opposition thought the government would take, were not taken. That's the difference between the virtual and the real reality. The government has not decided on a second index jump. The government has not changed the index basket, as the previous government did. The government has not limited unemployment in time. It has not reinforced the degressivity. It has not introduced the resource check for replacement income. It does not make blind savings in public health. It does not, rightly, save on safety either.
ParlaMint-BE_2016-10-17-54-plenair-ip133x.u4	Mr Verherstraeten, you are today the bravest of the Gauls. In this way you will begin your speech, on the day of the worldwide resistance to poverty, which bears witness to a great deal of courage and, at the same time, self-sacrifice. You say, first of all, that there were all kinds of rumors and that it is not all that bad. Mr Verherstraeten, the savings on the benefits of people in poverty is not a rumor. The blocking of employees' salaries is not a rumor. The reduction in the minimum wages of young workers is not a rumor. The fact that this government is largely passing the effort on to people who are having a hard time is not a rumor, but a tough reality, apparently with the approval of CD&V. Secondly, you are warning about virtual debates. Colleague, we're having a virtual debate. There are no answers to the most important questions today. This morning I started by asking about the solution to the ARCO problem: what, when, how and why nothing is included in the budgetary tables. There was no answer, in other words, a virtual debate! (Loud protest from Mr Van Rompuy)
ParlaMint-BE_2016-10-17-54-plenair-ip133x.u5	Mr Van Rompuy, you will have the floor later. We'll have a proper discussion, and Mr Calvo, you'll finish.
ParlaMint-BE_2016-10-17-54-plenair-ip133x.u6	I understand the nervousness in Christian-democratic circles. Mr Verherstraeten warns of a virtual debate. But if we do not know, Mr Verherstraeten, what will happen now with the honest contribution of the greatest abilities, then today we have another virtual debate. Then everyone asks the question: how can a Christian Democrat live with that? Why does a Christian Democrat with such conviction stand on the floor? Why aren't you a little clearer against your coalition partners, who, on the day of the State of the Union, on the day of the global resistance to poverty, have made a very annoying day for people who are already struggling? Then why don't you act harder against your coalition partners, who are helping to ensure that we now, unfortunately, have some sort of virtual debate?
ParlaMint-BE_2016-10-17-54-plenair-ip133x.u7	Mr Verherstraeten, you started by pointing out that the opposition held a virtual debate on the basis of rumours and speculation last week. We have held a debate in response to the fight you and your party have waged. The crisis arose because your party felt that too much had been asked of the people and that it was now time to introduce an added value tax. You state that you did not do what we thought you would do. That's right: there is no added value tax. So stop blaming the opposition for spreading rumors and formulating speculations. It is your party that has thrown the speculations and rumours into the hemisphere, while you are now admitting that you are not repeating today the index jump and the tax increases you made in 2015. So that wasn't the opposition. I simply note that your party has failed to implement the added value tax.
ParlaMint-BE_2016-10-17-54-plenair-ip133x.u8	Mr Verherstraeten has the floor.
ParlaMint-BE_2016-10-17-54-plenair-ip133x.u9	Mr President, I did not get the impression when I heard Mr Calvo that he wanted to ask a question. Rather, I thought he wanted to make a statement on selective points. Mrs Kitir, of course I will return to the value added tax when I speak, if I have the opportunity to do so by all of you. The government has been taking action for two years and has followed a continuous, balanced and reasonable line in this respect. Its measures may also be assessed in their entirety. We did indeed once take an index jump. The National Bank of Belgium says that this index jump has resulted in additional jobs. However, Mrs Kitir, we have not increased taxes, as you have just mentioned, but reduced them. Who in the first place have we done this for? That was just before the lowest incomes. What were we reading in a Flemish quality newspaper a few weeks ago? The lowest incomes are the great victors and the current government redistributes from higher incomes to lower incomes. We will indeed reduce the gross income of young people a little bit. Mrs. Kitir, did you listen to the Prime Minister this morning? Did you listen when he declared that the reduction would be net? Have you heard the passage about the runways? Our measures will create thousands of additional jobs. I never hear the opposition talking about those young people who, thanks to government measures, do have a job today, which they didn't have yesterday. If we have not taken certain measures in social security, then the government has done so very consciously. We are aware that early economic growth must be distributed fairly and properly. The economy benefits from a good distribution of prosperity, so does a society. I have heard a great deal of criticism from the opposition, ladies and gentlemen. That's the way it's supposed to be. That is her job, and of course we do not blame her. We have heard them mostly about a measure on the left and right, which they do not want and which they consider to be bad. For example, I have not heard from the opposition that the budget should be mordicus in 2018. We know why we didn't hear that. Then the opposition must confess colour, then it must say where savings will be made, how much and who will be saved; then it will have to decide where to tax and who and how much will be taxed, and that is more difficult than simply criticising an individual measure.
ParlaMint-BE_2016-10-17-54-plenair-ip133x.u10	So, Mr Verherstraeten, you clearly do not understand what is meant when it comes to making large assets pay. That's kind of the problem with CD&V. From the beginning, you were talking about a symbol that shouldn't be worth anything. That is the budgetary problem. You say that you want a balance in 2018, but then the question arises as to where we will get the money for it. That's mathematically the debate. You have opened an interesting debate by saying that it is time for the broadest shoulders to contribute the most. CD&V has opened that debate in the majority. What's the government saying now? She says the case will be studied. Mr Verherstraeten, why is there no study on the influence of government measures on the number of people who will receive another pension? That will not be studied, but it will be decided today. It is also decided today that young people receive less money without studying it. However, there will be a study in a few years' time on the measures to be taken in respect of the major assets. Mr Verherstraeten, a bit of principle! I thought CD&V had some principles and would say this is her red line. What do we see, however? Once again, CD&V doesn't bring in anything. After the first tax shift and the second tax shift, it's nothing today. Mr Verherstraeten, have some principles. It is time for the left in Flanders to make some noise.
ParlaMint-BE_2016-10-17-54-plenair-ip133x.u11	Mr President, let me say a little bit about the budget path. What you're saying is a little strange. Remember: strict respect for the fiscal trajectory was a strong demand from the Liberals and the N-VA. The first time I asked to relax this trajectory - at the time, we had to be in balance around 2015 - it was terrible: "But at last, what inconsequence, how can we do that!" I thought that was the only solution and that is what we have done to avoid austerity and rather to set up a strict policy. You are coming in force, the Liberals and the N-VA, and you say, "In any case, with us, it's the balance in 2018." All we see is that you won't get it! That's impossible! You are not even able to comply with the European directive on the reduction of the structural deficit and on the debt. Nor are you going to comply with the additional obligations that you have put on your back as part of your government agreement. We simply want sincerity and honesty, rather than saying "goed bestuur", just say that you are not doing it and that you are abandoning this prospect of budgetary balance. That would simply be more honest.
