ParlaMint-BE_2016-12-01-54-plenair-ip142x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2016-12-01-54-plenair-ip142x.u2	Mr. President, Prime Minister, you announced in this rostrum a few weeks ago that you are taking up the issue of corporate tax reform and tax justice. Obviously, it did not please your majority partner, the N-VA, who hastened to remind you that, for her, there was no question of taxation on capital gains. The N-VA wasn't going to leave it there. Accompanied this time by another partner of your majority, the Open Vld, she said that the tax on financial transactions should also be waived. It is recalled, however, that you, like your party, affirmed before us your commitment to this measure. It should also be recalled that this Parliament has already shown, in 2004, its almost unanimous willingness to move forward on the ambitious issue of the Tobin tax. We now come to a decisive moment when we have to decide. But we learn that Belgium's attitude worries and astonishes our partners. The European Commission has said this on several occasions in these walls. As soon as yesterday, at his hearing in the Panama Papers Committee, European Commissioner Moscovici told us his concern about the attitude of the Belgian government. The N-VA, therefore, is not content with a speech; it clearly slows down the negotiations, at the risk of overturning them. Prime Minister, your speech on Europe, of which you said it is one of the most beautiful projects of humanity, seems to be experiencing fosseurs at the very heart of your government. While the MR engages in incantations in the media, his partner cuts his shanks in European fora. It is now clear, ladies and gentlemen, that some of us in this Parliament are at the service of the finance lobby. And I'm telling you, Mr. Ducrame, you who are giving lessons, you should also put a medical cordon between you and international finance. Prime Minister, can you say in this forum that Belgium is still actively supporting the introduction of the financial transaction tax? Will you demand unwavering support from your N-VA Finance Minister in the negotiations at European level?
ParlaMint-BE_2016-12-01-54-plenair-ip142x.u3	Mr President, Prime Minister, ladies and gentlemen, there was a time when our Parliament, our hemisphere, was the international leader of the tobin tax, a minimum charge of 0.01 percent on destructive speculation and not on enterprises or economies. The proceeds of this, EUR 50 billion, can then be used to help developing countries, among other things, to eradicate hunger. It is more than the entire budget for development aid together. This is a first step towards international fiscal justice. The money generated by the tobin tax comes from the big speculators in the financial markets that have already brought many countries and economies to the brink of collapse in the past. Prime Minister, the tobin tax is a good idea and you agree with us on this point. You yourself indicated to the UN on 23 September that it is a question of basic justice. We absolutely must introduce that tax! Ladies and gentlemen, after 16 years all the studies have been done, all the false accusations have been rejected and all the objections have been overcome. It's time to act now. But at the moment of truth, the N-VA doesn't want to. The N-VA once again shows itself as the party of the great speculators. Even a minimal charge as the tobin tax with maximum equity effects is a bridge too far. We already know that this party sabotages fiscal justice in its own country, but that it now also sabotages tax justice at international level is unimaginable. Apparently, the powerful financial lobby has whispered a few things, against the will of the people. Prime Minister, it is time for you to prove whether you are the N-VA's errand boy or whether you will honour the government agreement and the 16-year-old people's call for fiscal justice. Your predecessor Verhofstadt placed the introduction of the tobin tax internationally on the agenda. Will you be the gravedigger of that tax or will it be?
ParlaMint-BE_2016-12-01-54-plenair-ip142x.u4	Mr Prime Minister, in 2004 Parliament was indeed asked to introduce the financial transaction tax with as many countries as possible in Europe. That was a clear message that all the negotiators received. That was also the message that Mr Van Overtveldt received. In the meantime, of course, a lot has happened. Over the years, discussions have been held and the effects of the financial transaction tax have also been established. We have also held regular hearings in the Finance Committee to examine the impact of the financial transaction tax. We have come to the conclusion that the introduction of the financial transaction tax would currently have a damaging impact on pension funds, on our public debt and on the financial market as such. There is also the fact that not so many countries participate. More and more countries are failing. The Netherlands and Luxembourg are falling and Belgium would be the only country in the Benelux that would import the tobin tax. Finally, it may prevent companies from settling in Belgium on the occasion of the Brexit, to which the Prime Minister has specifically called, if we are the only ones to introduce the financial transaction tax. Prime Minister, do you recognise the potential negative impact of the introduction of the financial transaction tax on our economy? What will be the attitude of our country in the coming months? We really hope that you will not leave the negotiating table, but will clearly say that we need to be with more if we are to introduce the tobin tax. If we introduce them alone, we will only have to bear the disastrous consequences.
ParlaMint-BE_2016-12-01-54-plenair-ip142x.u5	Mr President, Prime Minister, to talk about the Tobin tax, its advantages and disadvantages, I chose Oxfam's image, which shows us the arguments in favour of this tax:- 1.3 billion income in Belgium; - two out of three Belgians who support this Tobin tax project; - ten other European countries support it, i.e. two thirds of the European Union's economy and even more so in the euro area; - this tax does not affect savers and small investors; - this tax dissuades financial speculation. And here's the argument against this tax: the bank lobby doesn't like it. It is enough for the FEB and Febelfin, the banking lobby, to make an exit against the Tobin tax so that the next day the N-VA publishes a forum on the same issue and Kris Peeters gets involved with this tax. Prime Minister, I remind you of your own statement at the UN General Assembly: "Belgium, together with ten other countries of the European Union, wishes to develop a system for taxing financial transactions. We must succeed in removing technical and political obstacles. It's a matter of elementary equity." In particular, we must go back to false counter-arguments, such as when Mr. Van Biesen tells us that this is a problem for the debt. Well, no! These ten countries have demonstrated, and Belgium has accepted, that there is no problem with the debt.
ParlaMint-BE_2016-12-01-54-plenair-ip142x.u6	Unbelievable!
ParlaMint-BE_2016-12-01-54-plenair-ip142x.u7	Read the texts again, Mr Van Biesen! The problem, Prime Minister, is that it takes a minimum number of countries to do so. That number of nine must be respected. Therefore, if Belgium withdraws, it puts in jeopardy not only Belgium's position, but also the very existence in Europe of a tax on financial transactions. Prime Minister, are you going to be the fosseur of the Tobin tax, the fosseur of elementary fairness?
ParlaMint-BE_2016-12-01-54-plenair-ip142x.u8	Mr President, I will not address myself to the Prime Minister, but to my associate the route, Charles. Do you remember, Charles, how, together, when you were Minister of Development, we pulled shoulder to shoulder for the tobin tax? You know, Charles, the tobin tax inside and out. You can see through all the arguments put forward by Mr Van Biesen and other opponents. I'm sure of it. They're talking about Sweden. You know that the system is completely different from that in Sweden. They are talking about pension funds. As you know, 80% of transactions by pension funds are exempt and only dangerous transactions are affected. Mr van Biesen was just talking about the guilt. You know that the Commission is presenting a report showing that the introduction of the tobin tax would indeed cost EUR 2 billion to the public authorities, but EUR 4 billion more revenue. What is Mr Van Biesen's problem? His problem is that EUR 4 billion will have to be paid by the financial sector. [[Applause]] That is Mr Van Biesen's problem! Charles, not only your own credibility, but also the credibility of our country is at stake. At the UN General Assembly at the end of September, you said, on behalf of our country, that we are going for a tobin tax, because that is a question of financial justice. That is what we are talking about, Prime Minister, about the credibility of our country and about the credibility of my partner's route of the past. Prime Minister, I'm counting on you. I am counting on you to put your government in order and introduce the tobin tax. That tax will be very good for our country and its people.
ParlaMint-BE_2016-12-01-54-plenair-ip142x.u9	Mr President, Prime Minister, I will address you, but I am also addressing all those for whom honesty is a value that certainly deserves more political attention. When a young couple buys a house, it pays 10 % registration fees. When my son buys a computer game in the store, he pays 21 % VAT. That is why it is normal for strong political leaders in many countries to indicate that there may well be a number of products for which we can ask people for a fair contribution. That contribution should not be too high, namely 0,1 % or for other products 0,01 %. Some opponents then wonder whether this is really necessary and whether this contribution will not disrupt our economy. In the light of the many exceptions, we are trying to avoid a new financial crisis here. Colleagues, what do you think? Do you really believe that Germany has gone completely mad? For certain parties, including the majority, the country is a shining example. Well, Germany is a major promoter of such a financial solidarity mechanism. [[Let's hear it.]] Some people ask whether this will not cost us anything for our retirement? Many pension funds are covered by the exception. I know, however, that in the dossier some people would be happy to know that there are a few fewer Members of Parliament. However, Mr President, Parliament has shown itself on its best side in this respect. As early as 2004, a very broad-based proposal to be a European promoter was adopted here. Ladies and gentlemen, yesterday it was truly touching to hear the European Commission spokesperson, who was here in Parliament. After all, he pointed out that Belgians are good at making an honourable compromise, with which we can make social and economic progress and that the European Commission is also counting on Belgium for this dossier. Mr Prime Minister, my question this afternoon is as follows. Can we continue to count on the entire government to continue the negotiations in order to bring the dossier to a successful conclusion with as many countries as possible?
ParlaMint-BE_2016-12-01-54-plenair-ip142x.u10	Prime Minister, Charles, I must say, it is to your credit that you have realised that you were once on the road with bad friends and that you have finally found a warm nest. Prime Minister, I learned a great deal at committee meetings this week. Mr Deseyn. This is the coalition agreement. It states that we will continue to contribute constructively to the gradual introduction and enhanced cooperation. Grosso Modo has two important conditions in it. That is that we are incredibly committed to activities with speculative shares and derivatives, and at the same time we are not naive. We would only introduce this if we could do so with a sufficiently large number of partners. Prime Minister, these two conditions are not met today. I think it's important to give that to you. Mr Moscovici, whom you are pleased to refer to, showed yesterday in the Panama Commission that he does not have a line of defence because that contribution to a fair transaction tax, well, the banks are doing so today. I have a message for Mr Van der Maelen and Mrs Almaci. You spoke just now of EUR 1.2 billion, while it is already EUR 4 billion. Your inflation is a little higher than ours. In any case, for this kind of sum, we are here in the shortest time to re-debate on the jobs in the banking sector. So I would somehow temper my statements a little bit and think about what you are all promoting here. What's in store, Prime Minister, doesn't match the coalition agreement. If the Netherlands and Luxembourg say that they do not have to do so, then it is naive to step in. The banks contribute. Moreover, I find it incredibly interesting to give this to you, and if you are going to do this with some countries, the system is absolutely not anti-frauding. I hope you will agree with me that the coalition agreement is an important element to pursue, including in this dossier, and that you will defend it at European level.
ParlaMint-BE_2016-12-01-54-plenair-ip142x.u11	Mr President, Prime Minister, I am not doing exactly the same reading of the government agreement as Mr. Van de Velde. Belgium, says your government agreement, will continue its constructive contribution to the progressive introduction of a tax on financial transactions under the enhanced cooperation regime. My question is simple. How is the attitude of your government and part of your majority to the proposed financial transaction tax constructive? We've long known your Finance Minister's double game. In January of this year, before the Stock Exchange, he stated that he was going to analyse how to put an end to this tax. And since then, masks have fallen one after the other. We heard Mr. Van Biesen, we heard Mr. Van de Velde. Two parties of your majority, and not the least, have just dissociated themselves from this draft tax on financial transactions and hence from the government agreement. I have heard with pleasure Mr. Deseyn's comments, which reassure me somewhat of the position of the CD&V. I am delighted to hear the MR, who has so far made a point of continuing to support the project, a little like the rope supports the hanger. Mr Prime Minister, I invite you to hear the message from the Commission, which came here, in the walls of the Federal Parliament yesterday afternoon, to remind those who had forgotten that Belgium is a founding member of the European Union, that it is the capital of the European Union, that it has always played a leading role in European integration and that it is desolating itself from the delays of Belgium, which is pulling the brake by hand rather than playing that leading role. Hear the message from Commissioner Moscovici, who showed us yesterday that the draft tax on financial transactions is part of the Commission's triptych for greater transparency, more tax justice and support for the real economy! Prime Minister, return to the European vocation of Belgium! Do not align yourself with Estonia but rather with France, Germany, Italy and Spain, the Eurozone heavy goods vehicles!
