ParlaMint-BE_2016-06-30-54-plenair-ip118x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2016-06-30-54-plenair-ip118x.u2	[[for the standing meeting]] The President [[in front of the standing assembly]] Good colleagues, The horrific attack that took place at Atatürk airport in Istanbul last Tuesday, of course, inevitably reminds us of the terrorist attacks in Brussels. The attack, by its magnitude, its target and its modus operandi, was at every point comparable. He brutally plunged us back into the climate of terror that we had to confront on 22 March. This new barbaric act, which has already claimed so many innocent victims, naturally fills us with horror and shockes us deeply. We strongly condemn repeated bloody crimes aimed not only at destabilizing security but also at the daily lives of Turkish and foreign citizens in Turkey. The international community must step up cooperation between the states affected by these attacks in order to combat terrorism more effectively. I addressed our deepest condolences to the Turkish Ambassador on behalf of our Assembly, asking him to express our support and deep empathy for the families and relatives of the victims.
ParlaMint-BE_2016-06-30-54-plenair-ip118x.u3	Mr President, the government also wishes to extend its deepest condolences to the victims of the Istanbul bombing, as well as to their relatives and families. Of course, we feel particularly concerned about this tragedy. We know what can be felt after such a tragedy. Once again, Turkey is the victim of this blind terror. Once again, dozens of innocent people are dying and many families are in grief. Once again, we must observe a minute of silence. I have learned the terrible news at the same time as all my European colleagues. We were all shocked when we saw the first images of Istanbul airport, but these attacks again strengthen our fight to continue fighting against radicalism and terrorism in our own country, but also elsewhere, in cooperation with our partners. In a letter to the Turkish Prime Minister, I also expressed our condolences to the victims, their families and the Turkish people. Thank you.
ParlaMint-BE_2016-06-30-54-plenair-ip118x.u4	Ladies and gentlemen, I propose that we keep quiet for a moment in memory of the victims.
ParlaMint-BE_2016-06-30-54-plenair-ip118x.u5	As agreed in the Conference of Presidents, this afternoon we will have a topical debate. We're having a topical debate on the Brexit this afternoon. We have agreed that the groups represented in the Conference of Presidents will be given six minutes' speaking time and three minutes' speaking time for the replies. The other groups get two minutes and one minute for the reply. I give the floor to Mr De Roover.
ParlaMint-BE_2016-06-30-54-plenair-ip118x.u6	Mr President, ladies and gentlemen, what took place last Thursday in Great Britain is called the right of self-determination. This is a fundamental basic right which is even proclaimed by the United Nations. Even if the result is not what we would like it to be, for our group, the result must be accepted. Responding to what has happened in a condescending and incomprehension, perhaps immediately indicates the core problem that has been raised here. Some have once again wanted to give the impression that the European Union is an elite project of highly educated people who cannot even cope with their losses. Instead of condemning it, I think it is high time to ask us where the distress call of these millions of citizens comes from. How come they are asking themselves whether the European Union is still in their favour? A first signal, which is clear to us and which goes far beyond Britain, is that unity cannot be imposed through EU regulations. By the way, ignoring diversity is perhaps the most anti-European position one can take. Every disadvantage has its advantage and I am very pleased that this debate can be held here. Let us throw out the word 'high', especially 'low' borders. Borders need to be considered critically. In fact, where they are obstacles, they must be abolished. But borders can also provide security. There's never a home when there's no front door in that house. A front door that can be opened, but which can also be closed when needed. The dogma of frontiers, which I believe we have followed too much so far, must be left behind us as a matter of urgency. As far as Britain is concerned, we have nevertheless received signals from different directions indicating a vindictive reaction. That is, of course, the worst thing we can do today. Those who were against the Brexit, I believe, are a large majority of this Parliament, and it is logical that today we should call for the most close cooperation with the former Member State of Great Britain. The European Union obviously wants good links with the whole world. Well, as of tomorrow, Britain will be part of the rest of the world. Britain will also be a country with which the European Union wishes to maintain close, fruitful and intense ties. Vengeance is therefore the worst counsellor in this matter and would simply point out that we have no respect for a position that happens to be not ours, which is just the core, even here, of the great values on which Europe is based. Because we, with our group, consider European cooperation to be extremely important and because we must not lose sight of its benefits, I would like to call here not to remain deaf to the message of the many citizens who are losing the European project. Do not spit out those who disagree because they are indifferent. The EU, as we have always understood, is there for the citizens and not the other way round, as some people think it should be said. If we do not take that signal seriously, the Brexit will be the first of a long series of dominoes. I think this is the last thing we want. If we do not take that signal seriously, we will also give the anti-European forces the gift they are eagerly waiting for. The idea of the ever closer Union is a self-destructive idea, which at some point will become fatal to the European Union. There is a basic law in politics that we must never lose sight of: anyone who ignores it is sanctioned by the citizens. That too has a name, it is called democracy, and my group fully supports it.
ParlaMint-BE_2016-06-30-54-plenair-ip118x.u7	Mr President, Prime Minister, ladies and gentlemen, no one knows when the Brexit process can begin and, if we believe the US Secretary of State, no one knows whether this process will take place. What matters to us today is the future of Europeans, especially the future of our country's citizens. I know too much about the difficulties of multilateral negotiations to believe that everything can change overnight. However, the British vote should awaken consciences. Citizens need a Europe in which they can believe, a Europe that gives hope, a Europe that actually improves their daily lives. Citizens want a Europe that leads ambitious public investment policies, supports efficient public services, improves education, scientific research, health and academic exchanges. We must take note of this will of the citizens and make Brexit an opportunity to build another Europe. It is up to us, the political leaders of the various countries, to make our Europe more democratic, more social and closer to the citizens. It is up to us to bring about a generous, ambitious and united Europe. In my view, the post-Brexit European project must be organised around five key priorities. The first priority is that governments must be able to invest in infrastructure, education and new technologies massively. The amounts of productive investment must be excluded from the calculation of the Member States' deficit. Secondly, technological progress must benefit every European. The Commission's Digital Agenda is insufficient in this regard. We must stimulate and regulate the digital economy seriously. We must prevent it from disrupting the social rights of workers. We must also prevent it from undermining consumer protection. The third priority concerns social Europe. Called for their wishes by the citizens, but not yet realized, this is the time to put it into practice. We can no longer tolerate, and you will agree with the Prime Minister, social dumping within the Union. We can no longer tolerate the unfair competition that is developing between the Member States of the Union. Radical measures are essential. The fight against social dumping, on the one hand, and a European minimum wage, on the other, are two social priorities for Europe. On the other hand, with my colleagues in the Socialist Party, I think we need to demand that the European Commission put an end to the TTIP negotiations. This project is harmful to both workers and consumers, and for the same reasons, we must say no to CETA. The fourth priority is the environment. The energy transition must be dealt with at European level. This transition is fundamental, vital for future generations. I call for the adoption of a genuine clean energy plan, which would give a healthy boost to the protection of the planet. Finally, Europe will only regain its letters of nobility if our citizens feel that there is a new tax justice and that tax justice is a European priority. For good reason, citizens no longer tolerate lax policies towards tax evasion and fraud. As you are here, Minister, I have to say that when the Minister of Finance is reluctant to the European Council on a step forward in tax justice, we find that it is still very complicated and difficult. Belgium must be the country that demands firm European action, the rapid adoption of the tax on financial transactions, effective protection against market speculation, effective instruments to combat tax fraud. If I add to these five priorities an effective migration policy and a strengthening of the euro area, we will have a Europe capable of restoring hope to the citizens and especially to the youngest of them. Prime Minister, let me ask you whether you share in part or totally this vision of Europe. Do you, like my colleagues and myself in the Socialist Group, consider that the momentum should be used to reorient European action towards the citizens? Finally, I would like you to reassure me on something that concerns me. The first party in your government is drinking tea in London with the anti-European Boris Johnson. Can you assure me, Prime Minister, that this proximity between the first political formation of your government and Boris Johnson does not influence the position that you will now defend at the European Council table?
ParlaMint-BE_2016-06-30-54-plenair-ip118x.u8	Mr President, Prime Minister, Ministers, ladies and gentlemen, on 7 May 1948 Winston Churchill, accompanied by several British ministers, launched the idea of European unification at the Hague Congress. On 23 June, Britain expressed its democratic views on its non-membership of the European Union. The results did not give rise to any uncertainty: 72% of British voters went to the polls and 52% voted in favour of an independent Britain from the European Union. Belgium has taken note of this democratic vote without ambiguity. We regret that decision, but what is done is done. We must respect the will of the British people and as Shakespeare wrote: "Let the dead bury the dead"! What is done is done! Beyond the consequences for Britain, both economically and in terms of its future state structure, this vote is also symptomatic of an unease experienced by the peoples of the European Union. The Europe of peace and prosperity, that of the Treaty of Rome of 1957, has gradually given way to a European Union that is too far from the citizens and whose action, though real, lacks readability and visibility for each and every one of our fellow citizens. The crises of the European Union obscure its added value. Now we must rely on the Lisbon Treaty and its Article 50. It was Britain that had the initiative to launch the process of its European exit, and each of the parties had to prepare for it to conclude the separation as soon as possible. The Belgian position therefore has no ambiguity either: Britain is a country on the European continent, a fundamental economic partner for our external trade, and we must therefore, as soon as possible, restore and re-establish strong economic, commercial and political ties with it. We need to reconnect, which will, of course, be of a new type, and of which there is no pre-established model. But these ties must be positive for everyone. The European Union, the European institutions and the Member States, must consider how it works, communicates and assumes its powers. But we must also acknowledge, ladies and gentlemen, that during the referendum campaign, many lies and nauseous slogans were heard against the European Union. To prove this, give yourself to this little exercise, as I did this morning, and listen to Marine Le Pen. I can assure you that in doing so, we start the day well! Mr President, ladies and gentlemen, our Prime Minister, our Foreign Minister and our Government have a strong and unambiguous European ambition. We must simply reinvent the Union on the basis of the existing Treaty. In this context, Belgium wants to concentrate all its efforts on different subjects. We want to reinvent the Union through our political action, but we also want the European Union to reinvent itself through the channels of education, information and culture. We would like to recall that we are in favour of a closer Union, in accordance with the preamble to the Lisbon Treaty. We are determined to continue the process of creating an ever closer union between the peoples of Europe. We support the fact that in the European Union countries that want to move faster can do so without being slowed down by the other Member States. We are therefore in favour of the development of a multi-speed Europe, but a priori without excluding any Member State. We want to be able to work together in the right direction. We want to strengthen parliamentary control through, of course, the European Parliament, but also, ladies and gentlemen, through national parliaments, and even regional parliaments, for their powers. We want to move forward on this point. This is an essential response to the Union's so-called democratic deficit. Within the euro area, we can strengthen the euro area's governance and pursue banking and financial integration more quickly. Furthermore, as I said in the previous debate, we want to strengthen social Europe. Why, for example, not create a European Minister for Budget and Finance within the euro area? I heard the previous speaker. I do not want to argue, but I want to say very openly that this new Europe, ladies and gentlemen, this Europe we are calling for and to which we all want to cooperate, we do not want it to be that of economic downturn. We want to continue negotiations on CETA and TTIP. This is fundamental for Europe! This is fundamental for our businesses and for the workers! We want an internal security component, including joint management.
ParlaMint-BE_2016-06-30-54-plenair-ip118x.u9	[[...]]
ParlaMint-BE_2016-06-30-54-plenair-ip118x.u10	No problem, Mr. Laaouej. There is ample support for this and, when I say that we are in favour of continuing the negotiations for TTIP and CETA, this is a commitment that we have already discussed and that we have developed and approved in our House. As regards the security aspect of internal security, including the continuation of European defence, we reaffirmed this commitment yesterday in the debate on the resolution on NATO. We want to complete the internal digital or energy market. Finally, the question of posted workers must be resolved once and for all by amending the current directive. In conclusion, ladies and gentlemen, the Reform Movement wants the Union to continue to strengthen, because we believe that the current disunity weakens all the Member States and, consequently, Europe in the midst of globalisation. Our protection is Europe. Our weakness is not the European Union, but the absence of a European Union. The Union is strengthening us. Disunity weakens us. Our political movement wishes, ladies and gentlemen, to regain the ethics of every European citizen and every Member State that founded accession to the European project.
ParlaMint-BE_2016-06-30-54-plenair-ip118x.u11	Mr Prime Minister, Mr President, ladies and gentlemen, the least we can say after the referendum is that the United Kingdom has a major problem. But the EU also has a big problem. We can discuss for a long time whether it was appropriate to hold a referendum. We can discuss for a long time whether a referendum is the right instrument. We can debate for a long time whether the way of debate and the way of campaigning in Britain was the right thing to do with the subject. One thing is certain: a majority, even if it is small, has expressed itself in that country and we must respect it, especially given that the turnout was much higher than in the previous parliamentary elections. The crucial question then, ladies and gentlemen, is how to proceed with the EU and what relationship we will have to maintain with the United Kingdom? This is the first time a country has left the EU. And yes, we know it: after Britain joined, it has always had an ambiguous attitude towards the EU. Britain has never embraced the EU. But we cannot deny, ladies and gentlemen, Britain is not a small country. It is geopolitically an important country. It is an economically very important country and the decision affects all Member States, especially Belgium as a neighbouring country. Ladies and gentlemen, our country and our group have always been very much in favour of European integration, and we will remain so. But we cannot ignore the fact that the EU is no longer touching the hearts of its citizens. The perception that the EU is only there for large companies, for highly educated people, is unjustified, but many people live with it. We must recapture the hearts. We need to convince them again. We need to convince them that the EU is good for all people, and that when we tackle problems together, that results in better solutions than when everyone acts on their own. Ladies and gentlemen, anyone who believes that a separate approach to immigration is successful makes people a little bit of sense. That's what the facts of the past year and a half teach. Anyone who thinks that an economic policy can be developed in itself is blind to a globalised economic society. Those who, in times like today, are calling for safety to be organised on their own should be mistaken. More international cooperation in times of terrorism is absolutely necessary. Ladies and gentlemen, I would like to make the following observation. Yes, there are many Eurosceptics all over Europe, including in our country. I hear them often, they speak loudly, but I have never heard alternatives with a future perspective for young people. A well-known footballer said: "Every disadvantage has its advantage." Let us take advantage of the Brexit for a better and stronger Europe, not a superstate, but a strong partnership to strengthen, on the one hand, what unites us and what is in our common interest, and, on the other hand, to respect and cherish what we differ in. Diversity and openness go together, ladies and gentlemen. Let us build a project based on reciprocity and solidarity. This is not a project in which we can only get the will of Europe, but in which we are also prepared to bear burdens. This is going to be a Europe that is economically strong. However, it is not just the economy that counts in the EU. Europe is more than economic. Europe is more than the free market. If we want to convince people's hearts, we will have to show a social face in Europe. Free movement of persons is necessary, but without social dumping. Justice, Prime Minister, on the fiscal and social front, must be at the forefront of Europe's agenda in the coming years, otherwise we will not win back the hearts of the people. Colleagues, the new European Commission took office in 2014 as priorities for economic growth, jobs, justice, security and immigration control. Those were the right priorities. Those are people's concerns. It is not a question of choosing priorities; it is a question of achieving results. I therefore have these questions for you, Prime Minister. How can it be clarified in the short term with regard to Britain's exit? What relationship will we develop with the United Kingdom? We can split up, but we're still neighbors. How can we develop a social debate in which we restore people's confidence in the EU? Prime Minister, you have always shown yourself to be an EU defender. We respect that. We will support you for 1 000 %. Belgium is a small country. Let us use the moment of crisis to be large as a small country in Europe.
