Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	CrusnièreStéphane	Crusnière, Stéphane	M	1967	
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	VanderMaelenDirk	Van der Maelen, Dirk	M	1953	
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	DeCremPieter	De Crem, Pieter	M	1962	
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	VanderMaelenDirk	Van der Maelen, Dirk	M	1953	
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	CrusnièreStéphane	Crusnière, Stéphane	M	1967	
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DeVriendtWouter	De Vriendt, Wouter	M	1977	
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	HellingsBenoit	Hellings, Benoit	M	1978	
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	VanderMaelenDirk	Van der Maelen, Dirk	M	1953	
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	LijnenNele	Lijnen, Nele	F	1978	
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	DeCremPieter	De Crem, Pieter	M	1962	
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	DeCremPieter	De Crem, Pieter	M	1962	
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	DeCremPieter	De Crem, Pieter	M	1962	
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	DeCremPieter	De Crem, Pieter	M	1962	
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DeVriendtWouter	De Vriendt, Wouter	M	1977	
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	HellingsBenoit	Hellings, Benoit	M	1978	
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	LijnenNele	Lijnen, Nele	F	1978	
ParlaMint-BE-en_2016-03-09-54-commissie-ic360x	ParlaMint-BE_2016-03-09-54-commissie-ic360x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 09-03-2016	2016-03-09	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	DeCremPieter	De Crem, Pieter	M	1962	
