ParlaMint-BE_2016-09-22-54-plenair-ip126x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2016-09-22-54-plenair-ip126x.u2	The President [[in front of the assembly standing]] [[:]] On 3 August, he died in Wuustwezel Suzette Verhoeven, a former member of the Chamber of Representatives. She was 71. Suzette Verhoeven was born in Ypres on 17 November 1944. After obtaining the regent diploma of religion, history, French and English, she was a teacher for many years, including at the Annuntia Institute in Wijnegem. In the 1970s she was president of the then CVP-Jongeren, and became a city council member in Merksem. From 1983, after the addition to Antwerp, she was in Merksem district council member, a mandate that she continued to exercise until the end of 2007. From December 1991 to April 1995, Suzette Verhoeven was a member of the CVP in the Senate, and from May 1995 to June 1999 in the Chamber. Its parliamentary activities focus mainly on disarmament, development cooperation, asylum and migration and human rights issues. It is fighting for greater transparency in the field of Belgian arms exports and for the development of a European code of ethics in the field of arms sales. In 1999 it participated in the creation of the Belgian Survival Fund, which was responsible for improving food security in the countries receiving aid from Belgian development cooperation. Furthermore, Suzette Verhoeven fought for the correct implementation of the resolutions of the Fourth World Conference on Women in Beijing in 1995, and put the pressing problem of sham marriages in Belgium on the political agenda. From 2003 to 2007, Ms Verhoeven was general president of the Christian Workers' Women, now Femma. She was also President of the Board of Directors of World Mission Aid and Chairman of the Committee on Justice and Peace of the Diocese of Antwerp. Suzette Verhoeven left local politics at the end of 2007, but this departure was only short-lived, since in May 2008 she returned to the local council of Antwerp, where she replaced Cathy Berx, appointed governor of the province of Antwerp. At the end of 2012, at the end of her term, she made a positive assessment and said she was grateful for this long and beautiful political career. For the committed woman who was Suzette Verhoeven, the end of her political career meant that she could once again pay more attention to her social life. Among other things, she was chairman of the board of directors of the sheltered workshop Werminval in Merksem and a member of the academy council of the elderly movement OKRA. In addition, Suzette Verhoeven was the sweet, caring grandmother of ten grandchildren. In the name of the Chamber, I have expressed our sincere condolences to her family.
ParlaMint-BE_2016-09-22-54-plenair-ip126x.u3	Mr President, ladies and gentlemen, the federal government, together with Parliament, wishes to pay tribute to Mrs Suzette Verhoeven. Suzette was a special Christian Democrat. With a great deal of sincere warmth for all the people she was dealing with, she has devoted her entire political life to strengthening our society and our development cooperation. She was driven by a great sense of justice. She went against injustice, far away and close to home, by not keeping silent about it, by suing it, by opposing it. She travelled to Kosovo, Iran and China, among others. She was campaigning against landmines and cluster bombs. It called on Belgium to improve transparency in arms supplies and to defend within the EU and the Council of Europe the introduction of a European code of conduct on arms sales. In the field of development cooperation, she helped to form the basis of the Belgian Survival Fund. Suzette Verhoeven was also a champion of women's rights. Although she was always kind, never raised her voice, she was heard. Her plea was heard in education, in politics and in numerous civil society organisations. In addition to politics, she engaged in various associations, including Pax Christi Vlaanderen, the KAV, now Femma, World Mission Aid and the Committee on Justice and Peace of the Diocese of Antwerp. In addition to her political and social commitment, she was a dedicated wife for her husband Wilfried and was the mother of three children and grandmother. In the name of the federal government, I extend my sincere condolences to the family of Suzette, her neighbors and the many she inspired.
ParlaMint-BE_2016-09-22-54-plenair-ip126x.u4	Ladies and gentlemen, may I ask you to observe a moment's silence in memory of the late colleague?
ParlaMint-BE_2016-09-22-54-plenair-ip126x.u5	The President [[in front of the standing assembly]] [[:]] On 5 September, Eeklo Alfons Coppieters, a former member of the Chamber of Representatives, died. He was 92. Fons Coppieters was born in Zele on 16 February 1924. After his education as a social assistant, he became regional secretary of the ACW in Eeklo in 1947. For forty years he would serve the Christian workers' movement of the Meetjesland. Fons Coppieters quickly engaged in local politics. In January 1953 he became a member of the CVP of the Eekloan City Council, which he will continue to hold until December 1988. Fons Coppieters will be very active as a member of Public Works, an office he held from 1957 to 1970. Many of his achievements still mark the urban landscape. Consider, among other things, the first subdivisions, the swimming pool and communal academies, the sports hall, the fire station, the library and the special primary school. Socially engaged as he was, Fons Coppieters, who was chairman of the Meetjeslandse Bouwmaatschappij voor Volkswoningen (Meetjeslandse Bouwmaatschappij voor Volkswoningen), delivered a solid home to no less than 4 000 people at the time. While the Flemish countryside was plagued by a ruthless build-up, Fons Coppieters was also one of the first to be aware of the importance of nature conservation and environmental policy. For example, he prevented villa building in the nature domain Het Leen, and founded the Intermunicipal Association for Domestic Waste Processing Meetjesland, which put an end to the dumping of waste in the open space. In May 1977 he became mayor of his beloved town of Eeklo, a mandate which he carried out with great enthusiasm until December 1988. A month earlier, in April 1977, he became a member of the Chamber for the CVP. During two consecutive legislatures, until October 1985, he will devote himself to matters that have been of great importance to him for several decades, namely, spatial planning, urban planning, mobility, public transport and regional economic development. Fons Coppieters was a conscientious policy-maker with a clear view on the development of his city and his region. His archive as ships, mayor and MP, which he kept meticulously and which now sits at the Leuven KADOC, is a permanent testimony of that. Fons Coppieters will continue to live on in the memory of many as a driven and very socially motivated politician, who was firmly convinced of the importance of civil society. In the name of the Chamber, I have expressed our sincere condolences to his family.
ParlaMint-BE_2016-09-22-54-plenair-ip126x.u6	Mr President, ladies and gentlemen, the federal government, together with Parliament, wishes to pay tribute to Fons Coppieters. Fons died in his very beloved Eeklo at the age of 92. He came to Eeklo in 1947 as secretary of the A.C.W. At the ACW, he's been working on a trade union for 40 years. He was at the cradle of among others the KWB and Holiday Enjoyment. Six years later, in 1953, Coppieters stepped into politics and became a city council member for the then CD&V. In 1957 he became a ship of the city. He was also acting mayor for a time, then finally taking over the mayor's shirt from March 16, 1977 until December 31, 1988. For forty years he was actually the undisputed political patriarch of the city and the region as ships, mayor, representative of the people, A.C.W. Secretary and chairman of intercommunal cooperation. He showed a strong leadership. Fons was a socially motivated politician. Everyone got equal opportunities from him and he built on volunteers, social organisations and civil society. On behalf of the federal government, I extend my deepest condolences to the family of Fons, and to many people in the Eeklo area, for whom he played an important role as an example.
ParlaMint-BE_2016-09-22-54-plenair-ip126x.u7	May I also ask you to observe the silence in memory of that late colleague?
ParlaMint-BE_2016-09-22-54-plenair-ip126x.u8	By letter dated 21 September 2016, Ms Veerle Wouters and Mr Hendrik Vuye informed me that they would be sitting as an independent member. By letter dated 21 September 2016, Ms Veerle Wouters and Mr Hendrik Vuye informed me that they would sit as independent members.
ParlaMint-BE_2016-09-22-54-plenair-ip126x.u9	Colleagues, several Members have asked me to speak on the agenda.
ParlaMint-BE_2016-09-22-54-plenair-ip126x.u10	Mr President, I should like to include in the order of business something that has emerged between the deadline for questions and now. What's it about? It has been clear for a few days that our Minister for Energy, Marie-Christine Marghem, has been negligent. It has failed to request millions of euros from the nuclear operators Electrabel and EDF. This week, under the leadership of Mr Delizée, we held a discussion on this subject in the Committee on Business. The Minister made a number of statements there. Information on this has been requested from the energy regulator. At noon we received information from the energy regulator which explicitly contradicts the statements and statements made by the Minister of Economy and which shows that the Minister has been aware of the problems for more than a year. She has known for over a year that she had to do something to collect the millions of euros and to ensure that our citizens and businesses did not miss them. She didn't do that. This can be seen from the preliminary report. What do I want to record now? We only got part of the information. The CREG depends on Parliament. I would ask you, Mr President of the Chamber, to ask for the full information so that we can get back to that quickly with the Prime Minister and with the Minister for Energy. We cannot do that today, because they are both absent, but I think we should do so in no time. It is a pity that the Prime Minister is not here, because the information shows that not only the Minister of Energy was aware, but also the Prime Minister. I would like to appeal to you, Mr President-in-Office of the Council, to make quick appointments and to request that report, because I believe that Mrs Marghem, the weak link in this government, has a lot to explain to the People's Representatives.
ParlaMint-BE_2016-09-22-54-plenair-ip126x.u11	Mrs Fonck, is it on the same point that you want to intervene?
