Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2016-03-02-54-commissie-ic352x	ParlaMint-BE_2016-03-02-54-commissie-ic352x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 02-03-2016	2016-03-02	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2016-03-02-54-commissie-ic352x	ParlaMint-BE_2016-03-02-54-commissie-ic352x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 02-03-2016	2016-03-02	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ForetGilles	Foret, Gilles	M	1978	
ParlaMint-BE-en_2016-03-02-54-commissie-ic352x	ParlaMint-BE_2016-03-02-54-commissie-ic352x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 02-03-2016	2016-03-02	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	MarghemMarieChristine	Marghem, Marie-Christine	F	1963	
ParlaMint-BE-en_2016-03-02-54-commissie-ic352x	ParlaMint-BE_2016-03-02-54-commissie-ic352x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 02-03-2016	2016-03-02	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ForetGilles	Foret, Gilles	M	1978	
ParlaMint-BE-en_2016-03-02-54-commissie-ic352x	ParlaMint-BE_2016-03-02-54-commissie-ic352x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 02-03-2016	2016-03-02	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2016-03-02-54-commissie-ic352x	ParlaMint-BE_2016-03-02-54-commissie-ic352x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 02-03-2016	2016-03-02	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2016-03-02-54-commissie-ic352x	ParlaMint-BE_2016-03-02-54-commissie-ic352x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 02-03-2016	2016-03-02	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	MarghemMarieChristine	Marghem, Marie-Christine	F	1963	
ParlaMint-BE-en_2016-03-02-54-commissie-ic352x	ParlaMint-BE_2016-03-02-54-commissie-ic352x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 02-03-2016	2016-03-02	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2016-03-02-54-commissie-ic352x	ParlaMint-BE_2016-03-02-54-commissie-ic352x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 02-03-2016	2016-03-02	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2016-03-02-54-commissie-ic352x	ParlaMint-BE_2016-03-02-54-commissie-ic352x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 02-03-2016	2016-03-02	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2016-03-02-54-commissie-ic352x	ParlaMint-BE_2016-03-02-54-commissie-ic352x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 02-03-2016	2016-03-02	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	MarghemMarieChristine	Marghem, Marie-Christine	F	1963	
ParlaMint-BE-en_2016-03-02-54-commissie-ic352x	ParlaMint-BE_2016-03-02-54-commissie-ic352x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 02-03-2016	2016-03-02	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2016-03-02-54-commissie-ic352x	ParlaMint-BE_2016-03-02-54-commissie-ic352x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 02-03-2016	2016-03-02	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2016-03-02-54-commissie-ic352x	ParlaMint-BE_2016-03-02-54-commissie-ic352x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 02-03-2016	2016-03-02	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
