ParlaMint-BE_2016-11-23-54-plenair-ip140x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2016-11-23-54-plenair-ip140x.u2	The Conference of Presidents of 23 November 2016 endorsed the principle of setting up a parliamentary committee of inquiry into the so-called "Kazakhgate'. The Conference of Presidents on 23 November 2016 endorsed the principle of setting up a parliamentary inquiry committee ‘Kazakhgate'. Mr Olivier Maingain's proposal to set up a parliamentary committee of inquiry to investigate the initiation and the circumstances which led to the adoption of the Law of 14 April 2011 laying down various provisions, until the amicable settlement in criminal matters made on 17 June 2011 and its ratification by the Tribunal of Appeal in Brussels and until the adoption of the Law of Recovery of 11 July 2011 amending Articles 216a and 216b of the Code of Criminal Procedure, as well as determining the political responsibilities, will be submitted to the Chamber for consideration tomorrow 24 November. Mr Olivier Maingain's proposal to set up a parliamentary commission of inquiry to investigate the incentives and circumstances leading to the adoption of the law of 14 April 2011 on various provisions, to the criminal transaction on 17 June 2011 and its validation by the Brussels Court of Appeal, to the adoption of the restorative law of 11 July 2011 amending articles 216bis and 216ter of the Code of Criminal Investigation, and to determine political responsibilities will be submitted for consideration by the Chamber tomorrow Thursday, 24 November. It will be discussed in a working group of the Conference of Presidents, which will meet immediately after Question Time in plenary session on Thursday 24 November. It will then be submitted to the Justice Commission for approval. It will be discussed by a working group within the Conference of Presidents, which will meet immediately after Question Time at the plenary meeting on Thursday, 24 November. It will then be referred for approval to the Justice Committee.
ParlaMint-BE_2016-11-23-54-plenair-ip140x.u3	In accordance with the opinion of the Conference of Presidents this afternoon, I propose that the agenda of this afternoon's plenary should begin with the draft law on various provisions relating to civil service, Nos 2064/1 to 4, and thereafter with the draft law introducing Article 106/1 into the law of 13 June 2005 on electronic communications, Nos 2031/1 to 4. In accordance with the advice of the Conference of Presidents at this noon, I propose that you begin the agenda of the plenary session with Bill Nos. 2064/1 to 4 on various public service provisions, and then with Bill No. 106/1 on electronic communications, Nos. 2031/1 to 4 on June 13, 2005. Are you sure you don't mind? [[No.]] Thus shall be done. No observation? [[No]] That will be the case.
ParlaMint-BE_2016-11-23-54-plenair-ip140x.u4	The general discussion is open. The general discussion is open.
ParlaMint-BE_2016-11-23-54-plenair-ip140x.u5	Mr President, I refer to the written report.
ParlaMint-BE_2016-11-23-54-plenair-ip140x.u6	Mr President, ladies and gentlemen, the draft law contains three major topics. It concerns an amendment to the Law of 3 July 1967 on the prevention or compensation of accidents at work, accidents at work and occupational diseases in the public sector. It is also about an amendment to Royal Decree No. 279 of 30 March 1984 on the payment after expiry of the period laid down for certain staff in the public sector. It also concerns an amendment to the Law of 14 December 2000 laying down certain aspects of the organisation of working time in the public sector. As chairman of the committee, I found that there was a fairly broad consensus on this during the discussion in the Committee on the Interior. The draft law was even adopted unanimously, although there were still two abstentions at the time of the article-by-article discussion. It is not about the most revolutionary measures in the field of civil service. Nor is that the Minister's way of working. In the meantime, it is clear that he does not always lead the band to implement his policy. He is moving forward step by step and wants to achieve small and achievable objectives. The draft law deals with a number of logical measures involving administrative simplifications. Moreover, the Government Declaration also provides for concrete measures in the areas of remuneration policy, flexible overtime arrangements and measures in the areas of accidents at work and absenteeism. Accidents at work, the first theme of the draft law, obviously cause a great deal of administrative inconvenience, both for employers and for employees, both in the government and in the civil servant. There is also very often a lack of clarity about the facts and the circumstances. In many cases, this results in inappropriate over-administration, which means that the procedures are dragging on for much longer than necessary and that many victims have to initiate procedures in order to obtain certainty in a file. That's not good. For example, the Council of State has indicated that the employer's mandatory notice of default is excessive formalism. The draft law will therefore ensure that this is deleted. It is logical that victims should also have access to their complete file. We can only make a positive assessment of this kind of transparency. This is also positive for strengthening the audit mission of the Fund for Accidents at Work. Finally, it is only logical that we should now remove as many doubts as possible in the recognition procedure. At the meeting of the Committee on the Interior, Mr. Ben Hamou reported some uncertainty about the mention of the Flemish administrative courts. The draft law expressly states that the scope of the law of 3 July 1967 is extended to those Flemish administrative courts, which are listed in the Flemish Council Decree of 4 April 2014. The Minister did not, of course, include this in his draft law to favour the Flemish administrative courts. He also asked the other Länder whether they wanted a similar extension of the 1967 law for the authorities under their jurisdiction, but they did not appear to have responded to it and therefore they were not included. Now I come to the adjustment of the payout of the betting. The payout of the bet of December will now take place at the end of December. That seems technically logical and positive for the workers. A positive opinion was given on this subject. The adjustment is provided for by the Treasury Service and we can therefore agree with it. The technical reasons, e.g. the accounting programme, and coherence again contribute to simplification. Since the integrated police have a specific statute, this also means that an adjustment was needed for police personnel. There's a difference between federal and local police. In view of the number of staff already employed under the Staff Regulations before 1 March 2001, with the fixed-term staff being paid in advance, it is also necessary to provide for a transitional procedure. This transitional procedure will give the social secretariat of the integrated police and local police areas the opportunity to make the necessary adjustments. We are thinking here of the specific accounting programme debt securities, betting programme debt securities and others. An amendment was tabled in committee which takes account of the ministerial letter on training for the preparation of the police budget. It appeared that about 60% of police areas had not yet been regularized. The impact on the budget of the municipalities and police areas concerned is quite large and could amount to EUR 57 million. The amendment wants to maintain the transitional period in order to ensure that those police areas which would otherwise have to provide additional credits in the application of paragraph 1 within an extremely short period of time in order to ensure that the bets of December can be paid on the last working day of 2016. The last point concerns working time and the flexible arrangements for overtime. It is quite common for unforeseen circumstances, as well as long-term absences and the use of certain social benefits, to require staff to deal with the tasks of absent colleagues. A smooth handling of a file naturally ensures a well-functioning government. Here we are ensuring that staff are no longer obliged to take overtime at rest, because then we will always end up in the same vicious circle. That vicious circle causes too much work pressure and can lead to depression and burn-outs. By introducing the possibility of paying overtime, we will ensure that the pressure on the boiler is reduced and the files no longer accumulate. We believe that this is a very positive measure, and most of the committee felt that it was.
ParlaMint-BE_2016-11-23-54-plenair-ip140x.u7	Is anyone else asking for the floor? Is anyone still asking for the floor? ) The general discussion is closed. The general discussion is closed.
ParlaMint-BE_2016-11-23-54-plenair-ip140x.u8	We shall begin with the discussion of the articles. The text adopted by the committee is the basis for the discussion. (Rgt 85, 4) (2064/4) We turn to the discussion of the articles. The text adopted by the committee serves as the basis for discussion. (Rgt 85, 4) (2064/4) The draft law has 9 articles. The bill has 9 articles. No amendments were tabled. No amendments have been tabled.
ParlaMint-BE_2016-11-23-54-plenair-ip140x.u9	The discussion of the articles is closed. The vote on the whole will take place tomorrow. The discussion of the articles is closed. The vote on the package will take place tomorrow.
ParlaMint-BE_2016-11-23-54-plenair-ip140x.u10	The general discussion is open. The general discussion is open. The rapporteur, Mrs Lijnen, referred to her written report. Is anyone asking for the floor? Is anyone asking for the floor? The general discussion is closed. The general discussion is closed.
ParlaMint-BE_2016-11-23-54-plenair-ip140x.u11	We shall begin with the discussion of the articles. The text adopted by the committee is the basis for the discussion. (Rgt 85, 4) (2031/4) We turn to the discussion of the articles. The text adopted by the committee serves as the basis for discussion. (Rgt 85, 4) (2031/4) The draft law has two articles. The bill has two articles. No amendments were tabled. No amendments have been tabled.
