ParlaMint-BE_2017-04-20-54-plenair-ip164x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2017-04-20-54-plenair-ip164x.u2	Colleagues, as you have seen, we are starting with an extensive socio-economic chapter with twelve questions to the Prime Minister. Twelve questions are addressed to the Prime Minister and I invite him to join me.
ParlaMint-BE_2017-04-20-54-plenair-ip164x.u3	Ladies and gentlemen, may I ask you to observe the silence and to have a little respect for the questioners and those who reply.
ParlaMint-BE_2017-04-20-54-plenair-ip164x.u4	Thank you very much, Mr President. Everyone in the hemisphere knows that our group is very much in favour of the accumulation, as I said. One man, one job. Premiership is certainly a full-time job. It is not a good thing for a prime minister to be a relationship therapist and to be involved in mediation all the time and to ensure that government parties are a little bit alike. In this sense, yesterday, as a Member of Parliament and also as a citizen of this country, I was genuinely satisfied with the announcement by CD&V and the N-VA that politics was being done in a normal way. They were going to try to do what politicians are paid for, especially dealing with people's problems rather than with themselves. I was genuinely satisfied with that. It would have been better if these parties had jointly announced in the same Communication that corporate taxes would be reformed to suit SMEs' needs, fair and simple. It would also have been better, Prime Minister, if you had announced that you would organise a super-Minister's Council on Climate and Energy, a fourth Super-Minister's Council on the blind spot of this majority. And it would have been even better if the two party chairmen, Mr Beke and Mr De Wever, had jointly announced that they would finally make a fair contribution to the greatest capabilities. However, I would like to remain positive and quote another important element from yesterday. After all, there was a door ajar. Indeed, yesterday Bart De Wever said that there is talk about the fair contribution of the greatest abilities. Finally, the largest Flemish party has understood that there is an incredibly large social and political majority for fair taxation, including in Flanders. It is, however, a real shame, Prime Minister, that after half a day the peacekeeping force seems almost to fall apart. And it is very unfortunate, ladies and gentlemen of the Open Vld, that after half a day a government party rises up and says that it does not like a fair contribution of the greatest abilities. That is what I want to focus on in my question, Prime Minister. After what was said yesterday, you must also make a clear commitment today that you will work towards fair taxation. It is our conviction, ladies and gentlemen, that if we do politics in our country in a normal way, if we do what every organization and every company does every day, in particular a problem that arises, solve, there is a terrifyingly great possibility in our country. I invite you to clarify the issue of fair taxation at 100% and 10% during this debate.
ParlaMint-BE_2017-04-20-54-plenair-ip164x.u5	Prime Minister, let me quote you: "To want at all costs the budgetary balance for 2018 would be silly." However, in 2014, at the start of this government, a triple idiot promised balance for 2017. Remember the table you distributed in plenary session: "Objective 0% for 2017". Where are we today? The European Commission says that a deficit of 2% was Belgium's situation in 2017. So we have not evolved! There have been 10 billion fiscal efforts, 10 billion austerity, all to maintain a structural deficit! That is the record of this government. We cannot count on the goed bestuur of the N-VA since, with every budgetary control, Minister Van Overtveldt commits a blunder. He didn't even dare come today. It has confused 1 million with 250 million euros in VAT control. He also tried to hide his bumblebee for a year. Had he been an accountant in a private company, he would have been fired a long time ago! How do you justify postponing the budgetary balance? Mrs Wilmès said that growth must be encouraged; you insist on continuing the reforms. This still means austerity, cuts in health care, new attacks on pensions, the exclusion of unemployed people, wage blockades. On the other hand, we are continuing the reforms, that is, we are giving new gifts to capital - after the tax shift, after the index jump -, probably by reducing the corporate tax rate - that's probably what you're going to tell us. In terms of surplus value, yesterday, Bart De Wever said we could discuss it. Today, the N-VA and the Open Vld say no. Are you going to keep Mr. "Budget Roll" in the government? Will the decline in the ISOC rate take place during this legislature? Will this reform be neutral, as Mrs Thyssen asks? Otherwise, what will the cost be? We know the position of the other three government parties on the taxation of capital gains. What is the MR? Is the postponement of the budgetary balance also aimed at making large investments? If so, what is it? And for what amount?
ParlaMint-BE_2017-04-20-54-plenair-ip164x.u6	Prime Minister, in Belgium's stability programme, 2015-2018, a key point was announced by your government: "The federal government developed the stability programme 2015-2018, which was approved by the Federal Council of Ministers on 24 April 2015. It provides both for a structural fiscal balance for all public authorities in 2018 and for each entity's fiscal trajectories to achieve a structural fiscal balance by 2018 at the latest." It is on the basis of these commitments that you have tried to gain credibility from public opinion: "better manager of public finances than any other majority", "better manager of public debt than any other government", "more rigorous in the management of public expenditure". You have pooled us with this budget after budget, telling us that, despite the criticism of the Court of Auditors, despite the warning of various international or European bodies, you were able to stand the course. Today, after simmagres between CD&V and N-VA, we have the revelation that your government is sluggish on the budget, as we predicted. The moment of truth finally rang. We're going to have to tell the citizens the truth. If you are not able to hold on to the budget, it is simply because you have made bad economic choices; because there will be no debt reduction if there is not first an appointment with economic growth. Today, Belgium is below the European average. That's the truth. That is why you are in budgetary difficulty: because your economic choices have hampered Belgium's economic growth. Perhaps it's time to tell us if you're going to change your paradigm or if you're going to push the country into debt, while you're saying, a short while ago, that your choice wasn't to leave the growing debt of the state to future generations. Yet you're making it worse.
ParlaMint-BE_2017-04-20-54-plenair-ip164x.u7	Mr Prime Minister, ladies and gentlemen, the least we can say is that these last few weeks have been marked by the internal wars of the government, as well as by immobilism. Prime Minister, the latest incendiary statements of your Secretaries of State, cleverly and strategically calculated for the communication of the N-VA, have been particularly distressing. The time and energy they spend on it is totally unacceptable. These episodes help to paralyze the government, but above all to decredivize it. Yesterday, the scenery changed. You've decided to set a great stage, with an attempt at N-VA-CD&V rabibouchage. It gave the impression that it was the day of the kiss, of Kusjedag. It was yesterday. We will see how long it will last. In addition, you also announced the postponement of the budgetary balance, but also three thematic meetings of the government in Val Duchesse First of all, as far as fiscal balance is concerned, however, it was an important commitment of your government. Worse, you have even explained how hard, brutal measures must be taken towards the citizens, because it allows you to achieve a balanced budget. It is also a demonstration of what you and the Belgian financial and budgetary experts have been told for some time now, that your budget was completely out of line. It's a little bit the chronicle of an announced budgetary death. As for the thematic governments, you are planning three, one of which is on the economic and employment side. I note that last August, as Prime Minister, you already made a big statement to announce your public investment plan. Then, just a month ago, you did a great staging of communication with a few big bosses to repeat exactly the same content. Prime Minister, my question is very clear. At these meetings, and especially at the economic and employment development level, will the files of the investment plan, the taxation of capital gains, the mobility budget, ISOC and the mobilisation of savings be put on the agenda or not and, above all, put into practice? Thank you.
ParlaMint-BE_2017-04-20-54-plenair-ip164x.u8	Prime Minister, you have once again had to intervene in order to bring the bickering coalition partners into a fragile state of affairs. You sincerely deserve my congratulations that you can bring back together two parties who do not trust each other and who constantly bully each other and deliberately sabotage each other. I think you have a successful career as a relationship therapist after politics. From a government that leaves yet another quarrel at kindergarten level and says it will not do and will work anymore, I would have expected a little more decisive, courageous reforms, for example. The first thing that government does is break another election promise. The budgetary balance for 2018 in black and white in the coalition agreement is postponed. The government, Prime Minister, will even ensure that it cannot be dealt with, because you will postpone it until after the next elections. In other words, the government has decided that the highest priority, without the PS, you remember, will be postponed to another government, perhaps with the PS. Mr Bogaert said today in De Tijd, rightly, I quote: "This government has started without state reform, provided that socio-economic order is put in place. The postponement of the budgetary balance is at odds with that." He's right, colleagues. The N-VA itself made the commitment of the coalition agreement of putting that budgetary order into order. It is, as it were, the reason for the government's existence. It was the prerequisite to accept the Community's standstill of at least five years. For this reason, Prime Minister, I would ask you to act consistently for once. If you take that budget balance of 2018 out of the coalition agreement, will you also remove from the coalition agreement the condition to which it was subject, namely the Community standstill? That is the only consistent consequence. Or better yet, will you pull the plug from the government? I am very curious to hear your answer.
ParlaMint-BE_2017-04-20-54-plenair-ip164x.u9	Prime Minister, in recent days you have rightly pointed out loyalty in the government. Indeed, ladies and gentlemen, we have increased too many differences of opinion in the majority over the last few months, let us be honest about that. However, in recent months we have also made progress on key issues. Think of workable work, think of the wage bill and the competitiveness of our companies, think of the guaranteed funding of social security, think of many reforms in the area of justice. In all these areas, we have, regrettably, approved our differences of opinion on legislative work in the Chamber. Every government is looking halfway for its second breath, including the current government. Then we can leave it at that, or then we can show the ambition to carry on with the reforms. Well, we choose the latter. I hear criticism in our assembly of the fact that we have adapted the budget path to reality. (Conversation on the banks) May I remind the opposition colleagues who just laughed loudly, of what we did in the government's previous legislature with regard to that budget heading? That was the same thing. The agreements at the start of that government were not honoured nor in the course of the reign. We pushed them through, and you approved it, Mr. Temmerman. Besides, Europe does not demand balance. Mr Maingain, that we are a little behind, and I admit that this has nothing to do with wrong choices, but it has to do with right choices. The main reason for this is the fact that we have pumped billions into a tax shift to help people get to work, especially in favour of the people with the lowest income. That's why. Of course, we want a budget balance, the sooner, the better. But even more important is how we achieve that balance and what reforms we are implementing. I come to my questions to you, Prime Minister. What concrete steps will we take in the coming months? How will we do that? I am also addressing all my good colleagues from the majority. It goes without saying that we differ on that route. That is why we are also present in different groups. But we have the same ambition: to implement these reforms. May I refer to the previous President of the United States, who said that a politician is being measured, not what he is breaking down, but what he is building up. In order to give the Prime Minister and the Government the opportunity to implement the reforms, let us pay particular attention in the coming days and months to what we do want rather than what we do not want.
ParlaMint-BE_2017-04-20-54-plenair-ip164x.u10	Mr Prime Minister, ladies and gentlemen, in all modesty I still dare to count myself as the young generation. This young generation inherits a debt of more than 400 billion euros, the historic Belgian public debt. In every year with a budget deficit, in every year where expenditure is higher than revenue, that debt runs and we transfer a lot more to my generation and to the generation after us. Our coalition, Prime Minister, inherited a budget deficit of about 3% on its arrival. We were on the European criminal record; we spent EUR 12.5 billion more each year than we received, even after the tax burden on our income had risen to a record level. Three years later, according to the Supreme Court of Finance 2017, we will be able to close with a standard structural deficit of 1%. 1 % of colleagues, after three years, that is an enormous achievement. For the sake of clarity, that is an achievement that has not been achieved by turning the load valve open, quite the contrary. By really paying attention to expenditure and by implementing structural reforms, we have been able to give back another EUR 4 billion to the taxpayer. We have reduced the tax burden by at least EUR 4 billion, tax money that goes back to the citizen. In addition, thanks to these reforms, a record number of people are at work. Prime Minister, I heard yesterday that the path to a budget balance would be postponed from 2018 to 2019. In 2018 we would only achieve 0.8 % of that 1 %. I have a number of questions to ask. First of all, I would like to ask you to link the format of the budget for 2018 to the format of the budget for 2019. That's very important. This is not only important because 2019 is an election year in which negotiations become difficult. It is also important as a guarantee for my generation and the next that that last 0.2 % is actually realized. I would specifically ask you to reconnect this with a solid set of structural reforms, reforms that strengthen growth, that recreate jobs, that secure the future of my generation and the generation after us. That's the commitment I'm asking you, Prime Minister.
ParlaMint-BE_2017-04-20-54-plenair-ip164x.u11	Mr President, Prime Minister, ladies and gentlemen, this trip has not changed my view of things! With hard work and courage, the government has managed to reduce our structural deficit, as we will be below 1% by the end of 2017. With structural reforms, and contrary to what dismayed minds might have believed, it has been possible to restore the competitiveness of our businesses, to increase the number of jobs, to increase the number of businesses, to increase purchasing power and to reduce the tax burden. The OECD report ranks us, for 2016, as top performing with Austria in terms of reducing the tax burden. The implementation of the tax shift at both the tax and social levels on 2017, 2018 and 2019 will further improve things. In this positive context, the government has decided, it is true, to postulate the budgetary balance and, therefore, to smooth the arrival of this balance over the period 2017-2019. This, however, remains an ambitious objective, but it is more realistic and in any case perfectly aligned with our social and economic objectives and with our growth objectives. The consolidation of public finances is obviously important. But it needs to be brought forward with caution so as not to hinder economic recovery, the positive labour market dynamics and the implementation of the necessary complementary structural reforms. Prime Minister, my group urges you and the government to continue along this path, to put in place both the national investment pact and the complementary reforms. Mrs. Thyssen was in that building earlier. It noted that it saw no inconvenience with regard to this postponement. I therefore assume that you will confirm that all this is done in accordance with the rules of the Stability and Growth Pact. Finally, Prime Minister, you have announced three Councils of Thematic Ministers. Could you tell us more about their purpose?
