ParlaMint-BE_2017-07-13-54-plenair-ip179x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2017-07-13-54-plenair-ip179x.u2	Mr President, we have heard from the press that there is an agreement on the Members' pension scheme. Our question is whether we can get that agreement, because we are not present in the working group and you know that this is a very sensitive dossier for us. I would also like to know whether there is also a debate in the Chamber on this agreement. Since it is an arrangement about ourselves, it would be a good thing to have a debate in the Chamber.
ParlaMint-BE_2017-07-13-54-plenair-ip179x.u3	Mr Hedebouw, a unanimous agreement has indeed been reached in the Bureau of the Chamber. Otherwise, we will follow the procedure. This means that next Wednesday, around noon, there will be a meeting of the pension fund board, the non-profit association you are not in. Then, half an hour later, there will be a general meeting, which you will be in. That's where you can tell me what you think.
ParlaMint-BE_2017-07-13-54-plenair-ip179x.u4	Mr President, could we receive the Rules of Procedure so that we can conduct the debate?
ParlaMint-BE_2017-07-13-54-plenair-ip179x.u5	Of course. I await the report of the Bureau of the House that has decided, as you know. I hope I can do it this afternoon or tonight. Then we will be able to return the report of the Public Office.
ParlaMint-BE_2017-07-13-54-plenair-ip179x.u6	I have received amendments to the draft law inserting the Book XX "Insolvency of Enterprises" into the Code of Economic Law and incorporating the definitions inherent in book XX, and the law enforcement provisions inherent in book XX, in book I of the Code of Economic Law, Nos 2407/1 to 9. I have received amendments on the draft law on the inclusion of Book XX "Insolvency of enterprises" in the Code of Economic Law, incorporating the definitions specific to Book XX, and the provisions implementing Book XX, in Book I of the Code of Economic Law, Nos. 2407/1 to 9. In accordance with the opinion of the Conference of Presidents of 12 July 2017, I propose to return the draft law to the Trade and Economic Law Committee in order to discuss these amendments. In accordance with the opinion of the Conference of Presidents of 12 July 2017, I propose that the bill be referred to the Committee on Commercial and Economic Law for consideration of these amendments. The draft law will be debated in plenary today, after discussion of the amendments in committee. Discussion of the bill will continue in plenary, after consideration of the amendments in committee. Are you sure you don't mind? [[No.]] It is thus decided. No observation? [[No]] That will be the case. I think that the committee meeting will begin at 3 p.m. in Room 2, but that is subject to contradiction.
ParlaMint-BE_2017-07-13-54-plenair-ip179x.u7	Mr President, ladies and gentlemen, the four major majority parties, Mr N-VA, Mr M.R., Mr CD&V and Mr Open Vld, have all entered the elections with a great and important promise: with us it will be different, with us it will be better, with us the budget will be settled. Bart De Wever, our colleague with time credits, even pretended that would be something of nothing. A fingernip was enough and the N-VA would get the budget in order. What wasn't in those election programs? That was the index jump and working up to 67 years. That, ladies and gentlemen, promises are made and those who do not deliver will not dare to impose savings on a population until after elections, which is called vesicles. It's called lying to people. It's called breaking important election promises. Let me be very clear. We are not budget fetishists, we are not balance fetishists. We are much more interested in a society in balance than a budget in balance. For years it has been said that the left-wingers wanted to postpone the balance of the budget. We were killed for that. You shouldn't have. That would be outrageous. While the network of common sense is a testament to giving oxygen to an economy, to reforming things and thus, in the longer term, to achieving a budget balance. So we are not balance fetishists, but we do have a fetish, a dogma, and that is the dogma of justice. If you read in the Monitoring Committee's report today that an effort of EUR 8 billion still needs to be made to achieve a balance in 2019, we are concerned. We are concerned that the majority will once again release a great deal of invoices and savings on the people in our country, on the people who are already struggling, on the people who are hard at work. This is actually my most important question, Prime Minister, not to do so. If you say that you do not want to cut back on the economy and that you do not want to reduce purchasing power, then you really must do so, and then you must choose just solutions. That eight billion must not be paid by people who work, by people who have a hard time, but by Panama Tourists and the great abilities. Last week we read about a transfer, Mr Jambon. 3.1 billion euros a year our country loses because of tax evasion by Panama tourists. Take those transfers! My question is: what efforts do you intend to make when you withdraw to the castles in the next few days and weeks? Prime Minister, our group has an appeal to you to deal with it in a fair manner this time.
ParlaMint-BE_2017-07-13-54-plenair-ip179x.u8	Mr President, Prime Minister, ladies and gentlemen, with this government things would be different and, above all, they would be different in the area of state finances. The state finances would finally be put in order. Mr President, you will remember very well, there would be a recovery government from day one. As far as the budget is concerned, we have seen very little of that. What have we seen, ladies and gentlemen? The government gave the people the message that savings had to be made and that everyone had to do their part. What else did we see? We've seen an index jump. There was the increase in invoices on electricity and on water. There were savings in health insurance, in health care. We have seen the savings on sick people, on pensioners. What didn't we see? We have not seen any savings in the major assets. We have not seen, or perhaps have not seen, Mr Peeters, I will be careful. In any case, we have not seen it so far. Minister, the government has started a deficit of 10 billion. And after three years, we will have to cough up a deficit of eight billion in 2019. So nothing really happened. Our main question is then: where did the money go? Where's the money people all turned in to? Mr Prime Minister, that is the first question. The second question is will you really pass everything on to our children and grandchildren? (Conversation on the banks) Ladies and gentlemen, I would like to point out that the efforts of the previous government have been greater than you have done. You can rely on the economic growth that is there. Congratulations, but all economists say that this economic growth is due to the global situation. You can boast of a bigger job creation. We are very happy that there are more jobs, but we all read last week that half of those jobs are very precarious jobs. I assume you've read that, too. I assume you have also read that the risk of poverty among women is rising, as is the number of working poor.
ParlaMint-BE_2017-07-13-54-plenair-ip179x.u9	Mrs. Temmerman, what is your question?
ParlaMint-BE_2017-07-13-54-plenair-ip179x.u10	I come to my question. My main question is how will you resolve it, Prime Minister? Prime Minister, you said a few months ago that we will shift the achievement of the budget balance to 2019. My question is when will you move them now? To 2019, 2020, 2021? You're putting a mortgage on our future.
ParlaMint-BE_2017-07-13-54-plenair-ip179x.u11	"We're going to reach fiscal balance in 2017". I quote you, Prime Minister, in support, three years ago. And then, no, in fact, "we're going to reach fiscal balance in 2018." And, later, "we will reach fiscal balance in 2019". Today, Bart De Wever says: "To say we'll find 8 billion in two years," that is to say, we'll reach balance in 2019, "it's telling jokes." Indeed, telling jokes is what you have been doing for three years, Prime Minister, with your government. This is what the N-VA has been doing since it claimed to be the party of good governance, of the "goed bestuur". We also have a finance minister who is worse than Didier Reynders, and that's little to say! I know it's hard, but I think he can win this challenge. You told us jokes saying that the tax shift was fully funded, while there is a leak in the pipe through which billions go to capital. Finally, what you are doing with this government is tantamount to a double penalty for the population: on the one hand, the population must suffer austerity with ten billion fiscal efforts since you are in place and, on the other hand, the lack of budgetary rigour. Your right-wing government is and the austerity and the lack of budgetary rigour. Prime Minister, my question is simple: are you going to achieve fiscal balance in 2019? I propose you a multiple choice: a) I don't know, stop bothering me; (b) Yes, I maintain my course; (c) No, since the N-VA does not want to. And, alternatively, where have the billions of austerity disappeared, since the hole is still there?
ParlaMint-BE_2017-07-13-54-plenair-ip179x.u12	Mr President, Prime Minister, the Belgian Government once promised Europe a budget balance in 2016. That was fake news. Your government promised a budget balance in 2018. That turned out to be a joke. In retrospect, you say that you want to ensure that a budget balance is achieved in 2019. But now it turns out that it's a delay. You seem to have fooled people about vesicles. There's one thing I can tell you. It seems that we live not only in a Community standstill, but also in a budget standstill. To clean up a budget, Prime Minister, if this is not possible when the economy is going well, when will it be possible? If a budget does not succeed when interest charges are low, when will it succeed? Prime Minister, your government once said not to be able to clean up when it freezes. I find that it doesn't work when the sun is shining. Then there's the ageing. The ageing population will ensure that our social spending will increase seriously. By 2040 this represents 3 per cent of gross domestic product extra or 13 billion. Please, let's get to work on that, otherwise that buffer will never come. The Michel Government has said that we will fix the accounts here. Everyone agreed, from opposition to majority: we had to do it for our children. I note that you are abandoning that ambition and saying that we may do it for our grandchildren, or perhaps even for our great-grandchildren. The Monitoring Committee says we need to save extra money by 2018 and find resources for 4.3 billion. We read now that the RTBF says it will be less than two billion. Elsewhere we hear talk of a billion dollars. I would very much like to know from you when you are pursuing the balance of the budget and what steps you will take in the budgetary negotiations?
