Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2017-09-19-54-commissie-ic723x	ParlaMint-BE_2017-09-19-54-commissie-ic723x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-09-2017	2017-09-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2017-09-19-54-commissie-ic723x	ParlaMint-BE_2017-09-19-54-commissie-ic723x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-09-2017	2017-09-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DedryAnne	Dedry, Anne	F	1956	
ParlaMint-BE-en_2017-09-19-54-commissie-ic723x	ParlaMint-BE_2017-09-19-54-commissie-ic723x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-09-2017	2017-09-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBackerPhilippe	De Backer, Philippe	U	-	
ParlaMint-BE-en_2017-09-19-54-commissie-ic723x	ParlaMint-BE_2017-09-19-54-commissie-ic723x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-09-2017	2017-09-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2017-09-19-54-commissie-ic723x	ParlaMint-BE_2017-09-19-54-commissie-ic723x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-09-2017	2017-09-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DedryAnne	Dedry, Anne	F	1956	
ParlaMint-BE-en_2017-09-19-54-commissie-ic723x	ParlaMint-BE_2017-09-19-54-commissie-ic723x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-09-2017	2017-09-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBackerPhilippe	De Backer, Philippe	U	-	
ParlaMint-BE-en_2017-09-19-54-commissie-ic723x	ParlaMint-BE_2017-09-19-54-commissie-ic723x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-09-2017	2017-09-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2017-09-19-54-commissie-ic723x	ParlaMint-BE_2017-09-19-54-commissie-ic723x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-09-2017	2017-09-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBackerPhilippe	De Backer, Philippe	U	-	
ParlaMint-BE-en_2017-09-19-54-commissie-ic723x	ParlaMint-BE_2017-09-19-54-commissie-ic723x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-09-2017	2017-09-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DedryAnne	Dedry, Anne	F	1956	
ParlaMint-BE-en_2017-09-19-54-commissie-ic723x	ParlaMint-BE_2017-09-19-54-commissie-ic723x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-09-2017	2017-09-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBackerPhilippe	De Backer, Philippe	U	-	
ParlaMint-BE-en_2017-09-19-54-commissie-ic723x	ParlaMint-BE_2017-09-19-54-commissie-ic723x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-09-2017	2017-09-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DedryAnne	Dedry, Anne	F	1956	
ParlaMint-BE-en_2017-09-19-54-commissie-ic723x	ParlaMint-BE_2017-09-19-54-commissie-ic723x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 19-09-2017	2017-09-19	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
