ParlaMint-BE_2017-07-20-54-plenair-ip182x.u1	The meeting is open. The meeting was opened.
ParlaMint-BE_2017-07-20-54-plenair-ip182x.u2	Mr President, Mr Minister, ladies and gentlemen, no one is immune from displacement. In fact, I had planned to ask Minister Borsus my question, who could potentially be displaced! But, that's it, it's with you that I'll deal with this issue. Let us, however, be attentive to the protection of working conditions! If I ask you today, Minister, it is because the Federation of Construction reminds us once again of the need to take their situation into account. Construction companies go bankrupt one after the other. However, this is not due to a lack of activity in the construction sector. The number of workers is constantly decreasing, and all this is linked to unfair competition which we European countries have organised by adopting the first provisions on the posting of certain workers. Successive methods of repair try to see the light of day, but the minimum wage guaranteed to construction workers must be at least 14 or 15 euros per hour in Belgium, and this wage must be preserved! It is necessary to take into account collective agreements and not to include the accommodation costs of displaced workers in their remuneration. These materials must be worked out. What construction also highlights is a permanent loss of 10% of our workers. However, these 10 per cent represent 200,000 workers. If we want to fight unfair competition, we must allow ourselves to reduce social contributions in this labour-intensive sector. But it doesn't matter how: by ensuring this salary, compliance with collective agreements, the dignity of workers, the maintenance and creation of jobs, and this, through this reduction in social contributions. Today, you are in budget discussions. A small sentence says: "The 600 million needed to do this are part of our reflections and our discussions." Today I would like to have more precise information on how you deal with this subject.
ParlaMint-BE_2017-07-20-54-plenair-ip182x.u3	Mr President, Minister, ladies and gentlemen, Belgium is unfortunately one of the countries most affected by social dumping, which accounts for 3% of the volume of employment, which is enormous. The construction sector is now calling for a specific competitiveness shock for its sector, the aim of which will be both to preserve the 20 000 jobs but also to create 25 000 additional ones. Cost: EUR 600 million. If I'm not mistaken, minister, that was in your 2015 government agreement. We are now in 2017. Where are we? Do you keep that course? If so, will you move forward? With what types of devices? It's not that simple. How will you fund this plan? In any event, this competitive shock will not, of course, prevent an overbidding by posted workers and, above all, by companies employing posted workers in order to reduce wage costs. Moreover, this will not prevent problems in other sectors such as cleaning or transport. It is therefore equally fundamental to be able to tackle the problem at the bottom with stronger ambitions and decisions that can be taken in Belgium, at the level of the Social Inspectorate, a service which has been strengthened but whose controls and sanctions are insufficient to achieve a high level of repression that will break the vicious circle. Decisions can also be taken at the level of the European Directive. As you know, a proposal for a revision has been made, with much stricter conditions on the posting of workers. What is Belgium's position on this matter? What is Belgium doing and what will it do to advance this European directive and to ensure that the conditions are much stricter and stricter? Every day we lose new jobs because of this social dumping. We must have much stronger means and ambitions!
ParlaMint-BE_2017-07-20-54-plenair-ip182x.u4	Mr President, ladies and gentlemen, you are right to stress the importance of the construction sector, which is a very important sector for employment, the economy and businesses. Like you, I know very well the difficulties that he is facing, because I have invited several times this sector as well as those of transport, e-commerce, etc. The problems are complex not only in Belgium but also in Europe. We have planned – as you have pointed out on several occasions – in the context of the tax shift, an amount of EUR 600 million for 2020. I have also tried to find a solution in terms of wage costs for construction as well as for other sectors. The proposal is now on the table of the Council of Ministers. As I said, the aim is to find a solution as quickly as possible, not only for the sector mentioned above, but also for other sectors to which Mrs Fonck referred. At European level, we have had a very difficult discussion with many Member States. But Mrs Thyssen, who is competent in this area, said that we are going to try to find a solution within the framework of the EPSCO which will take place in October 2017. The task will not be easy, but I am convinced that, thanks to Mrs Thyssen's proposals and bilateral contacts, we will be able to find an answer to this problem. For the rest, you are right to say that social dumping is a very important problem, especially for Belgium. Together with my colleagues, and in particular with my colleague Philippe De Backer, I am working to find solutions in the inspection sector, but also to take various initiatives at Belgian level to combat social dumping in certain sectors. In conclusion, Mr President, I hope that we will find a lasting and acceptable solution at European level to reduce the cost of wages in the construction sector as well as in other sectors.
ParlaMint-BE_2017-07-20-54-plenair-ip182x.u5	Mr Minister, on the one hand, your answer is positive: we will try to find lasting solutions. On the other hand, if I try to dissect your answer, I would say that it does not contain much in terms of concrete measures and commitments. Will you invest energy to defend a decent minimum hourly wage of 14 or 15 euros? Will you defend the respect, in future European negotiations, of collective agreements, not only international but also Belgian to guarantee precisely this remuneration? Will you require the monitoring and evaluation of the scope of the measures you could take to reduce the cost through a reduction in social contributions? My last point is a little outside the scope of your skills. Are you going to review the legislation on public procurement where Belgium, unfortunately, did not seize the opportunity of the European Union, according to which one may not limit itself to the lowest price to grant a contract in particular in construction? Belgium has retained this provision. It thus opens, or it keeps the door completely open to social dumping since a person can be paid at the lowest possible rate to carry out work.
ParlaMint-BE_2017-07-20-54-plenair-ip182x.u6	Mr. Deputy Prime Minister, thank you for your answers. You are talking about an agreement for 2020, but if I read the agreement that had been reached in your government, we were talking about 2020, but we were also talking clearly about being able to make a decision on this competitiveness shock long before 2020. As you know, you will have to notify the European Commission. In this respect, it is in your best interest to work quickly because if you decide late, the time to notify and wait for the response of the European Commission may take some time. In addition, you have a colleague, President Macron, in France, who has said that he is very much in favour of putting all his energy into re-examining, if I may say so, the secondment directive. It would therefore be good, beyond Commissioner Marianne Thyssen, to work with other partner countries to put pressure, as it is known, some countries are still resisting this. Finally, at the level of the Social Inspectorate, we will see whether the reform is likely to lead to setbacks. It entered into force only on 1 July. I would also like to present you today with a proposal for a law, which really makes it possible to have an automatic exclusion of public contracts for those who, in fact, do not strictly respect, in a very clear way, the whole package which includes wage costs. I believe that this would also, in a number of cases, reduce social dumping.
ParlaMint-BE_2017-07-20-54-plenair-ip182x.u7	Minister of the Interior, a few weeks ago, the majority voted on your private security project, a project that the Socialist Group had denounced. You know our point of view, even if everything is not to be excluded in this matter. We were already concerned, at the time, about the consequences for volunteers in cultural activities, including festivals. These festivals cover the whole country: the Flemish Region, the Walloon Region, Brussels. One example is the festival "Les Ardentes", in the city of Liège, which involves some 1,800 volunteers. It is therefore with a certain interest that we learned in the press that the Flemish association of festival organizers was to meet you yesterday at your office, at the request of the Governor of Eastern Flanders, to plead the cause of the volunteers. Have you ever received the festival sector before the law was passed? You saw, on the other hand, that of the private guard. On the other hand, did you have any contact with the Francophone organizers? What is the status of volunteers under your new legislation? If you met them, how did this meeting take place with all the organizers?
ParlaMint-BE_2017-07-20-54-plenair-ip182x.u8	Deputy Prime Minister, "Brussels Summer Festival", "Colour Café", Dour, "Les Ardentes", "Rock Werchter", "Tomorrowland", "Les Francofolies", our country has many festivals, of excellent quality and of international reputation, which gather tens of thousands of people from all over Europe and sometimes even from beyond the world each summer. This dynamic has a positive impact on the economy and in particular on Horeca. However, in the current context, the supervision and security of these major popular events pose many questions. First of all, let us talk about the context of the terrorist threat. Due to their mostly young audience and the type of cosmopolitan and festive event, festivals are prime targets. Then, the cancellation of the 2018 edition of the great Swedish festival "Bravalla", due to the numerous sexual assaults committed a few weeks ago, highlighted the issue of the behaviour of some festivalgoers and the need to protect other participants and spectators. The press has also reported cases of sexual assault on sites and campsites at some festivals in our country. Deputy Prime Minister, it is obviously important to develop high standards of safety and comfort in and around festivals. In concrete terms, the aim is to ensure a safe and high-quality reception and the well-being of the participants. It is also important to maintain the reputation of our festivals, which is currently excellent. I come to my questions. Deputy Prime Minister, what security framework is currently in place for festivals? Have the measures been intensified this year? How many police officers are mobilized for this purpose this summer? Are there any differences in security depending on the festivals, but also on the regions and police areas concerned? What contacts have been established between the organization and the security services? In the current terrorist context, have any specific measures been taken this year to secure the surroundings of festivals? With regard to the risk of sexual assault, which I was talking about at the moment, is there a strengthening of security measures on the agenda? Have the organizers been made aware of this specific issue?
ParlaMint-BE_2017-07-20-54-plenair-ip182x.u9	Colleagues, these two questions relate to the same subject but have a different tone. Mr Demeyer, as regards the consultation with the sectors on volunteers, it is true that after the passing of the law, the organizers of major festivals expressed some concerns. Previously, we did not consult with them, because they were not involved. I'll explain why earlier. In fact, in reality, nothing changes for them. I can reassure them. I met the organizers of the Flemish festivals because they asked. It is clear that if the other organizers ask to meet me, my doors are open. I hope that in a few weeks they will be closed for a few days, but normally they are open. What does that mean? In the Private Guardianship Act, the responsibility that can be attributed to volunteers and private guardians has not changed in the organization of major festivals. What is the need for private guarding? First of all for access control, with a view to detecting weapons and dangerous objects. It's, say, the search. Clearly, we do not want volunteers to do this. The control of tickets and bracelets remains assigned to volunteers and there is no problem, but if one really wants to control the wearing of weapons and other things, it is not for volunteers. Secondly, guarding and security in the strict sense of the term. Especially watching the audience to see what's going on. Thirdly, it is a matter of monitoring the place, at night or in the morning, when no one is there. Finally, agents can serve as bodyguards for artists, but that was already planned. All other tasks can be performed by volunteers. We haven't changed anything. I met Mr. Briers. The organisers – Flemish, Brussels and Walloon – are now reassured and will all be kept informed in the same way. Mr Calomne, the safety of the festivals is of concern to everyone. In terms of the level of the threat, nothing has changed since last year: we are still at level 3, which in this case concerns soft targets. For this summer, we have taken over last year's measures. Initially, the local police are responsible for the security assessment. On the basis of the analysis, it determines the appropriate means. The local corps can organize what is necessary itself, but they can also ask for the reinforcement of the federal police. In particular with regard to sexual violence, they are integrated into the risk analysis with a view to providing the necessary measures to prevent them. In summary, we have not changed anything from what was put in place last year, because the level of threat and the type of threat are the same.
ParlaMint-BE_2017-07-20-54-plenair-ip182x.u10	Mr. Deputy Prime Minister, thank you for your clarification. I note that in this sector, which occupies a great place in our economy, you have made sure that you do not shift responsibilities. This may explain why the interested parties were not consulted a priori. I can hear it. On the other hand, I understand that your firm did not have the reflex to collaborate with the Association francophone des organisateurs de festival, but that you were ready to meet with its members. I will not fail to relay this information. They will probably come to you to be reassured as well.
ParlaMint-BE_2017-07-20-54-plenair-ip182x.u11	Mr. Deputy Prime Minister, thank you for your answers. I note the various actions already undertaken and the coordination between local police and federal police to ensure security in and around festivals. On this national holiday eve, it is symbolically important to highlight the creative assets of our country, recognized in Europe and the world for the quality and diversity of its festivals. As public officials, we must continue to support and encourage these initiatives by ensuring a safe and comfortable environment so that Belgian and foreign festivalgoers can enjoy these festive moments in peace. I conclude by saying that these popular demonstrations must remain a party. While security is paramount, we must also ensure the necessary balance with freedom. Mr Deputy Prime Minister, Europe is also freedom!
