Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2017-02-22-54-commissie-ic603x	ParlaMint-BE_2017-02-22-54-commissie-ic603x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-02-2017	2017-02-22	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2017-02-22-54-commissie-ic603x	ParlaMint-BE_2017-02-22-54-commissie-ic603x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-02-2017	2017-02-22	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	GantoisRita	Gantois, Rita	F	1958	
ParlaMint-BE-en_2017-02-22-54-commissie-ic603x	ParlaMint-BE_2017-02-22-54-commissie-ic603x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-02-2017	2017-02-22	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	BorsusWilly	Borsus, Willy	M	1962	
ParlaMint-BE-en_2017-02-22-54-commissie-ic603x	ParlaMint-BE_2017-02-22-54-commissie-ic603x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-02-2017	2017-02-22	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	GantoisRita	Gantois, Rita	F	1958	
ParlaMint-BE-en_2017-02-22-54-commissie-ic603x	ParlaMint-BE_2017-02-22-54-commissie-ic603x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-02-2017	2017-02-22	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2017-02-22-54-commissie-ic603x	ParlaMint-BE_2017-02-22-54-commissie-ic603x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-02-2017	2017-02-22	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2017-02-22-54-commissie-ic603x	ParlaMint-BE_2017-02-22-54-commissie-ic603x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-02-2017	2017-02-22	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2017-02-22-54-commissie-ic603x	ParlaMint-BE_2017-02-22-54-commissie-ic603x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-02-2017	2017-02-22	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	BorsusWilly	Borsus, Willy	M	1962	
ParlaMint-BE-en_2017-02-22-54-commissie-ic603x	ParlaMint-BE_2017-02-22-54-commissie-ic603x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-02-2017	2017-02-22	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2017-02-22-54-commissie-ic603x	ParlaMint-BE_2017-02-22-54-commissie-ic603x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-02-2017	2017-02-22	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	BorsusWilly	Borsus, Willy	M	1962	
ParlaMint-BE-en_2017-02-22-54-commissie-ic603x	ParlaMint-BE_2017-02-22-54-commissie-ic603x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 22-02-2017	2017-02-22	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
