Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2017-05-23-54-commissie-ic670x	ParlaMint-BE_2017-05-23-54-commissie-ic670x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-05-2017	2017-05-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-05-23-54-commissie-ic670x	ParlaMint-BE_2017-05-23-54-commissie-ic670x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-05-2017	2017-05-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	Minister	MR	Mouvement Réformateur	Coalition	Centre-right	ReyndersDidier	Reynders, Didier	M	1958	
ParlaMint-BE-en_2017-05-23-54-commissie-ic670x	ParlaMint-BE_2017-05-23-54-commissie-ic670x.u3	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-05-2017	2017-05-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-05-23-54-commissie-ic670x	ParlaMint-BE_2017-05-23-54-commissie-ic670x.u4	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-05-2017	2017-05-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MichelCharles	Michel, Charles	M	1975	
ParlaMint-BE-en_2017-05-23-54-commissie-ic670x	ParlaMint-BE_2017-05-23-54-commissie-ic670x.u5	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-05-2017	2017-05-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-05-23-54-commissie-ic670x	ParlaMint-BE_2017-05-23-54-commissie-ic670x.u6	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-05-2017	2017-05-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	HedebouwRaoul	Hedebouw, Raoul	M	1977	
ParlaMint-BE-en_2017-05-23-54-commissie-ic670x	ParlaMint-BE_2017-05-23-54-commissie-ic670x.u7	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-05-2017	2017-05-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-05-23-54-commissie-ic670x	ParlaMint-BE_2017-05-23-54-commissie-ic670x.u8	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-05-2017	2017-05-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DeVriendtWouter	De Vriendt, Wouter	M	1977	
ParlaMint-BE-en_2017-05-23-54-commissie-ic670x	ParlaMint-BE_2017-05-23-54-commissie-ic670x.u9	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-05-2017	2017-05-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-05-23-54-commissie-ic670x	ParlaMint-BE_2017-05-23-54-commissie-ic670x.u10	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-05-2017	2017-05-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DeVriendtWouter	De Vriendt, Wouter	M	1977	
ParlaMint-BE-en_2017-05-23-54-commissie-ic670x	ParlaMint-BE_2017-05-23-54-commissie-ic670x.u11	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-05-2017	2017-05-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Coalition	Centre-right to right	CapoenAn	Capoen, An	F	1982	
ParlaMint-BE-en_2017-05-23-54-commissie-ic670x	ParlaMint-BE_2017-05-23-54-commissie-ic670x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-05-2017	2017-05-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	YükselVeli	Yüksel, Veli	M	1971	
ParlaMint-BE-en_2017-05-23-54-commissie-ic670x	ParlaMint-BE_2017-05-23-54-commissie-ic670x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-05-2017	2017-05-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	CrusnièreStéphane	Crusnière, Stéphane	M	1967	
ParlaMint-BE-en_2017-05-23-54-commissie-ic670x	ParlaMint-BE_2017-05-23-54-commissie-ic670x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 23-05-2017	2017-05-23	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
