Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2012-06-14	ParlaMint-EE_2012-06-14_U1	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 14.06.2012, 10:00	2012-06-14	Unicameralism	XII Riigikogu	III regular session	-	2012-06-14	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-06-14	ParlaMint-EE_2012-06-14_U2	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 14.06.2012, 10:00	2012-06-14	Unicameralism	XII Riigikogu	III regular session	-	2012-06-14	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	y_toom_19661015	Toom, Yana	F	1966	
ParlaMint-EE-en_2012-06-14	ParlaMint-EE_2012-06-14_U3	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 14.06.2012, 10:00	2012-06-14	Unicameralism	XII Riigikogu	III regular session	-	2012-06-14	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-06-14	ParlaMint-EE_2012-06-14_U4	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 14.06.2012, 10:00	2012-06-14	Unicameralism	XII Riigikogu	III regular session	-	2012-06-14	-	Reference	English	Regular	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	-	Centre-left	j_ossinovski_19860315	Ossinovski, Jevgeni	M	1986	
ParlaMint-EE-en_2012-06-14	ParlaMint-EE_2012-06-14_U5	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 14.06.2012, 10:00	2012-06-14	Unicameralism	XII Riigikogu	III regular session	-	2012-06-14	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-06-14	ParlaMint-EE_2012-06-14_U6	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 14.06.2012, 10:00	2012-06-14	Unicameralism	XII Riigikogu	III regular session	-	2012-06-14	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	t_tamm_19531203	Tamm, Tarmo	M	1953	
ParlaMint-EE-en_2012-06-14	ParlaMint-EE_2012-06-14_U7	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 14.06.2012, 10:00	2012-06-14	Unicameralism	XII Riigikogu	III regular session	-	2012-06-14	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-06-14	ParlaMint-EE_2012-06-14_U8	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 14.06.2012, 10:00	2012-06-14	Unicameralism	XII Riigikogu	III regular session	-	2012-06-14	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	k_simson_19770122	Simson, Kadri	F	1977	
ParlaMint-EE-en_2012-06-14	ParlaMint-EE_2012-06-14_U9	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 14.06.2012, 10:00	2012-06-14	Unicameralism	XII Riigikogu	III regular session	-	2012-06-14	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-06-14	ParlaMint-EE_2012-06-14_U10	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 14.06.2012, 10:00	2012-06-14	Unicameralism	XII Riigikogu	III regular session	-	2012-06-14	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-06-14	ParlaMint-EE_2012-06-14_U11	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 14.06.2012, 10:00	2012-06-14	Unicameralism	XII Riigikogu	III regular session	-	2012-06-14	-	Reference	English	Regular	MP	notMinister	ISA	Isamaa	Coalition	Centre-right to right	m_mihkelson_19691130	Mihkelson, Marko	M	1969	
