Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2012-02-16	ParlaMint-EE_2012-02-16_U1	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 16.02.2012, 10:00	2012-02-16	Unicameralism	XII Riigikogu	III regular session	-	2012-02-16	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-02-16	ParlaMint-EE_2012-02-16_U2	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 16.02.2012, 10:00	2012-02-16	Unicameralism	XII Riigikogu	III regular session	-	2012-02-16	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	k_simson_19770122	Simson, Kadri	F	1977	
ParlaMint-EE-en_2012-02-16	ParlaMint-EE_2012-02-16_U3	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 16.02.2012, 10:00	2012-02-16	Unicameralism	XII Riigikogu	III regular session	-	2012-02-16	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-02-16	ParlaMint-EE_2012-02-16_U4	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 16.02.2012, 10:00	2012-02-16	Unicameralism	XII Riigikogu	III regular session	-	2012-02-16	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	p_võsa_19671228	Võsa, Peeter	M	1967	
ParlaMint-EE-en_2012-02-16	ParlaMint-EE_2012-02-16_U5	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 16.02.2012, 10:00	2012-02-16	Unicameralism	XII Riigikogu	III regular session	-	2012-02-16	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-02-16	ParlaMint-EE_2012-02-16_U6	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 16.02.2012, 10:00	2012-02-16	Unicameralism	XII Riigikogu	III regular session	-	2012-02-16	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	p_võsa_19671228	Võsa, Peeter	M	1967	
ParlaMint-EE-en_2012-02-16	ParlaMint-EE_2012-02-16_U7	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 16.02.2012, 10:00	2012-02-16	Unicameralism	XII Riigikogu	III regular session	-	2012-02-16	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-02-16	ParlaMint-EE_2012-02-16_U8	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 16.02.2012, 10:00	2012-02-16	Unicameralism	XII Riigikogu	III regular session	-	2012-02-16	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	p_võsa_19671228	Võsa, Peeter	M	1967	
ParlaMint-EE-en_2012-02-16	ParlaMint-EE_2012-02-16_U9	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 16.02.2012, 10:00	2012-02-16	Unicameralism	XII Riigikogu	III regular session	-	2012-02-16	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-02-16	ParlaMint-EE_2012-02-16_U10	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 16.02.2012, 10:00	2012-02-16	Unicameralism	XII Riigikogu	III regular session	-	2012-02-16	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-02-16	ParlaMint-EE_2012-02-16_U11	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 16.02.2012, 10:00	2012-02-16	Unicameralism	XII Riigikogu	III regular session	-	2012-02-16	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	m_raidma_19650407	Raidma, Mati	M	1965	
