Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2012-04-12	ParlaMint-EE_2012-04-12_U1	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 12.04.2012, 10:00	2012-04-12	Unicameralism	XII Riigikogu	III regular session	-	2012-04-12	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-04-12	ParlaMint-EE_2012-04-12_U2	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 12.04.2012, 10:00	2012-04-12	Unicameralism	XII Riigikogu	III regular session	-	2012-04-12	-	Reference	English	Regular	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	-	Centre-left	h_pikhof_19581020	Pikhof, Heljo	F	1958	
ParlaMint-EE-en_2012-04-12	ParlaMint-EE_2012-04-12_U3	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 12.04.2012, 10:00	2012-04-12	Unicameralism	XII Riigikogu	III regular session	-	2012-04-12	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-04-12	ParlaMint-EE_2012-04-12_U4	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 12.04.2012, 10:00	2012-04-12	Unicameralism	XII Riigikogu	III regular session	-	2012-04-12	-	Reference	English	Regular	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	-	Centre-left	h_pikhof_19581020	Pikhof, Heljo	F	1958	
ParlaMint-EE-en_2012-04-12	ParlaMint-EE_2012-04-12_U5	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 12.04.2012, 10:00	2012-04-12	Unicameralism	XII Riigikogu	III regular session	-	2012-04-12	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-04-12	ParlaMint-EE_2012-04-12_U6	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 12.04.2012, 10:00	2012-04-12	Unicameralism	XII Riigikogu	III regular session	-	2012-04-12	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	m_stalnuhhin_19610915	Stalnuhhin, Mihhail	M	1961	
ParlaMint-EE-en_2012-04-12	ParlaMint-EE_2012-04-12_U7	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 12.04.2012, 10:00	2012-04-12	Unicameralism	XII Riigikogu	III regular session	-	2012-04-12	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-04-12	ParlaMint-EE_2012-04-12_U8	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 12.04.2012, 10:00	2012-04-12	Unicameralism	XII Riigikogu	III regular session	-	2012-04-12	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-04-12	ParlaMint-EE_2012-04-12_U9	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 12.04.2012, 10:00	2012-04-12	Unicameralism	XII Riigikogu	III regular session	-	2012-04-12	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	v_linde_19590131	Linde, Väino	M	1959	
ParlaMint-EE-en_2012-04-12	ParlaMint-EE_2012-04-12_U10	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 12.04.2012, 10:00	2012-04-12	Unicameralism	XII Riigikogu	III regular session	-	2012-04-12	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-04-12	ParlaMint-EE_2012-04-12_U11	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 12.04.2012, 10:00	2012-04-12	Unicameralism	XII Riigikogu	III regular session	-	2012-04-12	-	Reference	English	Regular	MP	notMinister	RE	Reformierakond	Coalition	Centre-right	v_linde_19590131	Linde, Väino	M	1959	
ParlaMint-EE-en_2012-04-12	ParlaMint-EE_2012-04-12_U12	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 12.04.2012, 10:00	2012-04-12	Unicameralism	XII Riigikogu	III regular session	-	2012-04-12	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
ParlaMint-EE-en_2012-04-12	ParlaMint-EE_2012-04-12_U13	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 12.04.2012, 10:00	2012-04-12	Unicameralism	XII Riigikogu	III regular session	-	2012-04-12	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	a_riisalu_19610313	Riisalu, Aivar	M	1961	
ParlaMint-EE-en_2012-04-12	ParlaMint-EE_2012-04-12_U14	XII Parliament term, III Session, Plenary Assembly regular meeting on Thursday, 12.04.2012, 10:00	2012-04-12	Unicameralism	XII Riigikogu	III regular session	-	2012-04-12	-	Reference	English	Chairperson	MP	notMinister	KE	Keskerakond	-	Centre-left	j_ratas_19780702	Ratas, Jüri	M	1978	
